date,I.pct.2.5.,I.pct.25.,I.pct.50.,I.pct.75.,I.pct.97.5.,state,SP.pct.2.5.,SP.pct.25.,SP.pct.50.,SP.pct.75.,SP.pct.97.5.,dI.pct.2.5.,dI.pct.25.,dI.pct.50.,dI.pct.75.,dI.pct.97.5.,ID.pct.2.5.,ID.pct.25.,ID.pct.50.,ID.pct.75.,ID.pct.97.5.,Itot.pct.2.5.,Itot.pct.25.,Itot.pct.50.,Itot.pct.75.,Itot.pct.97.5.,IfracU.pct.2.5.,IfracU.pct.25.,IfracU.pct.50.,IfracU.pct.75.,IfracU.pct.97.5.
2020-03-12,0.187149612176569,0.187149612176569,0.187149612176569,0.187149612176569,0.187149612176569,US,1.76861675634072,2.09379155482233,2.28337891101328,2.44505518141108,2.8082944322637,0.0351649217798244,0.0356046290628032,0.0358823546284627,0.0361649181842373,0.0366180599270519,0,0,0,0,0,0.215323569292441,0.215323569292441,0.215323569292441,0.215323569292441,0.215323569292441,76.9874878542343,76.9874878542343,76.9874878542343,76.9874878542343,76.9874878542343
2020-03-13,0.215323569292441,0.215323569292441,0.215323569292441,0.215323569292441,0.215323569292441,US,1.77622553713056,2.1013751180731,2.29075453522047,2.45210526410038,2.81509586516777,0.0229585779345371,0.0234643050715813,0.0237837339188214,0.0241087301211594,0.0246299256275332,0,0,0,0,0,0.23019447608173,0.23019447608173,0.23019447608173,0.23019447608173,0.23019447608173,83.8909990230627,83.8909990230627,83.8909990230627,83.8909990230627,83.8909990230627
2020-03-14,0.23019447608173,0.23019447608173,0.23019447608173,0.23019447608173,0.23019447608173,US,1.78493701632524,2.1101674892347,2.29899677082382,2.46012590998889,2.82287589145502,0.0308732639159429,0.0314136868494018,0.0317550365463154,0.0321023399479822,0.0326593173732698,0,0,0,0,0,0.252367278235231,0.252367278235231,0.252367278235231,0.252367278235231,0.252367278235231,86.9621704074144,86.9621704074144,86.9621704074144,86.9621704074144,86.9621704074144
2020-03-15,0.252367278235231,0.252367278235231,0.252367278235231,0.252367278235231,0.252367278235231,US,1.79420802682162,2.11941169402696,2.30816313381097,2.46866710889626,2.83113832995972,0.0376115400564763,0.0382037171969102,0.0385777653887451,0.0389583436713996,0.0395686959070484,0,0,0,0,0,0.280374571097625,0.280374571097625,0.280374571097625,0.280374571097625,0.280374571097625,84.8209387357248,84.8209387357248,84.8209387357248,84.8209387357248,84.8209387357248
2020-03-16,0.280374571097625,0.280374571097625,0.280374571097625,0.280374571097625,0.280374571097625,US,1.80430566283964,2.12954295385842,2.31798095369449,2.47809682947176,2.84013078212996,0.0263348757708655,0.0269924198736434,0.0274077682837905,0.0278303755835875,0.0285081462210254,0,0,0,0,0,0.29596874096525,0.29596874096525,0.29596874096525,0.29596874096525,0.29596874096525,84.7403418513031,84.7403418513031,84.7403418513031,84.7403418513031,84.7403418513031
2020-03-17,0.29596874096525,0.29596874096525,0.29596874096525,0.29596874096525,0.29596874096525,US,1.81545362005457,2.14060277621246,2.32861909500456,2.48850311677337,2.85005152889209,0.0310042983555452,0.0316979537317819,0.0321361268728791,0.0325819678235596,0.0332970187266527,0,0,0,0,0,0.315540831221455,0.315540831221455,0.315540831221455,0.315540831221455,0.315540831221455,89.1349418690843,89.1349418690843,89.1349418690843,89.1349418690843,89.1349418690843
2020-03-18,0.315540831221455,0.315540831221455,0.315540831221455,0.315540831221455,0.315540831221455,US,1.82712761903096,2.1521633106782,2.33985056291677,2.49939467949081,2.86043087998629,0.0419732223364455,0.0427122745976282,0.0431791401775415,0.0436541866302618,0.044416098306084,0,0,0,0,0,0.34523524027091,0.34523524027091,0.34523524027091,0.34523524027091,0.34523524027091,86.7550806473784,86.7550806473784,86.7550806473784,86.7550806473784,86.7550806473784
2020-03-19,0.34523524027091,0.34523524027091,0.34523524027091,0.34523524027091,0.34523524027091,US,1.83956694637925,2.16451728596703,2.3518837989913,2.51117136919117,2.87140797143385,0.0508363579006779,0.0516443295745875,0.0521547544692733,0.05267413900893,0.0535071917300226,0,0,0,0,0,0.382525348045165,0.382525348045165,0.382525348045165,0.382525348045165,0.382525348045165,86.5677378460186,86.5677378460186,86.5677378460186,86.5677378460186,86.5677378460186
2020-03-20,0.382525348045165,0.382525348045165,0.382525348045165,0.382525348045165,0.382525348045165,US,1.85346911414543,2.1775826096544,2.3648884093457,2.52408959590601,2.88364360329616,0.0441954261330611,0.0450900881162629,0.0456553001576349,0.0462304486150598,0.047152970223863,0.0011675054395306,0.0011675054395306,0.0011675054395306,0.0011675054395306,0.0011675054395306,0.412782950379715,0.412782950379715,0.412782950379715,0.412782950379715,0.412782950379715,90.6180209559408,90.6180209559408,90.6180209559408,90.6180209559408,90.6180209559408
2020-03-21,0.411615444940184,0.411615444940184,0.411615444940184,0.411615444940184,0.411615444940184,US,1.86878060048751,2.19195071750594,2.37928253046252,2.53857423697705,2.89711486510127,0.0544462456243949,0.0554082199684745,0.0560159846947327,0.0566344529071301,0.0576264932724743,0.00167153632414426,0.00167153632414426,0.00167153632414426,0.00167153632414426,0.00167153632414426,0.451361756890706,0.451361756890706,0.451361756890706,0.451361756890706,0.451361756890706,88.7741359313897,88.7741359313897,88.7741359313897,88.7741359313897,88.7741359313897
