date,I.pct.2.5.,I.pct.25.,I.pct.50.,I.pct.75.,I.pct.97.5.,state,SP.pct.2.5.,SP.pct.25.,SP.pct.50.,SP.pct.75.,SP.pct.97.5.,dI.pct.2.5.,dI.pct.25.,dI.pct.50.,dI.pct.75.,dI.pct.97.5.,ID.pct.2.5.,ID.pct.25.,ID.pct.50.,ID.pct.75.,ID.pct.97.5.,Itot.pct.2.5.,Itot.pct.25.,Itot.pct.50.,Itot.pct.75.,Itot.pct.97.5.,IfracU.pct.2.5.,IfracU.pct.25.,IfracU.pct.50.,IfracU.pct.75.,IfracU.pct.97.5.
2020-03-15,0.0273776732397275,0.0530151840694531,0.0747769282365059,0.101892191948679,0.17334022906667,US,1.42726567885343,1.93563955227349,2.18562714656242,2.44150790689318,2.97955660821964,0.00802325022059979,0.0120955555627134,0.0148163024308223,0.0181385669695745,0.0266540305735329,0,0,0,0,0,0.031316972929531,0.0598654041333561,0.0828441482217285,0.111130731778277,0.185576210005111,79.0168602448779,80.7724914563115,81.8047714550537,82.6903407198458,84.3427415692695
2020-03-16,0.031316972929531,0.0598654041333561,0.0828441482217285,0.111130731778277,0.185576210005111,US,1.4359523493926,1.94242095639777,2.19163093173539,2.44661936128483,2.98266588011677,0.00923187689619666,0.0137526424791964,0.0171506984562455,0.0209475841744572,0.0297025320402766,0,0,0,0,0,0.0359623377436585,0.0673669105601634,0.0920017907801499,0.123046041132897,0.205348999367937,78.9193231548074,80.0991319801313,80.7496782632344,81.30803734861,82.3155580666413
2020-03-17,0.0359623377436585,0.0673669105601634,0.0920017907801499,0.123046041132897,0.205348999367937,US,1.44512545613834,1.94912791074099,2.19847925905398,2.45266303280355,2.98613628446329,0.0111325065938499,0.0166349274377837,0.0208838075245913,0.0255348560654337,0.036180001591156,0,0,0,0,0,0.0412344452175938,0.0772984301355043,0.104288385832354,0.138356064079014,0.22845627498743,83.0338891049121,84.5224828176777,85.4370533036559,86.1719468270871,87.5489698048762
2020-03-18,0.0412344452175938,0.0772984301355043,0.104288385832354,0.138356064079014,0.22845627498743,US,1.45734870227642,1.95787789817815,2.205495698104,2.4589280304732,2.99111032391547,0.0143836985303447,0.0221997576122948,0.0284470012627997,0.0355103401233499,0.0533516177784121,0,0,0,0,0,0.0488346298395484,0.0914822787145089,0.12318540620329,0.161986919765645,0.266185479024668,78.4586221326237,78.9011932547316,79.1162078429664,79.3495629233598,79.79000916534
2020-03-19,0.0488346298395484,0.0914822787145089,0.12318540620329,0.161986919765645,0.266185479024668,US,1.47072207477349,1.96796812453598,2.21516819373876,2.46577634666734,2.99724710085888,0.00914259908041783,0.0157645649821923,0.019296194841184,0.023392587958839,0.0349591731162607,0,0,0,0,0,0.0551027103752575,0.0982940936397186,0.131863255341864,0.171328830102694,0.276644970304931,80.7196231904604,81.8609365737364,82.5533276260357,83.1772149875995,84.2712096970729
2020-03-20,0.0551027103752575,0.0982940936397186,0.131863255341864,0.171328830102694,0.276644970304931,US,1.48446236626723,1.97822729181638,2.22627577842044,2.4738598994784,3.00435040496397,0.0141702418414339,0.0192129915446201,0.0223966058901491,0.0258292395108222,0.0335289050994664,0.00259570900520193,0.00259570900520193,0.00259570900520193,0.00259570900520193,0.00259570900520193,0.0634642386418524,0.108966358403381,0.144351178703277,0.185873802626409,0.292784343619127,83.0819068191944,85.5826508411783,86.7190664204985,87.64690591409,89.094281743524
2020-03-21,0.0608685296366504,0.106370649398179,0.141755469698075,0.183278093621207,0.290188634613925,US,1.49991331489158,1.98942906909993,2.23672438296103,2.48313741881433,3.01219241210264,0.018732354777414,0.0262071588740639,0.0317551145583751,0.0376994927099942,0.0512209457613697,0.00347307353356104,0.00347307353356104,0.00347307353356104,0.00347307353356104,0.00347307353356104,0.073016196523277,0.12393464843456,0.162820143294801,0.209189214732376,0.32294509525072,79.4999051663935,81.9218705071393,82.9774542015897,83.801441833038,85.0616240547
2020-03-22,0.069543122989716,0.120461574900999,0.15934706976124,0.205716141198815,0.319472021717159,US,1.51625734398485,2.00115452271133,2.24705742712702,2.49245671608868,3.02002462180379,0.0213727596374512,0.0305351673756196,0.0372606158139096,0.0450363308872414,0.06425645785884,0.00460734975450926,0.00460734975450926,0.00460734975450926,0.00460734975450926,0.00460734975450926,0.0839694824041845,0.141995524900723,0.186637428605251,0.237868649498306,0.36925001494401,78.9677918542907,81.1568354819876,82.0323086048823,82.6684895976827,83.6205370350285
2020-03-23,0.0793621326496753,0.137388175146214,0.182030078850742,0.233261299743796,0.3646426651895,US,1.53445097616044,2.01486573560121,2.25975511844197,2.50275330137318,3.03017760143503,0.0210089105816105,0.0284829218221092,0.033662508865746,0.0392054938933297,0.051323145278886,0.0060877147065211,0.0060877147065211,0.0060877147065211,0.0060877147065211,0.0060877147065211,0.0933402496894131,0.156135974275116,0.20382406562987,0.258891801111438,0.399464544975967,83.6748595783741,86.4808424396128,87.6389321295881,88.5491421780178,89.8951840291657
2020-03-24,0.087252534982892,0.150048259568594,0.197736350923349,0.252804086404917,0.393376830269446,US,1.55509529762615,2.03074079415123,2.27377158066114,2.51468255880529,3.0418768716888,0.0232860251041142,0.0320661316165613,0.0385071996312912,0.0454692783161577,0.0629990171073566,0.00798010456006455,0.00798010456006455,0.00798010456006455,0.00798010456006455,0.00798010456006455,0.103398605016215,0.172794770868991,0.22470202662432,0.28499138329321,0.435243016987976,82.0113190996265,84.6176118213391,85.6270321899757,86.3924984572237,87.4135497047825
