
Iterations = 101:2001
Thinning interval = 1 
Number of chains = 4 
Sample size per chain = 1901 

1. Empirical mean and standard deviation for each variable,
   plus standard error of the mean:

                 Mean        SD  Naive SE Time-series SE
iter       1050.00000 548.80744 6.2935971      0.0000000
Roffset.49  3.071e-02    0.21233    0.38432    0.59821    1.0867
Roffset.50  1.112e-02    0.13295    0.35829    0.65530    1.3659
Roffset.51  1.503e-02    0.12607    0.31297    0.63147    1.5080
lnlike.1   -2.227e+00   -0.72908   -0.05063    0.32616    0.8135
lnlike.2   -1.234e+01  -10.58101  -10.18842   -9.93535   -9.5542
lnlike.3   -3.342e+00   -2.52372   -2.37614   -2.26272   -2.0988
lnlike.4   -1.943e+00   -0.97807   -0.78137   -0.63814   -0.4026
lnlike.5   -3.386e+00   -1.11066   -0.51726   -0.20716    0.2029
lnlike.6   -2.445e+00   -1.29607   -0.99593   -0.77374   -0.3809
lnlike.7   -1.262e+01  -11.52397  -11.09010  -10.69570  -10.0926
lnlike.8   -4.426e+00   -1.55591   -1.04918   -0.76031   -0.4503
lnlike.9   -7.328e+00   -6.01294   -5.40581   -5.11596   -4.9808
lnlike.10  -1.727e+00   -0.14315    0.47623    0.84249    1.4308
lnlike.11  -3.039e+00   -0.55672    0.11270    0.44438    0.8898
lnlike.12  -5.683e+00   -4.30881   -3.89740   -3.69650   -3.5454
lnlike.13  -3.849e+00   -2.83683   -2.59014   -2.40734   -2.1623
lnlike.14  -1.265e+01  -10.18432   -9.40281   -8.81364   -7.9452
lnlike.15  -6.406e+00   -4.62394   -4.12093   -3.81659   -3.3752
lnlike.16  -4.665e+00   -2.09368   -1.48279   -1.18177   -0.8230
lnlike.17  -4.647e+00   -3.14750   -2.58247   -2.08034   -1.3066
lnlike.18  -4.172e+00   -3.22566   -2.88253   -2.69404   -2.4860
lnlike.19  -3.734e+00   -1.83807   -1.35421   -1.08591   -0.7096
lnlike.20  -1.153e+01   -9.60985   -8.92140   -8.30302   -7.3717
lnlike.21  -3.664e+00   -1.30511   -0.71588   -0.42502   -0.1071
lnlike.22  -7.506e+00   -6.15587   -5.77799   -5.48985   -5.1287
lnlike.23  -3.630e+00   -2.67638   -2.53206   -2.44928   -2.3566
lnlike.24  -6.597e+00   -4.69009   -4.26442   -4.06055   -3.8477
lnlike.25  -3.160e+00   -2.30678   -1.94430   -1.69141   -1.4461
lnlike.26  -7.856e+00   -5.84031   -5.40840   -5.12208   -4.7313
lnlike.27  -5.144e+00   -4.01645   -3.74237   -3.51911   -3.1960
lnlike.28  -4.262e+00   -1.88720   -1.45515   -1.19601   -0.8230
lnlike.29  -2.361e+00    0.31150    0.85738    1.19709    1.7359
lnlike.30  -1.306e+01  -11.09096  -10.27068   -9.50405   -8.1813
lnlike.31  -1.323e+00    0.53898    0.99787    1.34087    1.9339
lnlike.32  -6.631e+00   -4.35806   -3.81259   -3.60267   -3.5099
lnlike.33  -3.465e+00   -1.33345   -0.88303   -0.66880   -0.4432
lnlike.34  -3.387e+00   -2.48487   -2.26683   -2.13190   -1.9714
lnlike.35  -1.558e+01  -14.64839  -14.36353  -14.08611  -13.5685
lnlike.36  -6.392e+00   -5.48821   -5.26185   -5.10632   -4.8967
lnlike.37  -4.849e+00   -3.78765   -3.43497   -3.21808   -2.9481
lnlike.38  -5.945e+00   -3.88485   -3.41339   -3.17098   -2.8645
lnlike.39  -3.413e+00   -1.27230   -0.81254   -0.56712   -0.2456
lnlike.40  -5.557e+00   -3.95004   -3.43803   -2.95880   -2.1728
lnlike.41  -2.569e+00   -1.37179   -0.94303   -0.64754   -0.2543
lnlike.42  -6.727e+00   -5.54507   -5.24300   -5.01818   -4.6678
lnlike.43  -4.492e+00   -2.01942   -1.49369   -1.24002   -0.9206
lnlike.44  -3.141e+00   -0.83180   -0.30070   -0.01467    0.4033
lnlike.45  -5.005e+00   -3.01922   -2.57265   -2.32902   -1.9817
lnlike.46  -1.147e+01   -9.66839   -9.09478   -8.67184   -7.9947
lnlike.47  -7.356e+00   -6.53979   -6.22069   -5.97046   -5.6059
lnlike.48  -7.543e+00   -6.55519   -6.15974   -5.85784   -5.4975
lnlike.49  -4.518e+00   -3.42800   -3.06988   -2.88478   -2.7307
lnlike.50  -7.178e+00   -6.12838   -5.78792   -5.52276   -5.1587
lnlike.51  -4.212e+00   -3.38231   -3.23973   -3.15959   -3.0466
lnprior    -9.600e+00   -7.84584   -6.97768   -6.25763   -5.2606
lnpopprior -1.147e+02 -102.53868  -96.83594  -91.94596  -83.8526
lnlike     -2.089e+02 -198.61009 -193.68072 -189.33345 -181.4798
lnpost     -3.214e+02 -305.65773 -298.00900 -291.39756 -280.1720

