date,numDate,state,fips,Cases_tau,Deaths_tau,TotalTests_tau,meanpositiveCumul,PositivePct_tau,TestsPer1000_tau
2020-03-23,83,NJ,34,101.571428571429,1.42857142857143,114.392857142857,318.428571428571,88.7917577271308,0.0128789022913107
2020-03-23,83,NM,35,,,,0,,
2020-03-23,83,NV,32,,,,0,,
2020-03-23,83,NY,36,,,,0,,
2020-03-23,83,OH,39,,,,0,,
2020-03-23,83,OK,40,,,,0,,
2020-03-23,83,OR,41,,,,0,,
2020-03-23,83,PA,42,,,,0,,
2020-03-23,83,PR,72,,,,0,,
2020-03-23,83,RI,44,,,,0,,
2020-03-23,83,SC,45,,,,0,,
2020-03-23,83,SD,46,,,,0,,
2020-03-23,83,TN,47,,,,0,,
2020-03-23,83,TX,48,,,,0,,
2020-03-23,83,UT,49,,,,0,,
2020-03-23,83,VA,51,9.07142857142857,0.214285714285714,371.178571428571,41.8571428571429,2.44395266044453,0.0434863505580119
2020-03-23,83,VI,78,,,,0,,
2020-03-23,83,VT,50,,,,0,,
2020-03-23,83,WA,53,106.75,4.89285714285714,1901.60714285714,766.392857142857,5.61367264531881,0.249722109405496
2020-03-23,83,WI,55,,,,0,,
2020-03-23,83,WV,54,,,,0,,
2020-03-23,83,WY,56,,,,0,,
2020-03-24,84,AK,2,,,,0,,
2020-03-24,84,AL,1,,,,0,,
2020-03-24,84,AR,5,,,,0,,
2020-03-24,84,AS,60,,,,0,,
2020-03-24,84,AZ,4,,,,0,,
2020-03-24,84,CA,6,,,,0,,
2020-03-24,84,CO,8,,,,0,,
2020-03-24,84,CT,9,,,,0,,
2020-03-24,84,DC,11,,,,0,,
2020-03-24,84,DE,10,,,,0,,
2020-03-24,84,FL,12,43.0357142857143,0.642857142857143,462.107142857143,177.178571428571,9.31292990184713,0.0215156346712479
2020-03-24,84,GA,13,,,,0,,
2020-03-24,84,GU,66,,,,0,,
2020-03-24,84,HI,15,,,,0,,
2020-03-24,84,IA,19,,,,0,,
2020-03-24,84,ID,16,,,,0,,
2020-03-24,84,IL,17,,,,0,,
2020-03-24,84,IN,18,,,,0,,
2020-03-24,84,KS,20,,,,0,,
2020-03-24,84,KY,21,,,,0,,
2020-03-24,84,LA,22,,,,0,,
2020-03-24,84,MA,25,41.3928571428572,0.928571428571429,1166.32142857143,187.25,3.54900940074104,0.169215947903313
2020-03-24,84,MD,24,,,,0,,
2020-03-24,84,ME,23,,,,0,,
2020-03-24,84,MI,26,,,,0,,
2020-03-24,84,MN,27,,,,0,,
2020-03-24,84,MO,29,,,,0,,
2020-03-24,84,MP,69,,,,0,,
2020-03-24,84,MS,28,,,,0,,
2020-03-24,84,MT,30,,,,0,,
2020-03-24,84,NC,37,,,,0,,
2020-03-24,84,ND,38,,,,0,,
2020-03-24,84,NE,31,1.85714285714286,0,42.9642857142857,12.6428571428571,4.32252701579385,0.0222105603958864
2020-03-24,84,NH,33,,,,0,,
2020-03-24,84,NJ,34,131.25,2.14285714285714,428.571428571429,449.678571428571,30.625,0.0482506486093439
2020-03-24,84,NM,35,,,,0,,
2020-03-24,84,NV,32,,,,0,,
2020-03-24,84,NY,36,,,,0,,
2020-03-24,84,OH,39,,,,0,,
2020-03-24,84,OK,40,,,,0,,
2020-03-24,84,OR,41,,,,0,,
2020-03-24,84,PA,42,,,,0,,
2020-03-24,84,PR,72,,,,0,,
2020-03-24,84,RI,44,,,,0,,
2020-03-24,84,SC,45,,,,0,,
2020-03-24,84,SD,46,,,,0,,
2020-03-24,84,TN,47,,,,0,,
2020-03-24,84,TX,48,,,,0,,
2020-03-24,84,UT,49,,,,0,,
2020-03-24,84,VA,51,10.3571428571429,0.25,400.107142857143,52.2142857142857,2.58859234133714,0.0468755494372566
2020-03-24,84,VI,78,,,,0,,
2020-03-24,84,VT,50,,,,0,,
2020-03-24,84,WA,53,113.571428571429,5.21428571428571,2098.03571428571,879.964285714286,5.41322665758788,0.275517425430103
2020-03-24,84,WI,55,,,,0,,
2020-03-24,84,WV,54,,,,0,,
2020-03-24,84,WY,56,,,,0,,
2020-03-25,85,AK,2,,,,0,,
2020-03-25,85,AL,1,,,,0,,
2020-03-25,85,AR,5,,,,0,,
2020-03-25,85,AS,60,,,,0,,
2020-03-25,85,AZ,4,,,,0,,
2020-03-25,85,CA,6,,,,0,,
2020-03-25,85,CO,8,,,,0,,
2020-03-25,85,CT,9,,,,0,,
2020-03-25,85,DC,11,,,,0,,
2020-03-25,85,DE,10,,,,0,,
2020-03-25,85,FL,12,53.1428571428572,0.785714285714286,565,230.321428571429,9.40581542351454,0.0263063096451921
2020-03-25,85,GA,13,,,,0,,
2020-03-25,85,GU,66,,,,0,,
2020-03-25,85,HI,15,,,,0,,
2020-03-25,85,IA,19,,,,0,,
2020-03-25,85,ID,16,,,,0,,
2020-03-25,85,IL,17,,,,0,,
2020-03-25,85,IN,18,17.0357142857143,0.5,413.964285714286,17.0357142857143,4.1152618410836,0.0614900207070337
2020-03-25,85,KS,20,,,,0,,
2020-03-25,85,KY,21,,,,0,,
2020-03-25,85,LA,22,,,,0,,
2020-03-25,85,MA,25,65.6428571428571,1.17857142857143,1326.46428571429,252.892857142857,4.94870897391023,0.192450302265271
2020-03-25,85,MD,24,,,,0,,
2020-03-25,85,ME,23,,,,0,,
2020-03-25,85,MI,26,,,,0,,
2020-03-25,85,MN,27,,,,0,,
2020-03-25,85,MO,29,,,,0,,
2020-03-25,85,MP,69,,,,0,,
2020-03-25,85,MS,28,,,,0,,
2020-03-25,85,MT,30,,,,0,,
2020-03-25,85,NC,37,,,,0,,
2020-03-25,85,ND,38,,,,0,,
2020-03-25,85,NE,31,2.17857142857143,0,49.9642857142857,14.8214285714286,4.3602573266619,0.0258292385651247
2020-03-25,85,NH,33,,,,0,,
2020-03-25,85,NJ,34,157.214285714286,2.89285714285714,530.5,606.892857142857,29.6351151205063,0.0597262612035996
2020-03-25,85,NM,35,,,,0,,
2020-03-25,85,NV,32,,,,0,,
2020-03-25,85,NY,36,,,,0,,
2020-03-25,85,OH,39,,,,0,,
2020-03-25,85,OK,40,,,,0,,
2020-03-25,85,OR,41,,,,0,,
2020-03-25,85,PA,42,,,,0,,
2020-03-25,85,PR,72,,,,0,,
2020-03-25,85,RI,44,,,,0,,
2020-03-25,85,SC,45,,,,0,,
2020-03-25,85,SD,46,,,,0,,
2020-03-25,85,TN,47,,,,0,,
2020-03-25,85,TX,48,,,,0,,
2020-03-25,85,UT,49,,,,0,,
2020-03-25,85,VA,51,13.9642857142857,0.321428571428571,438.464285714286,66.1785714285714,3.18481713773723,0.0513693760993662
2020-03-25,85,VI,78,,,,0,,
2020-03-25,85,VT,50,,,,0,,
2020-03-25,85,WA,53,130.035714285714,5.60714285714286,2285.46428571429,1010,5.68968480927601,0.300130846975038
2020-03-25,85,WI,55,,,,0,,
2020-03-25,85,WV,54,,,,0,,
2020-03-25,85,WY,56,,,,0,,
2020-03-26,86,AK,2,,,,0,,
2020-03-26,86,AL,1,,,,0,,
2020-03-26,86,AR,5,,,,0,,
2020-03-26,86,AS,60,,,,0,,
2020-03-26,86,AZ,4,,,,0,,
2020-03-26,86,CA,6,,,,0,,
2020-03-26,86,CO,8,,,,0,,
2020-03-26,86,CT,9,,,,0,,
2020-03-26,86,DC,11,,,,0,,
2020-03-26,86,DE,10,,,,0,,
2020-03-26,86,FL,12,70.8928571428571,1,811.5,301.214285714286,8.7360267582079,0.0377833102249087
2020-03-26,86,GA,13,,,,0,,
2020-03-26,86,GU,66,,,,0,,
2020-03-26,86,HI,15,,,,0,,
2020-03-26,86,IA,19,,,,0,,
2020-03-26,86,ID,16,,,,0,,
2020-03-26,86,IL,17,,,,0,,
2020-03-26,86,IN,18,23.0357142857143,0.607142857142857,501.714285714286,40.0714285714286,4.59140091116173,0.0745243560428271
2020-03-26,86,KS,20,,,,0,,
2020-03-26,86,KY,21,,,,0,,
2020-03-26,86,LA,22,,,,0,,
2020-03-26,86,MA,25,86.3214285714286,1.5,1499.17857142857,339.214285714286,5.75791504871715,0.217508584534323
2020-03-26,86,MD,24,,,,0,,
2020-03-26,86,ME,23,,,,0,,
2020-03-26,86,MI,26,,,,0,,
2020-03-26,86,MN,27,,,,0,,
2020-03-26,86,MO,29,,,,0,,
2020-03-26,86,MP,69,,,,0,,
2020-03-26,86,MS,28,,,,0,,
2020-03-26,86,MT,30,,,,0,,
2020-03-26,86,NC,37,,,,0,,
2020-03-26,86,ND,38,,,,0,,
2020-03-26,86,NE,31,2.60714285714286,0,54.3571428571429,17.4285714285714,4.79632063074901,0.028100143742759
2020-03-26,86,NH,33,,,,0,,
2020-03-26,86,NJ,34,245.571428571429,3.85714285714286,733.464285714286,852.464285714286,33.4810342309003,0.082576964207508
2020-03-26,86,NM,35,,,,0,,
2020-03-26,86,NV,32,,,,0,,
2020-03-26,86,NY,36,,,,0,,
2020-03-26,86,OH,39,,,,0,,
2020-03-26,86,OK,40,,,,0,,
2020-03-26,86,OR,41,,,,0,,
2020-03-26,86,PA,42,,,,0,,
2020-03-26,86,PR,72,,,,0,,
2020-03-26,86,RI,44,,,,0,,
2020-03-26,86,SC,45,,,,0,,
2020-03-26,86,SD,46,,,,0,,
2020-03-26,86,TN,47,,,,0,,
2020-03-26,86,TX,48,,,,0,,
2020-03-26,86,UT,49,,,,0,,
2020-03-26,86,VA,51,16.4285714285714,0.464285714285714,247.464285714286,82.6071428571429,6.6387646124982,0.028992295104057
2020-03-26,86,VI,78,,,,0,,
2020-03-26,86,VT,50,,,,0,,
2020-03-26,86,WA,53,145.642857142857,6.46428571428571,2452.85714285714,1155.64285714286,5.93768200349447,0.322113146285462
2020-03-26,86,WI,55,,,,0,,
2020-03-26,86,WV,54,,,,0,,
2020-03-26,86,WY,56,,,,0,,
2020-03-27,87,AK,2,,,,0,,
2020-03-27,87,AL,1,,,,0,,
2020-03-27,87,AR,5,,,,0,,
2020-03-27,87,AS,60,,,,0,,
2020-03-27,87,AZ,4,,,,0,,
2020-03-27,87,CA,6,,,,0,,
2020-03-27,87,CO,8,,,,0,,
2020-03-27,87,CT,9,46.1071428571429,0.964285714285714,593.142857142857,46.1071428571429,7.77336223506744,0.166366089782634
2020-03-27,87,DC,11,,,,0,,
2020-03-27,87,DE,10,,,,0,,
2020-03-27,87,FL,12,90,1.21428571428571,1012.42857142857,391.214285714286,8.88951601523917,0.0471385123781231
2020-03-27,87,GA,13,,,,0,,
2020-03-27,87,GU,66,,,,0,,
2020-03-27,87,HI,15,,,,0,,
2020-03-27,87,IA,19,,,,0,,
2020-03-27,87,ID,16,,,,0,,
2020-03-27,87,IL,17,,,,0,,
2020-03-27,87,IN,18,35.0357142857143,0.857142857142857,599.535714285714,75.1071428571429,5.84380770834574,0.0890546956784553
2020-03-27,87,KS,20,,,,0,,
2020-03-27,87,KY,21,,,,0,,
2020-03-27,87,LA,22,,,,0,,
2020-03-27,87,MA,25,115.714285714286,2.03571428571429,1671.07142857143,454.928571428571,6.9245565291729,0.242447689695808
2020-03-27,87,MD,24,,,,0,,
2020-03-27,87,ME,23,,,,0,,
2020-03-27,87,MI,26,,,,0,,
2020-03-27,87,MN,27,,,,0,,
2020-03-27,87,MO,29,,,,0,,
2020-03-27,87,MP,69,,,,0,,
2020-03-27,87,MS,28,,,,0,,
2020-03-27,87,MT,30,,,,0,,
2020-03-27,87,NC,37,,,,0,,
2020-03-27,87,ND,38,,,,0,,
2020-03-27,87,NE,31,3.03571428571429,0,61.4642857142857,20.4642857142857,4.93898895990703,0.0317742098431591
2020-03-27,87,NH,33,,,,0,,
2020-03-27,87,NJ,34,315.178571428571,5,906.142857142857,1167.64285714286,34.7824373324925,0.10201795470969
2020-03-27,87,NM,35,,,,0,,
2020-03-27,87,NV,32,,,,0,,
2020-03-27,87,NY,36,,,,0,,
2020-03-27,87,OH,39,,,,0,,
2020-03-27,87,OK,40,,,,0,,
2020-03-27,87,OR,41,,,,0,,
2020-03-27,87,PA,42,,,,0,,
2020-03-27,87,PR,72,,,,0,,
2020-03-27,87,RI,44,,,,0,,
2020-03-27,87,SC,45,,,,0,,
2020-03-27,87,SD,46,,,,0,,
2020-03-27,87,TN,47,,,,0,,
2020-03-27,87,TX,48,,,,0,,
2020-03-27,87,UT,49,,,,0,,
2020-03-27,87,VA,51,21.5714285714286,0.5,297.607142857143,104.178571428571,7.24828993159727,0.0348669064947478
2020-03-27,87,VI,78,,,,0,,
2020-03-27,87,VT,50,,,,0,,
2020-03-27,87,WA,53,161.321428571429,6.96428571428571,2617.75,1316.96428571429,6.16259874210404,0.343767141573756
2020-03-27,87,WI,55,,,,0,,
2020-03-27,87,WV,54,,,,0,,
2020-03-27,87,WY,56,,,,0,,
2020-03-28,88,AK,2,,,,0,,
2020-03-28,88,AL,1,,,,0,,
2020-03-28,88,AR,5,,,,0,,
2020-03-28,88,AS,60,,,,0,,
2020-03-28,88,AZ,4,,,,0,,
2020-03-28,88,CA,6,,,,0,,
2020-03-28,88,CO,8,,,,0,,
2020-03-28,88,CT,9,54.4285714285714,1.17857142857143,672.535714285714,100.535714285714,8.09303807551378,0.188634383230779
2020-03-28,88,DC,11,,,,0,,
2020-03-28,88,DE,10,,,,0,,
2020-03-28,88,FL,12,113.535714285714,1.92857142857143,1235.42857142857,504.75,9.1899861239593,0.0575213567159599
2020-03-28,88,GA,13,,,,0,,
2020-03-28,88,GU,66,,,,0,,
2020-03-28,88,HI,15,,,,0,,
2020-03-28,88,IA,19,,,,0,,
2020-03-28,88,ID,16,,,,0,,
2020-03-28,88,IL,17,,,,0,,
2020-03-28,88,IN,18,44,1.10714285714286,683.392857142857,119.107142857143,6.43846354847139,0.101510788217504
2020-03-28,88,KS,20,,,,0,,
2020-03-28,88,KY,21,,,,0,,
2020-03-28,88,LA,22,,,,0,,
2020-03-28,88,MA,25,152.035714285714,2.57142857142857,1785.39285714286,606.964285714286,8.51553279590326,0.259034034100944
2020-03-28,88,MD,24,,,,0,,
2020-03-28,88,ME,23,,,,0,,
2020-03-28,88,MI,26,530.392857142857,10.1071428571429,782.857142857143,530.392857142857,67.7509124087591,0.0783887406074947
2020-03-28,88,MN,27,,,,0,,
2020-03-28,88,MO,29,,,,0,,
2020-03-28,88,MP,69,,,,0,,
2020-03-28,88,MS,28,,,,0,,
2020-03-28,88,MT,30,,,,0,,
2020-03-28,88,NC,37,,,,0,,
2020-03-28,88,ND,38,,,,0,,
2020-03-28,88,NE,31,3.42857142857143,0.0714285714285714,67.6785714285714,23.8928571428571,5.06596306068602,0.0349867098505442
2020-03-28,88,NH,33,,,,0,,
2020-03-28,88,NJ,34,397.285714285714,6.82142857142857,1089.64285714286,1564.92857142857,36.4601769911504,0.122677274089257
2020-03-28,88,NM,35,,,,0,,
2020-03-28,88,NV,32,,,,0,,
2020-03-28,88,NY,36,,,,0,,
2020-03-28,88,OH,39,,,,0,,
2020-03-28,88,OK,40,,,,0,,
