date,state,I.pct.2.5.,I.pct.50.,I.pct.97.5.,Itot.pct.2.5.,Itot.pct.50.,Itot.pct.97.5.,SP.pct.2.5.,SP.pct.50.,SP.pct.97.5.,trend.2wk.pct.change,trend.2wk.direction,trendtot.2wk.pct.change,trendtot.2wk.direction
2020-12-31,AK,0.400713893484875,0.400713893484875,0.400713893484875,0.854361308409496,0.854361308409496,0.854361308409496,6.39368078425471,7.03308181773958,7.71410050766165,-0.122890302409697,Decreasing,-0.414779772475414,Decreasing
2020-12-31,AL,1.85770253679916,1.85770253679916,1.85770253679916,2.56944050816793,2.56944050816793,2.56944050816793,14.908285279155,16.7830416496636,19.1322799419524,0.1216689291381,Increasing,0.22658260875075,Increasing
2020-12-31,AR,1.42889478669792,1.42889478669792,1.42889478669792,2.09437615286978,2.09437615286978,2.09437615286978,10.963915333961,12.2104536239808,13.5158371401052,0.2449727253606,Increasing,0.31200033744353,Increasing
2020-12-31,AZ,1.3026269057419,1.3026269057419,1.3026269057419,2.12479799551501,2.12479799551501,2.12479799551501,10.0793479866839,11.3324034836417,12.9922569144417,0.16351196022948,Increasing,0.2785759531789,Increasing
2020-12-31,CA,1.0971095779319,1.0971095779319,1.0971095779319,2.02812964568413,2.02812964568413,2.02812964568413,7.81783356440092,8.94152375196864,10.1045862178149,-0.0178759417380501,Decreasing,0.3647108251435,Increasing
2020-12-31,CO,0.553486016116449,0.553486016116449,0.553486016116449,1.00451366666787,1.00451366666787,1.00451366666787,8.22166689057997,9.186812428198,10.3056293944002,-0.08214251957834,Decreasing,-0.26164524904761,Decreasing
2020-12-31,CT,0.668062682315376,0.668062682315376,0.668062682315376,1.221448506775,1.221448506775,1.221448506775,7.32814354543767,8.16113205059567,9.01093901683558,0.028378970237084,Increasing,0.0341694569574601,Increasing
2020-12-31,DC,0.372160268786775,0.372160268786775,0.372160268786775,0.690897601967962,0.690897601967962,0.690897601967962,7.25655608448105,8.46840582579589,10.3105884701448,0.034567085614003,Increasing,0.058112519593333,Increasing
2020-12-31,DE,0.819251349792969,0.819251349792969,0.819251349792969,1.43342572472136,1.43342572472136,1.43342572472136,9.30129906002047,10.8415454730759,12.7472411140276,0.00893258282850196,Increasing,-0.0329385013665099,Decreasing
2020-12-31,FL,0.880155727476144,0.880155727476144,0.880155727476144,1.36244143222507,1.36244143222507,1.36244143222507,9.66957237994417,10.8831392248847,12.2171167147802,0.197002568505742,Increasing,0.32216309213026,Increasing
2020-12-31,GA,1.30749669759039,1.30749669759039,1.30749669759039,2.01733923790309,2.01733923790309,2.01733923790309,12.4784603152336,14.1232380628056,16.1536888121235,0.24098471390659,Increasing,0.55148279522296,Increasing
2020-12-31,HI,0.184420987616222,0.184420987616222,0.184420987616222,0.262019423141535,0.262019423141535,0.262019423141535,2.55750142953664,2.91316283045681,3.62121908632863,0.019747613654482,Increasing,0.014570498620876,Increasing
2020-12-31,IA,1.12890265211962,1.12890265211962,1.12890265211962,1.46872526104573,1.46872526104573,1.46872526104573,17.9529319271245,19.8428494822234,22.4299797740656,0.03851721686356,Increasing,-0.0209542227642101,Decreasing
