"state","date","reported_cases","predicted_infections_mean","predicted_infections_lower_CI_95","predicted_infections_higher_CI_95_cumulative","reported_deaths","estimated_deaths_mean","estimated_deaths_lower_CI_95","estimated_deaths_higher_CI_95","mean_time_varying_reproduction_number_R(t)","time_varying_reproduction_number_R(t)_lower_CI_95","time_varying_reproduction_number_R(t)_higher_CI_95","mean_infectious_individuals","infectious_individuals_lower_CI_95","infectious_individuals_higher_CI_95"
"AK",2020-04-21,8,8.53909620755639,1.8042006115731,22.0455887827654,0,0.0409184394266504,0.00546420317578159,0.123031280588499,0.661823939097966,0.402572382974424,1.01195862332589,117.895543436623,18.8298649423803,330.980613912494
"AK",2020-04-22,6,8.44101489530655,1.84704835652889,21.6976297431813,0,0.0474542190429226,0.00635770641331283,0.141977692721151,0.688727537216667,0.419852507866621,1.04281473788173,111.320003497642,18.554218713006,306.104111125759
"AK",2020-04-23,2,7.83870492892047,1.76303573069864,19.9517424761836,0,0.0537890256137597,0.00730135101135427,0.160014684180306,0.675171184323964,0.41081112438047,1.02722504436369,104.907223868604,18.0712033930875,283.674046135221
"AK",2020-04-24,2,7.57784455234455,1.70847844378464,19.2640706437686,0,0.0597395791235262,0.00823238624429106,0.176408482343751,0.688712615514298,0.419839930223865,1.04280797521477,98.803921823276,17.59124242387,265.520948405831
"AK",2020-04-25,0,8.80136247216207,1.99384412160932,22.1689597082328,0,0.0652977806708636,0.00903065736246079,0.191432762075285,0.841898847006451,0.535381962407084,1.227008370996,93.0437699956557,17.1113282147473,247.655941414497
"AK",2020-04-26,1,8.92169610530688,2.03870537886749,22.320940467055,0,0.0702540317725497,0.00988786514542273,0.204887752531451,0.897148246005781,0.576013856728875,1.30004149102709,87.9333601644043,16.6824232243219,231.179566164097
"AK",2020-04-27,5,7.6275559247365,1.88990001507694,18.7589224303418,0,0.0745504217484147,0.0106307775837011,0.216753282534304,0.813479989046942,0.517532248940343,1.16693950463331,83.9475307251523,16.5178399617676,216.864153903866
"AK",2020-04-28,6,7.30472292327547,1.84098676416027,17.9538732271828,0,0.0780000591559821,0.0112925056633421,0.22536771233173,0.805904859382778,0.511861123187248,1.15813042982477,80.8560274766402,16.7051423865516,208.961348535851
"AK",2020-04-29,4,7.63232634381017,1.94156800822455,18.6962712371919,0,0.0807951698787071,0.0119373719122633,0.231945174403902,0.867604354140592,0.559035575523053,1.23134657324975,78.0660067382965,16.8144430874842,200.944243325806
"AK",2020-04-30,0,7.0755543547857,1.81669637787438,17.3810483154223,0,0.0828937923096108,0.0124449387615331,0.237401223903145,0.828716217793409,0.528705603846445,1.18525258691178,75.461276944754,16.8506627287634,192.866088069406
"AK",2020-05-01,9,7.4133936503763,1.92675442934846,18.2320445520617,0,0.0844311131488636,0.0127957646956575,0.240521927384773,0.891398914804198,0.57812099528669,1.2589278969673,73.0976941711479,16.6335936090323,185.970600074402
"AK",2020-05-02,1,8.52321244827165,2.25899332011867,20.5452328223284,0,0.0851412839969812,0.0132573885804552,0.242001999155905,1.04980581342834,0.706794001686611,1.45432262554541,70.925129998983,16.7317925740274,177.719810180231
"AK",2020-05-03,3,8.35996860508722,2.22657237122718,20.2505067783626,0,0.0854879459131756,0.0136149686820509,0.241461914473343,1.04979370226272,0.706789815827942,1.45431668188423,69.247279170285,16.9411194247886,172.233515853593
"AK",2020-05-04,2,7.18271363176437,2.13769135400509,16.4146225204844,0,0.0854234767565671,0.0137730519071882,0.239965237222437,0.931614340304557,0.637909715307979,1.31283612217349,68.336976195356,16.8688361239256,167.285676667565
"AK",2020-05-05,1,7.79876715910004,2.34693784209984,17.9476141699123,0,0.0848323073450618,0.0139966922833706,0.237490906938664,1.01509629016701,0.708075612417661,1.41309528396067,67.8187497501658,16.96488468407,164.438628740497
"AK",2020-05-06,1,7.56549210697626,2.29800086023535,17.2690764852775,1,0.0839915743784443,0.0141631201413916,0.232963179165032,0.989683603622585,0.687361086865534,1.38181370701096,67.2795457646581,17.1126731550617,162.725739559579
"AK",2020-05-07,2,7.03057287789734,2.13255468697375,16.2472168871146,0,0.0827761091461489,0.0143934380808628,0.227619604139147,0.923430837395401,0.631056273626005,1.30269290394869,66.8053259327056,17.5750940663653,160.006893740149
"AK",2020-05-08,3,7.06514268278305,2.14457851424905,16.5049597066983,0,0.0814707800095612,0.0145350270565486,0.222336572210581,0.931577413490649,0.637890398529319,1.31279517933147,66.2699267382793,17.9392581653252,158.011806548726
"AK",2020-05-09,1,9.3316075276757,2.89172086769749,21.6228552384976,0,0.0799020539686646,0.0145550054253108,0.215677776641937,1.23612530532861,0.891684335171144,1.67902460071446,65.5486218677825,17.940553325906,154.766645531616
"AK",2020-05-10,1,10.2016373094385,3.19916001432686,23.6843061015259,0,0.0782516596665597,0.0148210371608951,0.208705904193269,1.35534302368522,0.992145005892845,1.82225930853067,65.0737872963646,18.4479477237184,153.297550294889
"AK",2020-05-11,0,7.14991392515733,2.41040599217588,15.3279817706827,0,0.0765802751377983,0.0150853752463771,0.203762664441977,0.961512332468952,0.657394124307931,1.32671900177065,65.6467871246821,19.1859512532517,153.607365795889
"AK",2020-05-12,4,7.55333522375884,2.53697241161917,16.0110884204724,0,0.0748724224408141,0.0151226907278959,0.194883102701905,0.994906858039869,0.687401803952855,1.36345248874591,66.8327064927245,19.9707715842831,155.275118816833
"AK",2020-05-13,0,8.45461413003586,2.87757426681162,17.9891246406209,0,0.0731829435688418,0.0153276756411857,0.187940818123368,1.09809825504714,0.777447284184328,1.49078578421399,67.4893104678865,20.586941248439,154.104370856965
"AK",2020-05-14,0,7.90764550782165,2.69759599062337,16.8517966778626,0,0.0715366409037692,0.0153634789033129,0.182244948515255,1.02028281677754,0.709341981925401,1.39260533409908,67.7723203105355,20.9516350146185,153.052487885024
"AK",2020-05-15,5,8.1654644424784,2.79520493039953,17.428232615433,0,0.070006557342227,0.0155375766376412,0.174899852032172,1.04594814855417,0.730900375229741,1.42421207871392,67.9917669323882,21.476712875048,150.713918648085
"AK",2020-05-16,0,9.39847077596612,3.27453027987283,19.9983085751097,0,0.0684687026115045,0.0156331378745153,0.167992853503491,1.19590308260745,0.863793392482794,1.6028888617511,68.1051128672272,22.0231469502799,150.149049232274
"AK",2020-05-17,0,10.6376994533983,3.74663366837827,22.5816595665324,0,0.0670784597311949,0.0157823949377898,0.162859655913294,1.34177986447106,0.993118577055958,1.76316757389646,68.3935664978105,22.4723215728784,148.370419851569
"AK",2020-05-18,0,8.28082545048525,3.2331298941591,16.7560391723482,0,0.0658110397554291,0.0160211654096044,0.15785976631747,1.04809854133724,0.729356728057859,1.40747450348256,69.3808649050321,23.1195909171564,149.295637787768
"AK",2020-05-19,12,8.83413049734093,3.49022145818916,17.7819479363395,0,0.0646493762112546,0.0161948581392286,0.153204839967998,1.09145312298021,0.76443099550169,1.45373736005023,70.8779734958221,23.9272236560709,151.230471304515
"AK",2020-05-20,1,9.66802266413656,3.87001532563726,19.3932612514752,0,0.0636316583614608,0.0162666017035164,0.15083912102485,1.17107801374889,0.834028916777031,1.54053120346477,72.0295590926212,24.8029951017692,153.0202350103
"AK",2020-05-21,0,9.22510039498923,3.74665111587803,18.726386389512,0,0.0627101112054113,0.0165794237968576,0.148920688660132,1.10017947062906,0.772124258146895,1.46302603294181,72.9956906590851,25.8014464415062,153.592784310471
"AK",2020-05-22,2,9.23135781408904,3.7797707944792,18.7507627687122,0,0.0619956214757451,0.01690017256793,0.144746695411756,1.08268502913941,0.75728799144647,1.44408361281527,73.9877652233683,26.6776906946008,154.559336582918
"AK",2020-05-23,4,10.3801082192807,4.30217017832753,20.9363114622193,0,0.0613781782953092,0.017183001592192,0.142115552272238,1.19796105340303,0.857413492350535,1.57191820794748,74.8647909550594,27.7224871809115,154.302828887686
"AK",2020-05-24,0,11.4263677669898,4.75581946199918,23.0118335233838,0,0.0608368367159756,0.0174740388413186,0.139277829385972,1.29788701055147,0.946565048682925,1.68959020805847,75.7684431681584,28.5201615692315,153.974825838165
"AK",2020-05-25,1,5.71985218260582,2.52742347096967,10.9397844661749,0,0.0604426281215367,0.0176916800392278,0.1368729447688,0.652296786720558,0.407814201684911,0.956848636113342,77.1567773846807,29.6872301778685,156.632631883044
"AK",2020-05-26,2,10.3527382956921,4.79633423349382,19.3388150331861,0,0.0601972049618715,0.018222756547256,0.13476455964394,1.15412242520495,0.841876257140409,1.50480716800606,78.3040534367653,30.8860496057748,157.280845409746
"AK",2020-05-27,1,10.6873170491572,5.00577430187696,19.9453007898912,0,0.0600236656316109,0.0186935112440024,0.132954673351426,1.18984726681902,0.874386256785022,1.54428825791369,78.2023281421132,31.5333561620561,156.581900741723
"AK",2020-05-28,13,10.9076369229625,5.15985257495168,20.4300035623043,0,0.0599650959297739,0.0192563580159394,0.130826939481888,1.20781313233847,0.889471926096609,1.56359437354035,78.4005799207129,32.5386459264983,155.437540021297
"AK",2020-05-29,5,10.4796387214586,4.99859571408394,19.6010217858015,0,0.0600084316789531,0.0197273385970257,0.130007161879513,1.1451889952445,0.833192783385774,1.49605550138257,79.2449399471034,33.7723358825308,155.807632638136
"AK",2020-05-30,4,12.3879614093932,5.94327143420558,23.0167651389143,0,0.0601468156626605,0.0201859174655053,0.128860956187148,1.32604167739291,0.993099503787922,1.70084502771338,80.539695043168,35.0428533019066,156.738448420888
"AK",2020-05-31,26,13.6561613982208,6.63556656361962,25.3721778057535,0,0.0603473058059294,0.0208166040568056,0.127821239719317,1.42707281925098,1.0893518506809,1.81237771903069,82.2095874952422,36.669262367357,158.525276791362
"AK",2020-06-01,7,12.5957833734658,6.76727220049612,21.8440940373697,0,0.060615346506442,0.021319378999315,0.127952708928168,1.29394648810303,0.960601218186746,1.64666330659521,84.7617742505247,38.3464764575059,161.311512202766
"AK",2020-06-02,20,12.7349872468495,6.9302334371073,22.1163084236649,0,0.0609629380347964,0.0218248528415489,0.127233500657448,1.25755655107285,0.926415497145896,1.6076676244404,88.0735505167994,40.6996563813525,165.177960185102
"AK",2020-06-03,18,13.734232463442,7.53312501069234,23.7235819458824,0,0.0613513061666469,0.0222082216217554,0.126575082513555,1.303020648542,0.969480675846949,1.65708039699937,91.4251987539801,43.4631478424105,169.434266427708
"AK",2020-06-04,8,13.5531941234899,7.52700908148945,23.051703912195,0,0.0618158932468784,0.0228015411520946,0.126522561063871,1.2394021324774,0.910078336908732,1.5869044852916,94.6762034761176,46.3129809816447,173.294665186924
"AK",2020-06-05,11,13.7457902606903,7.58358560711887,23.3316160903687,0,0.0623687044026687,0.0234878050297498,0.12634039301873,1.21232448864368,0.884762384451311,1.56010518817342,97.9161640439134,49.1443711633595,176.867798614231
"AK",2020-06-06,12,16.2650440544661,9.14335613367257,27.4898889523685,0,0.0630120059624628,0.0243681552723679,0.126698160459762,1.38531843335127,1.04485664257473,1.74859325104587,100.978618663835,51.9839850507183,179.234091065763
"AK",2020-06-07,8,18.6182993148783,10.466050384886,31.3642686356892,0,0.0637500416522278,0.0252668962083965,0.127392735033746,1.53174443246607,1.18744168024309,1.91040518150315,104.171705988353,54.9316207834936,183.665545114166
"AK",2020-06-08,19,14.6615464889488,9.14025588481928,22.9805576921814,0,0.0645848160267865,0.0260037181180072,0.127845013041246,1.17451166561345,0.853548897163179,1.51476611452799,108.42096076068,58.5551225148238,189.344564221283
"AK",2020-06-09,10,16.1920902850206,10.1645656113008,25.3131518803551,1,0.0655799902072405,0.0269665099267418,0.128897710265989,1.23728290919691,0.912312377089043,1.57837950176634,113.399954776538,62.3021306205477,195.837326652522
"AK",2020-06-10,20,18.3442178239166,11.6180789732322,28.5687686799761,0,0.0666523767730217,0.0280883606585537,0.130021196918185,1.34640338394894,1.01900990896789,1.70183167142565,117.677633497177,66.0230982906487,200.339985345853
"AK",2020-06-11,17,18.2374352878964,11.4740340327431,28.3712995000768,0,0.0678687056284304,0.0291926751806772,0.130278808459173,1.29161894483043,0.96292657241049,1.64074893605546,121.727155889389,69.8300181219868,204.463524773364
"AK",2020-06-12,15,18.1379454891974,11.4013693373209,28.3888842073924,1,0.0692329310394029,0.0304235860506931,0.132168603880571,1.23719467511081,0.912256243295873,1.57830483364506,126.102800567357,74.4603090271382,208.210302433998
"AK",2020-06-13,29,22.1905814472196,14.0238110870261,34.5310375927204,0,0.070737169226128,0.0318139791172037,0.133874458738705,1.45620416860854,1.12200145776249,1.82134307802602,130.538207798087,78.5001150764612,211.76640934887
"AK",2020-06-14,7,25.0937844207881,15.9352274768373,39.0841517168492,0,0.0723807118491926,0.0333486367820884,0.135275688290858,1.5835401071384,1.24156496191065,1.96498412357163,135.328482098004,82.8421434492735,217.491516368737
"AK",2020-06-15,3,22.3770486193301,15.0390761126339,33.5389680617068,0,0.0741955382954503,0.0349981542187075,0.137414262389905,1.35338191267133,1.05498602155933,1.66997715927446,141.756155051091,87.9155262724964,224.790154842617
"AK",2020-06-16,12,23.4852743827594,15.7798086673503,35.2824702606065,0,0.0761883353701817,0.0369580274848528,0.139237889056868,1.34418745556714,1.04534501223613,1.66171913718008,149.613750578482,94.2925675831984,234.2870799036
"AK",2020-06-17,20,25.0857734908391,16.7614756092519,37.648298864414,0,0.0783035759341918,0.0388300189411939,0.141129816057303,1.36245576350018,1.0642792419747,1.67938464649511,157.398160134505,101.026107746619,244.467706075989
"AK",2020-06-18,12,25.274852613883,16.8709398941508,37.992325700007,0,0.0806026716097316,0.0408896861194389,0.14373248530708,1.30755250929257,1.00719808463268,1.62324475724348,164.980148935896,107.179568890203,253.613017927915
"AK",2020-06-19,13,25.1858718167446,16.5429735258961,37.8873874510217,0,0.0830644857663398,0.0428290789760613,0.146286363440061,1.24392255470067,0.946525612457608,1.55497974851264,172.490693600865,113.029587684265,262.75114741176
"AK",2020-06-20,21,30.5430897965579,20.1626099137685,46.2919446178384,0,0.0857950843876329,0.0451946645922986,0.148622800393836,1.44482205611463,1.14553950830112,1.76104267793735,179.629591681166,119.308487351691,271.099321443414
"AK",2020-06-21,11,35.4505746537948,23.2910412085903,53.7575343872381,0,0.0886715916045196,0.0472319378419267,0.15237243569972,1.60849275461096,1.29235142657508,1.94261993504599,186.891183699002,125.054152716289,279.614273138648
"AK",2020-06-22,6,29.8960189613915,20.734701138646,43.8466416855523,0,0.0917858227597509,0.0499239542758939,0.156515048867226,1.29801747694665,1.04043159691931,1.56976467412473,196.221009800161,131.753458048316,294.468418736082
"AK",2020-06-23,2,32.7370030991151,22.8113826564471,47.8125116121382,0,0.0951586458875873,0.0524925972969067,0.159695243993864,1.34371952864975,1.08647290178395,1.61439489765691,207.379536866959,139.126654940122,310.257731307001
"AK",2020-06-24,29,36.8188236668361,25.5472791683521,53.7638230588667,0,0.0987254474136232,0.0556622003444272,0.163549748950736,1.43552039447478,1.17643439817342,1.71282152504948,218.032335858478,146.774042406274,325.674188817083
"AK",2020-06-25,24,37.4312366572979,25.7187348888239,55.1081569354434,0,0.102543881887876,0.0590809889509427,0.168114331694038,1.38949409656982,1.13155234867612,1.66425807976983,228.739189647702,155.257006653698,338.293695327419
"AK",2020-06-26,20,36.7743703345088,24.888267571538,54.5469947807143,2,0.106647835396713,0.0627519785404854,0.172819943248898,1.29777545903662,1.04016445448182,1.56946474016586,240.292493562979,165.04573356217,353.74981328853
"AK",2020-06-27,18,44.9119476104974,30.4402595823809,67.0577203802706,0,0.111014900957649,0.066595470200257,0.177221720249824,1.50868435047584,1.24830056217282,1.79065928724826,252.048905962551,174.130329013566,370.667816902545
"AK",2020-06-28,29,48.8590331408026,32.6958982193243,73.5354028141074,0,0.115665607561575,0.070463024268775,0.182612017313634,1.56330317429852,1.30146389316354,1.84721257137188,264.277660778542,183.543978351282,386.887998294534
"AK",2020-06-29,21,45.0926839641311,31.8532981164784,64.9689109796562,0,0.120634847009752,0.0742309254392738,0.188694509069141,1.37199950695224,1.12903849069784,1.62849705034743,279.138369826158,194.733948984474,406.706798595346
"AK",2020-06-30,36,52.6471021093983,36.9366181442085,75.6127487200527,0,0.125948521092963,0.0781086717212353,0.195459284924769,1.50958595357489,1.26099407480098,1.7697160194447,295.977858455987,206.638355123555,431.09214625242
"AK",2020-07-01,38,65.349814611979,45.5746050408113,94.644586474939,0,0.131569929813891,0.0825766013802859,0.202290734748988,1.76817620834332,1.49838079497235,2.06625023749684,313.260983238085,218.609177598223,456.288551034213
"AK",2020-07-02,39,65.8763150652361,45.4592936261615,96.004676592174,0,0.137572033024204,0.0874341423993538,0.210673820956522,1.67186437196875,1.41457603875153,1.94447600528563,333.71618320038,234.332209853656,484.668059590264
"AK",2020-07-03,46,54.3646222828075,36.6107972473504,79.9504047897202,1,0.143952737375939,0.092419408210666,0.219248361734457,1.28010057410463,1.03434343597528,1.53628663305545,359.459936427996,253.60827054643,521.366208626805
"AK",2020-07-04,47,53.1240076986628,34.5881624795024,79.8466473962479,1,0.150827521759677,0.097685434261277,0.228634473553993,1.16291535671442,0.915458154656523,1.42491638159145,386.239604334993,273.308730921916,557.465888973304
"AK",2020-07-05,27,75.5782116926334,50.5265665402443,111.96823935163,0,0.158153049250777,0.10357898965016,0.238828678094009,1.56366251371351,1.31251466665268,1.82704883512581,408.048161218204,287.487438001434,587.227602984912
"AK",2020-07-06,28,69.6552831472521,48.3428057724899,102.393467894526,0,0.16605297693143,0.110075001866489,0.249483528047932,1.38169032754887,1.12807296269858,1.6620844395964,427.280668236159,300.840716978498,612.436518524809
"AK",2020-07-07,18,75.2917544119347,51.7739408425582,110.969281514129,1,0.174610519582853,0.116362777550891,0.261257580843746,1.41834057080719,1.16324029834706,1.70148333905493,449.646888413051,314.547769796956,648.700095190488
"AK",2020-07-08,42,77.7834810847837,52.9058187690376,116.345924628074,0,0.183766177191926,0.123285302072854,0.273445158447974,1.39060885317586,1.13725958935331,1.67238077328499,473.364741529394,330.839343312661,686.203412070979
"AK",2020-07-09,46,80.3558621993621,54.0563811596186,121.118176429733,0,0.193587875335185,0.12949673775648,0.286534323117215,1.36289473105405,1.10793446366065,1.64136036752615,498.341196270484,348.755142025404,721.252628750542
"AK",2020-07-10,55,81.7575836602897,53.8848729155066,124.980380635136,0,0.204150645398717,0.137331287837094,0.300558677230789,1.31690175618551,1.06304258411318,1.59610146690888,523.982438070239,365.387267907943,763.315008829793
"AK",2020-07-11,62,97.8337817096371,64.1546303277556,148.778965914901,0,0.21539657226408,0.145364015413711,0.315073019917036,1.50034267186718,1.24464855693332,1.78802806931851,549.562954010936,381.851521728006,803.262238896869
"AK",2020-07-12,94,112.666296476412,72.6071133380053,173.054915246017,0,0.227269485178455,0.154072867117057,0.332347865093325,1.64510170373379,1.37615826243075,1.95908962726296,576.518693951898,400.218617611997,845.166251343109
"AK",2020-07-13,60,100.810083862547,61.6709702698868,157.73797038363,0,0.239861113755364,0.162136459035481,0.348924614117432,1.39308983202074,1.04635396437393,1.76810909359108,610.098209388616,420.533943978015,893.714966980492
"AK",2020-07-14,40,109.605101266114,66.3055005248478,173.740182990104,0,0.25323969368179,0.171647846681423,0.368796476937665,1.42042556426692,1.07448536152163,1.79610849952338,649.811345654757,444.794932940038,965.910942942567
"AK",2020-07-15,52,121.749492306062,71.6553455086877,196.157525161502,0,0.267320875782272,0.181241815450225,0.389126207960879,1.48436810312851,1.13892970189929,1.86959063655646,689.556068735838,467.609538017035,1034.66332431622
"AK",2020-07-16,62,120.449690569408,68.17033539347,199.176605037957,0,0.282204590586707,0.191749578897926,0.412156303731659,1.38327609170552,1.03745455487792,1.75527658870842,730.35339384454,487.662097108033,1093.17659556113
"AK",2020-07-17,41,116.874186802123,63.2486648917813,200.53575414811,0,0.297911408087488,0.202932592423231,0.435678006143721,1.26431928968422,0.932392323485764,1.62265124183562,773.189669418839,507.869603436682,1166.98911388444
"AK",2020-07-18,62,124.834504086885,65.4290151458529,219.173242013932,1,0.314539631611341,0.214547299808443,0.459590383114072,1.27866624645348,0.945787928157973,1.63742463155268,814.468621297073,525.019167190276,1242.30616686814
"AK",2020-07-19,79,139.080085211226,70.6318394070309,250.176060842303,0,0.332080837135727,0.225367991842815,0.484609806316813,1.35868840380709,1.01481081421476,1.72489023931265,852.055472261396,540.641829601176,1315.43779299935
"AK",2020-07-20,75,137.298073750272,66.0463510845493,251.432138209664,0,0.350639085800779,0.237431739683144,0.512211240563692,1.28540473403104,0.879853292555522,1.73276171948866,889.217342243973,547.642775361458,1399.42057195373
"AL",2020-02-28,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.0000000000000909301441037433,0.0000000000000237413245755208,0.000000000000221268686616758,3.16372163766421,2.12294893223953,4.50473559717513,0,0,0
"AL",2020-02-29,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.0000017907654507105,0.00000047816211969701,0.0000042978214244927,3.42725420828126,2.28638557837137,4.89733879055535,14.0760573055764,3.67517558153264,34.2525654550118
"AL",2020-03-01,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.0000429783708170521,0.0000114758908727282,0.000103147714187825,3.42725420828126,2.28638557837137,4.89733879055535,65.2245783488642,17.029752895972,158.716968158757
"AL",2020-03-02,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.000241753335845918,0.0000645518861590963,0.000580205892306514,3.04063969526565,2.05193004935331,4.33068929270089,143.50306201428,37.4678035149167,349.199205283957
"AL",2020-03-03,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.000920453441665198,0.000245775329524263,0.00220908021218925,3.58804659208144,2.39182829645137,5.12778616215013,233.919499533398,61.075002329587,569.217842399456
"AL",2020-03-04,0,90.9301441037433,23.7413245755208,221.268686616758,0,0.00272017271962925,0.000726328259819758,0.00652839074380441,2.86615476064336,1.93381462858101,4.08947799897877,324.849643637142,84.8163269051079,790.486529016214
"AL",2020-03-05,0,136.86532487881,50.4299862113541,282.729534234479,0,0.00610919633509888,0.00163125007134635,0.0146620177896568,3.06506623126325,2.06604367442616,4.36522144730442,409.058365850487,106.802727849067,995.399361273073
"AL",2020-03-06,0,160.922991819397,63.6329509494719,309.660571203122,0,0.0118862137492596,0.0031745823443664,0.0285262692434972,3.03157705186181,2.04516731065882,4.28733660134294,489.999923795316,130.067479737405,1180.82618064705
"AL",2020-03-07,0,210.238922818905,87.4735669149891,397.152502739494,0,0.0208666666517698,0.00559023199627579,0.0500675328590192,3.32233508902107,2.24061360988929,4.70121973448631,581.819744966759,164.406660429212,1365.3927830879
"AL",2020-03-08,0,244.922345406971,108.333096491493,446.323756656421,0,0.0337514556515528,0.00906760711575515,0.0809456500316641,3.22651100811389,2.17934056963027,4.56514017795125,693.518206540676,211.223659182549,1571.33599124198
"AL",2020-03-09,0,289.919096701786,136.60903363818,513.815280339239,0,0.0509525318618401,0.0137747350000781,0.122053424371529,3.15370071980941,2.12899038922609,4.4592764364502,833.836550911434,276.898201820595,1790.32217620107
"AL",2020-03-10,0,346.438068851436,171.156115892545,591.934523915486,0,0.0731334149099217,0.0200114419451619,0.173627956948423,3.10471749712375,2.09709133628501,4.39577637269104,1004.72073868552,364.318900444042,2072.46069292537
"AL",2020-03-11,0,423.216434206176,220.037877704938,703.423085770859,0,0.100864281893171,0.0280866779036542,0.23850746967077,3.12893748408147,2.1138003355051,4.43020650086145,1209.13994686976,476.190152307809,2395.47149060318
"AL",2020-03-12,0,567.211212190091,302.203894197151,937.790479093776,0,0.134978974494086,0.0385712914352335,0.315222177862071,3.46182222531797,2.33384673553364,4.8998283421934,1453.9620539689,614.797476265303,2762.83920664375
"AL",2020-03-13,5,696.653564993054,396.552694836215,1098.08726920944,0,0.176830666290526,0.0524665774287717,0.403924069123933,3.50466976623626,2.39261356953442,4.9283896191789,1758.58656945195,798.412810168418,3197.98951753619
"AL",2020-03-14,1,835.189687110199,488.98128471497,1311.23085246188,0,0.22728699782996,0.0702545051639129,0.506021276259745,3.41212592749542,2.33526428496789,4.79324950588153,2152.1205741997,1042.18790883555,3784.16600857518
"AL",2020-03-15,6,826.274752154539,505.715971066878,1264.76365873727,0,0.288456016302151,0.094532162119169,0.625111511636067,2.73014019559586,1.90431919572734,3.8492635475568,2648.9660070698,1350.07081995321,4477.80381346349
