state,date,Cases,N_dtCumInfected.50.,N_dtCumInfected.2.5.,N_dtCumInfected.97.5.,Deaths,D_pos.50.,D_pos.2.5.,D_pos.97.5.,Rt.50.,Rt.2.5.,Rt.97.5.,N_I_tot.50.,N_I_tot.2.5.,N_I_tot.97.5.,numDate,N_dtCumInfected.Random,D_pos.Random,N_I_tot.Random,Rt.Random,CumInfected.2.5.,CumInfected.50.,CumInfected.97.5.,CumInfected.Random,S.2.5.,S.50.,S.97.5.,S.Random,Refft.2.5.,Refft.50.,Refft.97.5.,Refft.Random
AK,2020-04-16,0.956878934310261,1.56740152956204,0.276273532820671,4.22313153620472,0,0.00163238179530419,0.000213294803420779,0.0049674860454661,0.675164986632824,0.406758137542058,1.03710331045477,21.5019752903165,2.92613621971119,65.5537500552062,107,1.38465071383751,0.00119130677584905,30.1821531454348,0.775530749357102,4.33689904601017,31.8912567853975,96.1233869928003,11.4849523948872,99903.8766130072,99968.1087432146,99995.663100954,99942.3544064275,0.249013798941788,0.649173656779635,1.69238186175843,0.606591421925956
AK,2020-04-17,1.23027291554176,1.4492806340935,0.262722817311334,3.90357376996253,0,0.00227719276404888,0.000297883171715766,0.00692521495594005,0.655158202539382,0.391433030167738,1.00893187956294,20.4021694565628,2.8969744168255,61.2169896542272,108,6.57239749251115,0.000992649182471523,12.9563001942119,0.565054596100134,4.5996218633215,33.340537419491,100.026960762763,80.3180182241662,99899.9730392372,99966.6594625805,99995.4003781367,99978.9528024665,0.239596700791043,0.628105150455552,1.64658394179166,1.36408699987287
AK,2020-04-18,0.683484953078758,1.58213397346662,0.289460303620651,4.2434660431837,0,0.00302071141057216,0.000396787526440304,0.00917513092500411,0.752049329635982,0.460750546283823,1.14156513457545,19.2231131722881,2.79439537748491,57.0816009532764,109,5.28882931340875,0.00117227228895995,49.0781383148642,0.704391333802623,4.88908216694215,34.9226713929576,104.270426805946,10.8703057800064,99895.7295731941,99965.077328607,99995.1109178331,99921.9842548507,0.282168160032854,0.724846626908035,1.86201955769489,0.639743018174561
AK,2020-04-19,0.683484953078758,1.49628299738574,0.27733973936284,3.99237680355699,0,0.0038371918854966,0.000507104976168274,0.0116275774363738,0.752037847230749,0.460747487897822,1.14156115339329,18.0712659584803,2.71998791763786,52.9921368812195,110,1.31177703066549,0.00339475521841648,10.1168590566203,0.841770672714011,5.16642190630499,36.4189543903434,108.262803609503,3.84212304962569,99891.7371963905,99963.5810456097,99994.8335780937,99950.817592719,0.282154789871593,0.724827467610906,1.86200935324307,0.884651776405645
AK,2020-04-20,0.273393981231503,1.2670689924764,0.261992615817769,3.29771985151274,0,0.00470936539826178,0.000626403081070575,0.0142178263584859,0.681945882687461,0.415203234434409,1.0351951702974,17.0443256604378,2.63494424756649,48.9321102017332,111,3.1643491644268,0.00783192787345737,17.4882824994999,0.784723809620887,5.42841452212276,37.6860233828198,111.560523461016,11.4268555201227,99888.439476539,99962.3139766172,99994.5715854779,100003.04857469,0.254226210332427,0.655220246471503,1.68870696229474,0.546295561710679
AK,2020-04-21,1.09357592492601,1.16726875415134,0.246628794069141,3.0135656429564,0,0.00559342753031603,0.000746940130242376,0.01681800580805,0.661823939097966,0.402572382974424,1.01195862332589,16.115965994795,2.57398587132443,45.2440538739919,112,1.16213049444167,0.00141420113679354,7.46480277703561,0.837088360727751,5.6750433161919,38.8532921369711,114.574089103973,75.9981540957762,99885.425910896,99961.146707863,99994.3249566838,99956.8757699733,0.246451776788629,0.637884583688292,1.65101971431986,0.365745257207743
AK,2020-04-22,0.82018194369451,1.15386133393114,0.252485951859269,2.96600068938771,0,0.00648684893518821,0.000869079333918328,0.0194079233295492,0.688727537216667,0.419852507866621,1.04281473788173,15.2171094734626,2.53630586129438,41.8435108060009,113,0.49345059514934,0.00817139392903025,24.4891559255191,0.550560611006891,5.92752926805117,40.0071534709022,117.54008979336,79.6144996809201,99882.4599102067,99959.9928465291,99994.072470732,99963.5657005694,0.25707495891444,0.661277428288919,1.70101296139833,0.422725918075755
AK,2020-04-23,0.273393981231503,1.07152737410829,0.241001678734547,2.72734315403476,0,0.00735279792955453,0.000998072710681403,0.0218735257817777,0.675171184323964,0.41081112438047,1.02722504436369,14.3405017966911,2.47027912064022,38.7773884224786,114,0.670296114095275,0.00140216092413978,10.4817559171925,0.500683629241507,6.16853094678572,41.0786808450105,120.267432947395,32.7049598389619,99879.7325670526,99958.921319155,99993.8314690532,99894.9113132324,0.251502162157473,0.649201011033216,1.67577864584186,0.780207689474223
AK,2020-04-24,0.273393981231503,1.03586854565947,0.233543861797243,2.63334048401241,0,0.00816622068683761,0.0011253424251811,0.0241145086554827,0.688712615514298,0.419839930223865,1.04280797521477,13.5061987742758,2.40466990053517,36.2959145925174,115,0.781885864410948,0.00513572216127695,4.49385901591239,0.699855186401524,6.40207480858296,42.11454939067,122.900773431408,7.59011538454349,99877.0992265686,99957.8854506093,99993.5979251914,99938.0671344242,0.257053114617896,0.661246064684124,1.70099614902624,0.495744070858155
AK,2020-04-25,0,1.20311976326297,0.272552491180901,3.03043007719728,0,0.00892601011159445,0.00123446368473037,0.0261682824809526,0.841898847006451,0.535381962407084,1.227008370996,12.7188033539503,2.33906707239436,33.8538218994726,116,1.66791606976804,0.00204543972394676,4.98155975641485,0.539025390733856,6.67462729976386,43.3176691539329,125.931203508605,26.6821450928975,99874.0687964914,99956.6823308461,99993.3253727002,99929.0915517881,0.328592396424587,0.80996734070002,1.99653765619384,0.822486523936324
AK,2020-04-26,0.136696990615752,1.21956900878372,0.278684890043332,3.05120538955977,0,0.00960351472193094,0.00135164140899367,0.0280075391850742,0.897148246005781,0.576013856728875,1.30004149102709,12.0202257092051,2.28043705094313,31.6015509864871,117,1.53974892508107,0.0044979762672847,19.7087161559767,0.688986028354553,6.9533121898072,44.5372381627167,128.982408898165,18.1282053447067,99871.0175911018,99955.4627618373,99993.0466878102,99871.4643260167,0.353766637524576,0.864768198224169,2.11389078939906,0.835215524112476
AK,2020-04-27,0.683484953078758,1.04266394066483,0.258343644625681,2.56428824342205,0,0.0101908183021434,0.00145319530359733,0.0296295214285251,0.813479989046942,0.517532248940343,1.16693950463331,11.4753748197517,2.25793901424623,29.6446772110897,118,1.23009425836107,0.0046716272264677,17.1196383411541,0.565625298381473,7.21165583443288,45.5799021033815,131.546697141587,80.0852590885321,99868.4533028584,99954.4200978966,99992.7883441656,99880.8051802369,0.31785548536442,0.776589261972309,1.89737446600695,2.73619382205791
AK,2020-04-28,0.82018194369451,0.998533640893653,0.251657350424139,2.4542404400526,0,0.0106623733544734,0.0015436515406902,0.0308070880577039,0.805904859382778,0.511861123187248,1.15813042982477,11.0527756292012,2.28354269204924,28.56438749986,119,1.67839739906002,0.00441051481395451,6.62087188459174,0.699684357812255,7.46331318485702,46.5784357442752,134.000937581639,47.7212876012576,99865.9990624184,99953.4215642557,99992.5366868151,99951.7904211923,0.314312523103818,0.769391577200052,1.88335925409774,1.11963508681452
AK,2020-04-29,0.546787962463006,1.04331604259617,0.265406503800115,2.55572401385997,0,0.0110444565787077,0.00163180281626739,0.0317062073288591,0.867604354140592,0.559035575523053,1.23134657324975,10.6713881905141,2.29848376893892,27.468473344197,120,0.369344610284404,0.0241442451717562,11.6352465977296,0.86179606152904,7.72871968865713,47.6217517868713,136.556661595499,58.4612054570528,99863.4433384045,99952.3782482131,99992.2712803113,99966.0959857875,0.343750134385376,0.829079851768545,1.99963092912698,0.492478803369223
AK,2020-04-30,0,0.967206987237381,0.248336927717964,2.37593699846521,0,0.0113313319494509,0.00170118567709889,0.0324520328760562,0.828716217793409,0.528705603846445,1.18525258691178,10.3153294663697,2.30343488490297,26.3642138309203,121,1.59930349661931,0.00414177314976021,9.1754577488111,0.794325376599971,7.97705661637509,48.5889587741087,138.932598593964,20.007305114424,99861.067401406,99951.4110412259,99992.0229433836,99935.0793088702,0.324785805829378,0.791030432557767,1.92659018344307,1.1875793444983
AK,2020-05-01,1.23027291554176,1.01338860225636,0.263381532147504,2.49226562303914,0,0.0115414790817877,0.00174914252652366,0.0328786236505988,0.891398914804198,0.57812099528669,1.2589278969673,9.99223481414649,2.27376218948011,25.4216213731762,122,0.900432849216852,0.00947605726694725,8.48726958284335,0.893042812820042,8.2404381485226,49.6023473763651,141.424864217004,97.8971439456622,99858.575135783,99950.3976526236,99991.7595618515,99900.7213255957,0.355705288164744,0.852480762602267,2.04304932984398,0.85335170573378
AK,2020-05-02,0.136696990615752,1.16509749205745,0.308797588681307,2.80847149831226,0,0.0116385572995484,0.00181224512237186,0.0330809450076079,1.04980581342834,0.706794001686611,1.45432262554541,9.69525182989194,2.28718569247653,24.2937632244402,123,1.42257810001106,0.00624289444184633,5.82047659043013,0.990598914145488,8.54923573720391,50.7674448684225,144.233335715316,22.8086674295212,99855.7666642847,99949.2325551316,99991.4507642628,99942.6888693141,0.436619664687136,1.01308251046337,2.35064120106042,1.02851637241374
AK,2020-05-03,0.410090971847255,1.14278254995759,0.304365742534934,2.76818333504605,0,0.0116859449402532,0.00186112524616406,0.033007117056824,1.04979370226272,0.706789815827942,1.45431668188423,9.46589467090678,2.31580004303065,23.5438033003565,124,1.28095490095753,0.018090115293824,10.2535075743235,0.873861192742736,8.85360147973884,51.9102274183801,147.001519050362,117.569536264989,99852.9984809496,99948.0897725816,99991.1463985203,99939.7915141273,0.436604024148404,1.01306185627148,2.35062955874948,0.391716693993101
AK,2020-05-04,0.273393981231503,0.981855337916925,0.292215974957807,2.24382950064376,0,0.0116771322005573,0.00188273474730717,0.0328025257807021,0.931614340304557,0.637909715307979,1.31283612217349,9.34145899368542,2.30591913333091,22.8674485735758,125,0.485659576448091,0.0108592519175732,24.5402401433544,0.732933484243205,9.14581745469665,52.892082756297,149.245348551006,149.134833617064,99850.754651449,99947.1079172437,99990.8541825453,99924.0875958909,0.39403920131583,0.914409400270879,2.12198316439476,1.02302867561128
AK,2020-05-05,0.136696990615752,1.06606800116193,0.320819340177274,2.45338484575963,0,0.0115963211210605,0.00191330571371147,0.0324642922771209,1.01509629016701,0.708075612417661,1.41309528396067,9.27061899817042,2.31904868245563,22.4782656898068,126,0.768761416087337,0.00610262938337738,2.68066787074278,1.06569784689287,9.46663679487392,53.958150757459,151.698733396765,28.9775659573282,99848.3012666032,99946.0418492425,99990.5333632051,99936.4598548879,0.438560007653157,0.999482799527128,2.27783165158241,1.08172237632728
AK,2020-05-06,0.136696990615752,1.03418000355088,0.314129802026581,2.36063078625068,0.136696990615752,0.0114813954546124,0.00193605590105757,0.031845365516138,0.989683603622585,0.687361086865534,1.38181370701096,9.1969114360235,2.33925092168789,22.244118893517,127,0.550141610072877,0.0073169942304592,6.06689428681282,0.797032929427053,9.7807665969005,54.9923307610098,154.059364183016,62.2039783620081,99845.940635817,99945.007669239,99990.2192334031,99904.2763707951,0.425429212991717,0.973780751970215,2.22892298871385,1.43704018655816
AK,2020-05-07,0.273393981231503,0.96105815471329,0.291513808032828,2.22094565434999,0,0.0113152450151595,0.0019675396702681,0.0311149148909701,0.923430837395401,0.631056273626005,1.30269290394869,9.13208701210528,2.40246246866089,21.8724608520527,128,1.16758674368477,0.00869635226495299,4.13234666832476,0.854689858812383,10.0722804049333,55.9533889157231,156.280309837366,17.6033951580656,99843.7196901626,99944.0466110843,99989.9277195951,99928.9813915255,0.389679744797261,0.905927767595478,2.10610156431794,1.57017763069963
AK,2020-05-08,0.410090971847255,0.965783743007341,0.293157429037045,2.2561783221399,0,0.011136810450425,0.00198689445714872,0.0303927403250082,0.931577413490649,0.637890398529319,1.31279517933147,9.05889955344911,2.452242605079,21.5997384369692,129,0.861499687192932,0.0115230753393731,8.35438499840416,0.813298637543491,10.3654378339704,56.9191726587305,158.536488159506,99.9547107553357,99841.4635118405,99943.0808273413,99989.634562166,99939.7684773181,0.393988020651854,0.914333177884977,2.12190502340165,1.02215343769745
AK,2020-05-09,0.136696990615752,1.27560266664056,0.395289540315017,2.95577923962266,0,0.0109223703215338,0.00198962544003592,0.029482503009649,1.23612530532861,0.891684335171144,1.67902460071446,8.96029934833572,2.45241964963276,21.1561346918667,130,1.0382533029317,0.0136862055418217,3.15662518819991,1.29066064401026,10.7607273742854,58.194775325371,161.492267399128,142.353608964685,99838.5077326009,99941.8052246746,99989.2392726257,99794.9554949119,0.555695412682364,1.22253069170978,2.68956924614149,2.46437800236883
AK,2020-05-10,0.136696990615752,1.39453311955362,0.437315546456727,3.23757336890087,0,0.0106967663871067,0.00202599117769858,0.0285294690269593,1.35534302368522,0.992145005892845,1.82225930853067,8.89539089138257,2.52177893686901,20.9553137940782,131,0.959940085533209,0.00518155812898383,6.91237573728518,1.74190616872935,11.1980429207421,59.5893084449246,164.729840768029,9.90665552152837,99835.270159232,99940.4106915551,99988.8019570793,99892.5412087486,0.62024800952947,1.34341547024575,2.90974754931454,1.72598011669762
AK,2020-05-11,0,0.977371716730663,0.329495245292618,2.09528898026542,0,0.0104682931518633,0.0020621253984891,0.0278537430290655,0.961512332468952,0.657394124307931,1.32671900177065,8.97371824353691,2.62266179842002,20.997664640711,132,0.637291385065024,0.0109157011132673,3.78961597628096,1.05535935130302,11.5275381660347,60.5666801616553,166.825129748295,29.9935980432119,99833.1748702517,99939.4333198383,99988.472461834,99920.2263717256,0.406681910254268,0.933071215212049,2.14079326054349,0.882050742912002
AK,2020-05-12,0.546787962463006,1.03251819419979,0.346796493943526,2.18866760356129,0,0.0102348348277706,0.0020672263125161,0.0266399336612109,0.994906858039869,0.687401803952855,1.36345248874591,9.13582985226124,2.72994437584607,21.2256414597643,133,1.39229708867677,0.00532967913994663,3.55425741171717,0.690589049462514,11.8743346599783,61.5991983558551,169.013797351856,44.354162576226,99830.9862026482,99938.4008016442,99988.12566534,99877.6274716411,0.425926278399407,0.967235510658387,2.19649404257066,0.629610481024557
AK,2020-05-13,0,1.15572030839331,0.393355742546476,2.45905920218454,0,0.010003888150263,0.00209524713328445,0.0256909442513267,1.09809825504714,0.777447284184328,1.49078578421399,9.22558563969223,2.8141729146449,21.0656037368809,134,0.586635995897225,0.00847077629413501,13.996427210021,0.734736293433726,12.2676904025247,62.7549186642484,171.472856554041,44.4953591202563,99828.527143446,99937.2450813358,99987.7323095975,99902.3861042479,0.483419808618368,1.0755826498148,2.39311260307896,1.0402080716213
AK,2020-05-14,0,1.08095134377539,0.368753253815332,2.30358989233234,0,0.00977884353030493,0.00210014133147146,0.024912336016958,1.02028281677754,0.709341981925401,1.39260533409908,9.26427223349698,2.86402545497796,20.9218145001366,135,0.862360477773706,0.0100667786405151,9.22665233188914,1.17739249686216,12.6364436563401,63.8358700080238,173.776446446373,32.2996849021611,99826.2235535536,99936.164129992,99987.3635563437,99838.3178850621,0.439947820264513,0.992971397275693,2.24115713362286,1.16968024224803
AK,2020-05-15,0.683484953078758,1.11619441626672,0.382096102139927,2.38238695028098,0,0.00956968571205148,0.00212393996782716,0.0239082834319382,1.04594814855417,0.730900375229741,1.42421207871392,9.29426992630504,2.93580201833763,20.6021391231004,136,1.10525793578357,0.00425207117033482,5.66114117979365,0.988953064030363,13.01853975848,64.9520644242905,176.158833396654,57.7953450372791,99823.8411666034,99935.0479355757,99986.9814602415,99951.0785708943,0.453659194175573,1.01930766998308,2.29023932376035,1.39697005421721
AK,2020-05-16,0,1.28474267146466,0.447618434938771,2.73370859962268,0,0.00935946559835752,0.00213700290132737,0.02296411751888,1.19590308260745,0.863793392482794,1.6028888617511,9.30976397449606,3.01049791199173,20.5249231738682,137,1.94141322032854,0.0169348729998929,3.65740928879839,1.37813044910848,13.4661581934188,66.2368070957552,178.892541996277,110.752196476376,99821.1074580037,99933.7631929042,99986.5338418066,99838.043677297,0.539195395506995,1.17554319798915,2.56289616316027,1.23435648721174
AK,2020-05-17,0,1.45414150235437,0.512153547406963,3.08684490585438,0,0.00916942358039422,0.00215740589270514,0.0222624248560641,1.34177986447106,0.993118577055958,1.76316757389646,9.34919471772898,3.07189873116191,20.2817898901051,138,0.912608825746766,0.0101557756591373,7.12525263468459,1.2667888087513,13.9783117408257,67.6909485981096,181.979386902131,41.7037753544468,99818.0206130979,99932.3090514019,99986.0216882592,99882.5307816059,0.623758042271095,1.32196960277732,2.80173322383826,1.26185999686717
AK,2020-05-18,0,1.13196391889566,0.441959126801373,2.29050012949965,0,0.00899617108386075,0.0021900450976501,0.0215789549949039,1.04809854133724,0.729356728057859,1.40747450348256,9.4841554388359,3.16037850264254,20.4082643976472,139,0.892536124759963,0.0078853443979439,9.56697615103991,1.54531343656369,14.4202708676271,68.8229125170052,184.269887031631,132.067148005564,99815.7301129684,99931.177087483,99985.5797291324,99934.2874072774,0.45313353061885,1.01218161199562,2.26094858675072,1.93241059809593
AK,2020-05-19,1.64036388738902,1.20759905369334,0.477102769916978,2.43073877018358,0,0.00883737517326407,0.00221378837108156,0.0209426405713932,1.09145312298021,0.76443099550169,1.45373736005023,9.68880567782189,3.27077946757491,20.672750316729,140,0.624569250282051,0.0042393523074256,12.8266765818936,0.877535935360088,14.8973736375441,70.0305115706985,186.700625801814,77.6390814123086,99813.2993741982,99929.9694884293,99985.1026263625,99888.5057819193,0.475698177741861,1.05311057555904,2.33139821896926,1.16331496931739
AK,2020-05-20,0.136696990615752,1.32158960339235,0.529019448651452,2.65100045130172,0,0.00869825620590132,0.00222359550041575,0.0206192539112221,1.17107801374889,0.834028916777031,1.54053120346477,9.84622396334077,3.39049478866908,20.9174056292231,141,1.00837473729967,0.00350494628967096,6.81171180508637,1.40483648817693,15.4263930861955,71.3521011740909,189.351626253116,57.7761051870917,99810.6483737469,99928.6478988259,99984.5736069138,99863.1160958179,0.520867525459083,1.13235014937313,2.46169476520008,2.44816209585159
AK,2020-05-21,0,1.26104346212321,0.512155932427674,2.55984066455406,0,0.00857228348295885,0.00226635733917361,0.0203570099802653,1.10017947062906,0.772124258146895,1.46302603294181,9.97829124101526,3.52698008208739,20.9956713955356,142,0.971017131393271,0.00340954225562858,4.28264516011591,1.36302247048188,15.9385490186232,72.6131446362141,191.91146691767,13.913777004998,99808.0885330823,99927.3868553638,99984.0614509814,99932.9460257491,0.480663836613824,1.06173927276533,2.34527792078925,1.22799392550846
AK,2020-05-22,0.273393981231503,1.26189883248317,0.516683292822615,2.56317284223284,0,0.00847461488708762,0.00231020273092291,0.0197864376643619,1.08268502913941,0.75728799144647,1.44408361281527,10.1139048484192,3.64676003452977,21.1277961824519,143,1.99819329238689,0.00990127728763765,6.81895355235514,0.956812856962248,16.4552323114458,73.8750434686973,194.474639759903,38.6534787829426,99805.5253602401,99926.1249565313,99983.5447676886,99767.0699393041,0.471064238836981,1.04464387546875,2.31662846929042,1.21033502539026
AK,2020-05-23,0.546787962463006,1.4189295558415,0.588093716494205,2.86193077147944,0,0.00839021226244581,0.00234886460739831,0.0194267683153105,1.19796105340303,0.857413492350535,1.57191820794748,10.233791626634,3.78958057001435,21.0927323524439,144,1.64700859452569,0.00705505272163138,8.27703903559642,0.906111387356456,17.04332602794,75.2939730245388,197.336570531382,67.5906068424079,99802.6634294686,99924.7060269755,99982.9566739721,99882.7136975422,0.535956978809219,1.1596960618944,2.50933378824818,0.558843046120163
AK,2020-05-24,0,1.56195008741633,0.650106208367111,3.14564839119723,0,0.00831621249765573,0.00238864852351101,0.0190388601365565,1.29788701055147,0.946565048682925,1.68959020805847,10.3573181647279,3.89862025838896,21.0478953226616,145,1.48904165988141,0.00991240370852256,5.77262865114943,1.07514433728125,17.6934322363071,76.8559231119551,200.482218922579,27.7309437173818,99799.5177810774,99923.144076888,99982.3065677637,99915.1328057888,0.593912797562609,1.26325702306024,2.68695726520828,0.853784443734686
AK,2020-05-25,0.136696990615752,0.781886580129154,0.345491182493171,1.49543561451106,0,0.00826232536912107,0.0024183994202992,0.0187101196466109,0.652296786720558,0.407814201684911,0.956848636113342,10.5470992740953,4.05815502503175,21.4112094106369,146,1.01799433538783,0.0101787573511543,13.0422033115579,0.426458210231844,18.0389234188003,77.6378096920843,201.977654537091,75.4745695584618,99798.0223454629,99922.3621903079,99981.9610765812,99933.3439338114,0.249870050832873,0.623985627988223,1.55824222486064,0.72360687272237
AK,2020-05-26,0.273393981231503,1.41518816965356,0.655644455705913,2.6435578171112,0,0.00822877676176743,0.00249099598073338,0.0184219097449836,1.15412242520495,0.841876257140409,1.50480716800606,10.7039284578208,4.22203003311824,21.4998182490135,147,1.19906349012309,0.00803368639332621,7.21204903301959,0.844628186779442,18.6945678745062,79.0529978617378,204.621212354202,26.327001550847,99795.3787876458,99920.9470021383,99981.3054321255,99900.6376234661,0.528093570891511,1.12429213705938,2.3935773490286,1.13493995843274
AK,2020-05-27,0.136696990615752,1.4609240783762,0.684274282768245,2.7264625949041,0,0.00820505445756733,0.00255534673109684,0.0181745037354402,1.18984726681902,0.874386256785022,1.54428825791369,10.6900229161724,4.31051489136774,21.4042746162879,148,1.36219865599824,0.00778828372506864,5.13750768118858,1.58483192456771,19.3788421572745,80.513921940114,207.347674949106,18.2542625949746,99792.6523250509,99919.4860780599,99980.6211578427,99911.5141164346,0.549469138838336,1.16070817762481,2.4519001675934,1.04843009339539
AK,2020-05-28,1.77706087800477,1.49104114209823,0.705336319016832,2.79272000523608,0,0.00819704815558495,0.00263228619099842,0.0178836489186432,1.20781313233847,0.889471926096609,1.56359437354035,10.7171233376912,4.4479349768638,21.2478439496268,149,1.59656964806864,0.00565623749737153,15.0408023270767,0.938882733666709,20.0841784762913,82.0049630822122,210.140394954342,30.3385177278442,99789.8596050457,99917.9950369178,99979.9158215237,99885.3027627333,0.559341396395939,1.1779524541114,2.48072463988497,1.59058952683678
AK,2020-05-29,0.683484953078758,1.43253507596369,0.683292991420069,2.67940069111285,0,0.00820297202208382,0.00269666781907138,0.0177715877874243,1.1451889952445,0.833192783385774,1.49605550138257,10.832544812295,4.61657668120632,21.2984344965978,150,2.45338959600554,0.011403932853179,10.211623353756,1.22809301756227,20.7674714677114,83.4374981581759,212.819795645455,62.0346395175824,99787.1802043545,99916.5625018418,99979.2325285323,99871.7967019856,0.522250222398014,1.11516434965821,2.38121780214555,1.53155000514633
