state,date,numDate,Time,Iter,CumInfected.2.5.,CumInfected.50.,CumInfected.97.5.,CumInfected.Random,D_pos.2.5.,D_pos.50.,D_pos.97.5.,D_pos.Random,N_dtCumInfected.2.5.,N_dtCumInfected.50.,N_dtCumInfected.97.5.,N_dtCumInfected.Random,N_I_tot.2.5.,N_I_tot.50.,N_I_tot.97.5.,N_I_tot.Random,N_pos.2.5.,N_pos.50.,N_pos.97.5.,N_pos.Random,Refft.2.5.,Refft.50.,Refft.97.5.,Refft.Random,Rt.2.5.,Rt.50.,Rt.97.5.,Rt.Random
LA,2020-03-28,88,28,211,1700.77225,3871.425,11489.7475,3184.81,0.340537406045525,0.466416666344002,0.635590596184731,0.41951525492418,65.9566760755585,153.757404608593,480.61099287256,118.34467175788,548.973023971378,1307.77251046185,3893.85505143915,922.047739693348,13.1276385875563,25.277308480436,39.8220807374988,36.5845421414672,0.516126575,0.6971835,0.869861575,0.698892,0.579788825,0.774419,0.957146275,0.780708
LA,2020-03-29,89,29,439,1760.116,4048.315,11869.985,2396.46,0.398635646148227,0.536772547890915,0.713716342345993,0.496888010094661,62.8917198740146,147.94492937308,452.95010921112,84.0334073740415,543.232933100499,1283.10912464609,3803.24176549875,672.684141306326,14.1726112191678,25.7031178408852,38.9699780201059,27.5516617858309,0.511417975,0.691095,0.852741075,0.742496,0.571237525,0.76796,0.93933235,0.816849
LA,2020-03-30,90,30,194,1824.24525,4197.12,12209.525,3973.98,0.458325212947702,0.60856858789613,0.797728722761215,0.53468490967765,60.271868359837,142.726479168576,427.558254893635,141.377312051255,536.363463298223,1248.81205749276,3712.80433161805,1100.2165292762,15.2543197224915,25.6486951239397,37.9401141457333,29.2686662390289,0.508202175,0.683739,0.838087,0.709281,0.566820675,0.76153,0.916412275,0.777849
LA,2020-03-31,91,31,483,1886.65175,4311.15,12523.005,3547.72,0.521461533894597,0.681641303099255,0.885549994256575,0.884693965789837,58.2123395874285,137.999984512112,406.316670517128,105.807226562416,528.61726073472,1224.55630428021,3588.01013768302,1044.67094046327,16.3046598752279,25.7191435025944,37.2756998911976,30.2955992457399,0.50408985,0.677746,0.823697625,0.692898,0.562440575,0.7556875,0.901068375,0.728047
LA,2020-04-01,92,32,478,1947.73275,4454.39,12822.1025,8067.24,0.57858016509228,0.750370956424398,0.966842421927063,0.735950011981602,56.1971932935725,133.51882230101,386.548640357047,199.12841911257,521.203671317765,1197.11585413335,3432.70856914718,2313.65382075437,17.2633488384299,25.7623805227764,36.6701987655293,16.9233353854785,0.500998075,0.672253,0.815515025,0.44139,0.55481355,0.749415,0.895859825,0.489496
LA,2020-04-02,93,33,92,2010.1065,4605.945,13133.955,5900.5,0.632600465841248,0.814246662682838,1.03866766305412,0.795350363986875,54.1722541373096,129.444754919233,365.657415665224,168.434436974407,513.583092733298,1166.53480451059,3278.07330245221,1356.41200707108,18.0324741212452,25.5934119687816,36.1960596662274,27.9089587536036,0.496236175,0.66703,0.808488275,0.688732,0.550263675,0.744947,0.89449795,0.80266
LA,2020-04-03,94,34,121,2070.10775,4727.14,13421.1525,10699.3,0.682226669970749,0.874836570516998,1.10419723911191,1.08311101761016,52.4653060557211,124.999516003505,345.301867538118,280.808312865659,504.830231238467,1140.03115646768,3138.93130132245,2370.05554558881,18.4988816454332,25.6287974902738,35.2913626630907,21.2697744834467,0.491496825,0.6621635,0.804106225,0.544244,0.54776345,0.7406785,0.891641625,0.637481
LA,2020-04-04,95,35,388,2127.87375,4845.57,13694.76,7185.47,0.724098174709398,0.930169200872312,1.15825012895818,0.841872107045397,50.7748407436423,120.930073477121,326.064405090869,238.337082692845,494.325087323723,1107.73460815859,3027.08347584341,1532.19092951849,18.9719855300106,25.2644019072473,34.7319218704894,23.3206719850353,0.4834794,0.657973,0.7974886,0.653577,0.5433624,0.7367885,0.889317775,0.733691
LA,2020-04-05,96,36,65,2184.92775,4962.465,13982.985,7047.67,0.763456984757767,0.98038007276726,1.21500011615916,0.895976461852257,49.1097314701404,116.270155227356,307.831504256803,208.929025463378,483.374559079193,1074.4184405676,2913.34752626165,1293.63013289038,19.2984406278273,25.0774717055649,34.4131725346402,18.2729542328613,0.4782739,0.6556335,0.79370115,0.73953,0.537069175,0.7340465,0.884568575,0.812971
LA,2020-04-06,97,37,174,2233.72175,5077.415,14215.8275,2657.95,0.796057482865449,1.02052704421835,1.26915943145685,0.950014132697642,47.5024113780908,112.440452297951,292.751356588397,70.2104674889875,472.980949467754,1043.83739094483,2813.30437528529,612.754619800318,19.3167663484336,24.9231306011839,34.0848078017654,24.1473379977689,0.473224475,0.6540725,0.7845723,0.721355,0.531965,0.7288515,0.879284375,0.796301
LA,2020-04-07,98,38,423,2278.69925,5180.55,14478.285,6212.74,0.820669457498009,1.05445519848804,1.31316089721334,1.3201273276467,45.9514177225319,109.043980008579,280.812077282839,82.5459248140485,463.13441722735,1013.96835394298,2688.9732046634,1236.04745660918,19.236924135593,24.5149602240925,33.7452143502164,39.5242292947375,0.468337125,0.6524665,0.782805,0.447523,0.527184125,0.724867,0.876689825,0.52655
LA,2020-04-08,99,39,378,2329.563,5260.095,14728.71,8138.87,0.850108275393575,1.08155900218422,1.34912414918794,1.13471795050501,44.4158904438441,105.242779094965,268.539808389014,162.841373483101,454.030228054846,985.727696258427,2558.34739074263,1324.87049329353,18.9505014633903,24.2822116875904,33.5530892528256,19.638985939149,0.463617375,0.6484875,0.780992175,0.564547,0.52291415,0.7212645,0.875887225,0.630977
LA,2020-04-09,100,40,467,2378.58675,5337.97,14967.655,2799.31,0.873259763715062,1.10500701902472,1.36683465647219,1.17564254299072,42.8637674631313,101.088906068972,257.560401686975,46.7323353110506,442.165914428559,952.360977922446,2438.40445500489,554.481441853522,18.6975105801634,23.8305891807639,33.1944048284351,19.4343522212428,0.459068375,0.6439485,0.777678875,0.664517,0.5183132,0.718951,0.8750191,0.707403
LA,2020-04-10,101,41,303,2425.7305,5432.865,15195.3575,2409.74,0.898202200398641,1.12401194804502,1.37913338384106,0.992440189864296,41.3441905578092,96.841137723031,245.196334791346,46.4640936982796,430.741177174123,922.671557397467,2320.18508456172,435.885091918463,18.2710628821152,23.4979222568262,32.5573202426264,18.3041020961566,0.454872925,0.6409675,0.776639425,0.807038,0.512741775,0.714096,0.87449685,0.856073
LA,2020-04-11,102,42,107,2470.864,5534.385,15412.525,4936.18,0.914532995009028,1.13261095243196,1.38403750521103,1.07536922479249,39.9369707498332,93.1747029444626,232.831891453998,60.2448721109174,419.385597641023,887.876511628607,2196.37394128456,1107.97768195364,17.8371987444486,23.0366198201082,32.0439075166592,20.9444643062265,0.4504931,0.6355885,0.77612205,0.511351,0.50748,0.712107,0.871957825,0.558663
LA,2020-04-12,103,43,130,2514.2895,5644.95,15619.95,4566.45,0.925585377626972,1.13537295909434,1.39139785501358,1.34601791346315,38.5237601408021,89.6699229950822,222.368102350846,47.2339707889831,408.145316828408,863.216352456142,2078.66889778295,822.860724738502,17.2898567886639,22.6370538251426,31.6359683823374,26.198407587,0.4465382,0.6346005,0.775695,0.58061,0.502806225,0.7097665,0.870942225,0.639106
LA,2020-04-13,104,44,342,2554.8455,5751.18,15817.3175,2466,0.932527016684327,1.13547083394102,1.39725604102914,1.122060904398,37.1173577491281,86.1287895312204,213.183413805817,29.9215237328219,397.048621642516,836.382511249154,1974.2932790741,573.359456237467,16.7571664823178,22.1310086013706,31.0755703522247,17.6028664638614,0.440578375,0.6311245,0.775191625,0.649493,0.4986477,0.706259,0.8700012,0.689805
LA,2020-04-14,105,45,40,2596.64925,5829.285,16009.1125,3030.18,0.935540540191714,1.13521485357278,1.397506428549,0.914226356341021,35.7954235012349,82.8131984338304,204.353994821022,48.7268310878047,386.15697963816,804.893699312123,1880.70040315832,533.344777161561,16.2815355982648,21.6158212215899,30.8991482522134,16.9214209104555,0.434551275,0.6273975,0.77462425,0.684684,0.492548575,0.704536,0.86925745,0.72059
LA,2020-04-15,106,46,114,2637.2555,5890.91,16225.38,7041.2,0.934106996352172,1.12959834314018,1.38343466068834,1.14294804200831,34.5274118405763,79.7333674066866,194.515744298414,89.1579622585987,375.967132550937,777.818935405613,1792.4318113472,962.559321837018,15.7569764330276,21.0700452633522,30.3952433684951,21.8417938071681,0.43196705,0.6252705,0.774143025,0.6249,0.485374925,0.7017635,0.867371975,0.696758
LA,2020-04-16,107,47,227,2676.6895,5949.905,16433.145,4792.21,0.931372147270883,1.12390331772068,1.36853525882197,1.21684247570445,33.3105693648718,77.1116121729636,185.155219826906,64.2523630859961,364.083082623149,750.057972024572,1707.22734756584,548.359423971034,15.1478367292679,20.4243939395895,29.8546085285775,21.1188536209606,0.429359475,0.62394,0.773685725,0.726145,0.4846662,0.6998985,0.86555985,0.80486
LA,2020-04-17,108,48,327,2714.975,6023.56,16630.525,12125.1,0.917563350838949,1.11664552139759,1.3645433095121,1.27658270080369,32.1235249400167,74.2076332055152,176.292012509051,97.0767902385005,351.35660990786,724.581472097925,1625.06829728312,978.677480654122,14.592718563137,19.7859918077678,29.2189705545137,20.9451956787072,0.428047825,0.6211545,0.77285275,0.503575,0.481666825,0.6987755,0.8641895,0.585446
LA,2020-04-18,109,49,415,2752.15625,6095.65,16817.925,9272.84,0.910440697092622,1.10589972367027,1.34755040769714,1.20690871654025,30.9474833688049,70.9100037558128,169.029645107957,51.0663625878024,340.283953214533,696.089136236194,1545.92465271638,582.540331965667,14.0783905460212,19.2399684735439,28.6492851694439,20.2322795976763,0.425758375,0.6192305,0.771039775,0.373503,0.487380225,0.695862,0.86417005,0.416973
LA,2020-04-19,110,50,297,2788.2585,6164.93,16995.75,5442.32,0.904740401489074,1.09045593330227,1.32828944453121,1.0049531125707,29.5126542496828,67.2706727809406,161.621223698017,76.5792160289314,330.237261534927,673.979100816255,1477.14950372075,510.356019217027,13.5921805741446,18.7016568168002,28.2041912375554,16.8105319358096,0.422499525,0.619879,0.7704159,0.73089,0.485100375,0.695694,0.8641535,0.829592
LA,2020-04-20,111,51,298,2823.0845,6228.885,17156.21,6333.51,0.894343350124785,1.07634367106824,1.30477366818147,1.29349246277637,28.2313057967292,64.2974285373798,154.473063336427,61.6355553719954,320.696830188647,649.75884067997,1409.95885169358,414.976443352835,13.1497991737212,18.1298633581097,27.6298702416154,13.3802874465937,0.419430675,0.618346,0.769854675,0.74381,0.482978525,0.693978,0.8641399,0.825231
LA,2020-04-21,112,52,257,2856.85325,6284.39,17294.16,15813.8,0.880337405787394,1.06024809875421,1.28356144625897,1.31171654411875,26.9983462377554,61.7441856963333,146.542199977026,64.9667419119884,311.5033167742,623.346614197144,1341.3285252046,1170.49497138398,12.7056925946815,17.5062930299772,26.6208827493754,18.7941216582193,0.418166275,0.6160335,0.770013975,0.363234,0.484323375,0.6951875,0.86412825,0.454602
LA,2020-04-22,113,53,116,2889.61775,6342.62,17443.8575,4309.02,0.865223324586979,1.04207779480011,1.26204113367897,0.953524720604957,26.0863731539836,59.054133179487,139.890404909316,56.0388350182865,302.054253210618,597.926042754314,1278.96417866655,376.852577249067,12.2336943732073,16.8887027474222,25.4856151939621,14.2336915767831,0.4261822,0.613382,0.770381175,0.808678,0.493675825,0.694949,0.864119025,0.899227
LA,2020-04-23,114,54,78,2921.40425,6398.615,17585.6475,6074.2,0.849115921247532,1.02489269259941,1.23911346684753,0.980262838060796,25.2036334584841,56.8148427312546,133.494853719051,56.8061307943523,292.505755256094,575.838593837456,1210.0243095306,650.009443309383,11.7852189191433,16.3571132642143,24.6959964240188,17.2597021937302,0.42411335,0.612352,0.7704402,0.649827,0.49530565,0.6951165,0.864111275,0.704157
LA,2020-04-24,115,55,181,2955.74975,6468.425,17719.93,21320.5,0.83105736670629,1.00195233430434,1.21503103815742,1.1339371028271,24.3118699172301,54.7423697414856,127.301145200239,97.4459182316962,281.940541998634,551.421508460044,1143.96282132527,1136.33987653572,11.3569137501038,15.7998612113163,23.6706068283516,13.1311690730972,0.42134685,0.6154765,0.770338775,0.464326,0.495426025,0.6956235,0.864104475,0.621736
LA,2020-04-25,116,56,304,2990.107,6524.385,17847.01,4517.93,0.811558115932863,0.980441378989906,1.18892717121903,1.0006702813676,23.4495118518911,52.5262035702163,121.311145428255,28.9907446963664,273.367673422397,531.946565066123,1089.24158609738,497.492467938997,10.9922949909159,15.2599254774464,23.0460254853194,12.1496026711444,0.42385665,0.6207495,0.770267475,0.663975,0.494990525,0.69679,0.864098675,0.728305
LA,2020-04-26,117,57,357,3023.6355,6577.915,17967.2825,16135.1,0.791994601180435,0.95608559983514,1.16205208275523,0.851472446402228,22.7474695587716,50.7385356288104,115.709165645972,123.102034635219,264.402875240331,510.100038848785,1041.55077639491,985.221113260773,10.65962000037,14.7006083728382,22.2261515567263,11.9575958840078,0.4286981,0.624814,0.7704655,0.672287,0.49444135,0.7009795,0.864094825,0.874625
LA,2020-04-27,118,58,183,3054.00775,6638.155,18082.305,11387.5,0.775341357349885,0.935140382645478,1.13404976645556,1.10365613103097,22.1045286153785,48.6084132787988,110.685325054197,49.83615105337,255.029960458562,491.196211318462,995.929858367567,602.197042931995,10.2678474245148,14.1333967476296,21.4971092502701,19.3150309521136,0.43029835,0.629543,0.771739925,0.424627,0.495350025,0.705269,0.86409045,0.495465
LA,2020-04-28,119,59,306,3079.9765,6695.565,18191.9,4072.85,0.758582602283517,0.912377489731745,1.10294153709543,0.825233383109684,21.5104256071575,46.8458056003342,105.860283333699,40.1665464204265,245.687645010728,472.555892990741,945.59943933846,514.901284074967,9.90326792282041,13.6243399901136,20.7379010556286,13.8727807685176,0.43323945,0.635092,0.771775475,0.741453,0.5029986,0.709525,0.862816625,0.791867
LA,2020-04-29,120,60,389,3101.70125,6748.105,18295.6075,3406.66,0.73935697086169,0.886832154748092,1.07060298864609,0.804832393089477,20.7623095366239,45.1571956081513,101.228802566859,23.958256700555,236.749036416757,451.305220235614,892.259906547805,301.106050300357,9.58804154367778,13.1250814727433,19.9909159235707,8.32495481623836,0.43920135,0.644165,0.774775925,0.759392,0.513951425,0.718359,0.8612826,0.800475
LA,2020-04-30,121,61,304,3121.3185,6799.02,18393.575,4656.77,0.720867982104606,0.864105830458394,1.03738474967916,0.860526407494073,20.1082597981326,43.4924627763674,96.7856555915362,26.7426347564551,228.577831153628,433.096196561947,847.885010607052,423.552861236699,9.32178808095175,12.6501626013112,19.2870597191444,10.4316517359126,0.44282465,0.654276,0.778404575,0.729088,0.5219844,0.7285045,0.866636075,0.796268
LA,2020-05-01,122,62,220,3140.4405,6848.345,18486.255,7727.77,0.698309066824643,0.841054690743449,1.00697761613012,0.854965825545292,19.5703536228966,41.9873412330166,92.1402841253022,53.244992142048,221.01092240267,418.852717500496,809.445901453151,451.727910507542,8.96650937856141,12.1949047430366,18.6198603336693,14.66515831848,0.447843175,0.6621435,0.785621625,0.588399,0.5283868,0.7379675,0.876651775,0.684418
LA,2020-05-02,123,63,223,3159.10775,6896.145,18573.8475,9352.44,0.677379821519302,0.817045237969245,0.973915062702284,0.906850249763702,19.1708505474753,40.4771646151669,87.4172043329947,48.0888161531787,212.815770068538,401.760112407648,779.196066764843,346.666253656325,8.72108067167528,11.7181789513581,17.8137550297991,10.7150585721802,0.45963845,0.6673705,0.79177375,0.683699,0.5447905,0.748972,0.8867699,0.765908
LA,2020-05-03,124,64,48,3177.34025,6942.505,18656.6575,2895.43,0.656082093549424,0.794067235502369,0.939697747415781,0.784788484927489,18.8824214409156,39.3060006530726,82.7565815994428,18.6629263417566,204.630964503912,385.676371119047,750.645221104656,179.047942326547,8.46213071605238,11.3080510773332,17.0329471471526,9.01276761241733,0.477562525,0.675151,0.797685925,0.771857,0.56059275,0.7599735,0.894138375,0.813372
LA,2020-05-04,125,65,312,3195.1685,6976.625,18734.9325,3644.38,0.632356531607983,0.772052923833579,0.910716736426695,0.784166818318902,18.6451222618167,38.0049105208792,78.6367066383238,18.9080221666092,197.78769504521,370.764976895083,723.711085068514,298.834493419153,8.20504145806418,10.9477640867718,16.3073261581391,10.3698722722495,0.48858865,0.687201,0.80692415,0.737349,0.5758169,0.768941,0.906969,0.789072
LA,2020-05-05,126,66,135,3212.6605,7012.64,18808.92,6540.93,0.609936146880245,0.749618072988392,0.884896760321064,0.880621941948815,18.1610375723252,36.9165637367455,75.5505944122282,42.7127982009958,191.293021372855,358.290773908244,701.886177361268,434.138402346931,7.93976136606612,10.5505858078461,15.6158167042893,10.2317934500862,0.494918,0.698978,0.818895925,0.66596,0.594953075,0.779823,0.921110575,0.73026
LA,2020-05-06,127,67,281,3229.88425,7053.395,18879.2525,4509.66,0.589257934423423,0.723616705752072,0.860151041323836,0.921415317607104,17.773902220662,36.0371958834915,73.3357888088825,18.4659505239423,184.872098010796,344.788347257375,681.527187481312,290.585042056069,7.70532529511955,10.2102932502494,14.9063305450833,7.77199419892557,0.513941925,0.709369,0.831861325,0.735949,0.612739375,0.7921275,0.9321459,0.783621
LA,2020-05-07,128,68,144,3247.19275,7093.14,18946.3725,3507.48,0.566988449047215,0.698129450347768,0.836792510057447,0.719360763243112,17.3735962488336,35.3787455413167,70.9931866200137,17.7659410161001,178.934853856721,332.828256102551,662.64750599833,253.635674112469,7.51114267485288,9.88535951474726,14.2495919371777,9.34790829621618,0.535824025,0.7204765,0.84540875,0.741745,0.6307141,0.806366,0.94741205,0.775636
LA,2020-05-08,129,69,446,3265.69975,7132,19010.575,13835.7,0.548746352279753,0.675430014752213,0.812385588606421,0.735569268072537,17.0514901284075,34.6541490115501,68.8085447537576,40.5029777615442,173.76275438318,320.685321827554,640.441209053359,410.708669818452,7.35801586389932,9.60659904482754,13.7704187365583,11.4814293771675,0.54923115,0.7316885,0.861321325,0.636181,0.644110075,0.820118,0.96233485,0.76081
LA,2020-05-09,130,70,122,3283.9595,7163.35,19072.2075,4476.64,0.527449215861146,0.655143032795172,0.785260435287087,0.606114187894753,16.92324557724,33.83866869558,67.2964966827956,26.0099716184456,168.546170254049,310.409538473849,618.65120287111,300.062768967608,7.1631131644035,9.3275159105781,13.3338415296526,7.18711132392616,0.564191525,0.747149,0.878534125,0.812423,0.670996275,0.8336045,0.973576825,0.890631
LA,2020-05-10,131,71,263,3302.01675,7193.665,19131.6275,14838.3,0.507366534202204,0.633764369855924,0.759945428857463,0.639398089052774,16.6237662929353,32.8560482568167,65.4405207027887,48.9608702816257,163.68367258261,299.370116206483,597.057053936999,421.597515398617,6.95348836709048,9.09476737407594,12.823571016483,10.2483138637677,0.577966075,0.762611,0.8922597,0.72056,0.691632975,0.8512545,0.993278425,0.918293
LA,2020-05-11,132,72,233,3319.90525,7223.82,19189.255,11310.5,0.489143151965865,0.612882609984439,0.734940933067802,0.643605631912277,16.3953914714225,32.4300237868144,63.4616633905482,45.9824634087895,159.176944601116,291.013110066826,574.276091820803,312.360582120868,6.79241702256542,8.86149181916859,12.2537603300985,9.46651970381996,0.600607825,0.776936,0.906582625,0.803454,0.71359575,0.86886,1.0152565,0.921374
LA,2020-05-12,133,73,95,3337.67025,7253.87,19245.4475,6488.91,0.472983046785898,0.592581645906444,0.708843895857721,0.536612291273823,16.251822515689,32.1636106052452,61.7552261941484,24.119158646307,155.020861324464,283.419742840831,556.641141767091,146.106065358026,6.6793920100568,8.62719449388379,11.8357933261831,8.75657213462244,0.61886905,0.791878,0.92131505,0.785093,0.72957185,0.8889035,1.02952575,0.863718
LA,2020-05-13,134,74,494,3355.33175,7283.87,19300.41,10522.1,0.457623310475792,0.57167192179305,0.6846159993323,0.494984290549334,16.3289742457936,31.7485567224532,60.6970592803209,34.326106943005,150.723967334324,276.359847306635,544.729934258218,546.578316870999,6.56455953952789,8.43162764364263,11.507007516358,8.33943168916498,0.638822575,0.807115,0.93749985,0.702071,0.755147575,0.908342,1.05114175,0.822371
LA,2020-05-14,135,75,21,3372.91875,7320.24,19354.3,6475.34,0.443095994358967,0.551625862535531,0.661583681703255,0.531783081805733,16.3942718261984,31.35770266439,59.7259203139567,36.0166529211662,146.557983640488,269.322538275518,531.052300876313,260.430984896298,6.41218399868869,8.2493760747411,11.2335435814106,8.63686366829763,0.661728175,0.8236495,0.952620375,0.908281,0.775047425,0.928139,1.07249,1.00232
LA,2020-05-15,136,76,290,3390.4665,7359.035,19407.4175,5664.17,0.429387922975292,0.533600757529802,0.639458050840713,0.549710311964781,16.470610979966,30.8735986150387,58.9111229708178,28.3892983857749,143.295820378361,262.877856063315,515.21964621362,211.362344728547,6.28684073761926,8.06017646727302,10.9840471528745,7.96234464250298,0.684778,0.8400825,0.97016105,0.888095,0.797422875,0.94821,1.09091,0.964661
LA,2020-05-16,137,77,296,3408.005,7397.665,19459.715,7784.94,0.415777565106133,0.515530479517914,0.617888478173049,0.474127268276461,16.5526973232197,30.591697545643,58.425308800519,38.8797610735171,141.047688927494,256.646132308724,497.299676001991,224.359263929527,6.20874844099351,7.92482953643461,10.7230133234555,5.49206955610423,0.708134575,0.857099,0.987411725,0.960911,0.818254975,0.968293,1.1105145,1.06213
LA,2020-05-17,138,78,207,3425.55375,7435.77,19511.345,6399.43,0.402751821225032,0.498302355406585,0.597393646610282,0.561296112497134,16.53358860384,30.3513126200042,58.0898185636963,24.433648813004,139.005772249749,251.465218721243,481.05309678166,150.684026868044,6.09176379938539,7.77485515598239,10.4657401467994,9.47607056797957,0.71476135,0.8749375,1.00576975,0.862863,0.837143675,0.9852975,1.128373,0.936868
LA,2020-05-18,139,79,130,3443.14225,7473.46,19562.455,5557.52,0.391419634855836,0.482301431295945,0.580839998502837,0.431038673686122,16.3942336442527,30.2815095700089,57.7931018238279,23.6947474979532,135.80269958187,246.702693214627,468.565288115584,259.353286035045,6.02872594483645,7.66497719623627,10.2634731717516,7.27087498392056,0.733814775,0.891545,1.024109,1.03654,0.85987525,1.00442,1.146281,1.11776
LA,2020-05-19,140,80,341,3460.80575,7510.845,19613.155,11108.1,0.380732938478238,0.466443555038145,0.561749240770832,0.567837594008252,16.4445219555868,30.2485978083778,57.3329072013086,42.6153535734214,132.604536789542,242.813512493778,458.304616207989,385.826947806248,5.95881426451678,7.58801099812123,10.090123911707,6.32069306577147,0.754814275,0.9072915,1.0424045,0.769175,0.88429925,1.02425,1.16719725,0.880687
LA,2020-05-20,141,81,56,3478.5585,7540.49,19663.44,13432.9,0.370308245536369,0.451873109455915,0.547308022252653,0.3942656955761,16.4823893035484,30.1951430844215,56.981848410577,27.9207897790266,130.486562751544,239.99235070429,446.109571643742,194.449141003021,5.90320468061179,7.53352374830978,9.93561986183943,7.71533434262736,0.776972725,0.9257645,1.06066575,0.884911,0.9067463,1.043155,1.1909025,1.0391
LA,2020-05-21,142,82,9,3496.441,7569.95,19713.505,4985.48,0.360076774750613,0.438103946959147,0.532432389991899,0.409392199353209,16.4902886641138,30.2111687461307,56.7362793447074,24.9963754040295,129.337549695685,237.401356136667,437.4687822261,246.08102660604,5.85608708409106,7.46708716282115,9.78480010084336,6.90959848941467,0.7999193,0.942964,1.0794855,0.957956,0.927901575,1.062695,1.21523575,1.03662
LA,2020-05-22,143,83,438,3514.47225,7599.65,19763.4125,6496.27,0.349601584841144,0.425121009879121,0.516982253892085,0.399849939575727,16.5292708173346,30.2413916383475,56.6744622368726,22.2003814322596,128.459934985289,234.43176875551,429.782971669642,190.085858827042,5.82270046812141,7.43064760451851,9.64984198052226,6.80494769180996,0.82091745,0.959515,1.09844525,1.02239,0.94906785,1.08155,1.24042975,1.09866
LA,2020-05-23,144,84,405,3532.687,7629.65,19812.05,9881.98,0.339202543713488,0.413924557637959,0.501199881087439,0.437496262471514,16.5997643689955,30.3117324622257,56.9373691327256,30.8417624011733,127.411356579793,232.015012925933,422.834879325692,178.036712317216,5.80374393875057,7.37391245987669,9.53375972348958,8.36419079873189,0.84224345,0.9766615,1.1190515,0.985373,0.97238365,1.10015,1.26204175,1.10286
LA,2020-05-24,145,85,247,3551.11,7659.995,19854.6875,8168.77,0.329827531613576,0.401763339050945,0.486105159746808,0.362530583200718,16.7023463504728,30.4876920766977,57.3056151767533,24.3841736157808,126.151852501961,230.765226422165,417.049400339099,161.893385682394,5.78921651507897,7.34574386389244,9.42967520178352,6.15122975980437,0.860565775,0.996027,1.13839875,0.976914,0.994839125,1.1183,1.28218175,1.08947
LA,2020-05-25,146,86,364,3569.776,7690.745,19897.4675,4980.78,0.323334019532808,0.390875569018545,0.473212837566044,0.426261090510786,16.837768031881,30.7356058366966,57.8815226056478,20.7005946058268,125.19566364954,229.930601355965,412.373994201507,179.315538610659,5.78884007336096,7.33482705407037,9.34304359367182,7.0859668120377,0.88272085,1.010845,1.157666,1.03356,1.0202755,1.13584,1.30326375,1.11257
LA,2020-05-26,147,87,152,3588.7145,7721.955,19940.59,5533.34,0.316605446487842,0.380677225103973,0.461904313247694,0.440765927679308,17.0069065224228,31.0435351620227,58.5574613544932,24.687047866608,124.535083722789,229.279894957703,413.713481388936,290.785093940493,5.79948907178937,7.34585141866902,9.27350297733132,5.58110340015066,0.9031242,1.027025,1.17761725,1.14904,1.04069325,1.15558,1.325083,1.23176
LA,2020-05-27,148,88,130,3607.94975,7753.675,19988.7525,5795.38,0.310639867027879,0.371702854546792,0.452032989631289,0.325314479411219,17.210865334106,31.3173696231754,59.3361041594874,30.0088582113985,124.164138053869,228.545295833715,413.092513886397,270.246433806273,5.82090699222207,7.35262736959306,9.23106455136536,7.48194047746577,0.9224547,1.04489,1.1978175,1.23839,1.06081975,1.17429,1.34706775,1.34006
LA,2020-05-28,149,89,82,3627.5265,7786.13,20040.45,6034.52,0.303953993229212,0.363088792491128,0.441108866084408,0.386741163407112,17.4900275211162,31.8364289749126,60.220408776986,23.5123345968869,124.079094492034,228.303297586428,411.721513149432,195.286992712519,5.8306735037087,7.36776032665676,9.24212279571863,5.61655345450885,0.939069525,1.06055,1.2178465,1.0555,1.0810285,1.193795,1.369527,1.13754
LA,2020-05-29,150,90,433,3647.47425,7826.655,20092.685,17968.8,0.297061399149973,0.355969741829817,0.433419559997711,0.421216771489552,17.8592447847764,32.2457824545463,61.2139191368772,32.2935367753443,124.24952579099,228.918510908421,411.440902737355,269.979697960374,5.87953940312262,7.41935435297843,9.2724903491099,7.6688921901035,0.959365725,1.07642,1.237609,0.949937,1.0994595,1.21433,1.397892,1.19245
LA,2020-05-30,151,91,244,3667.832,7867.87,20145.5625,10972.2,0.292563673503279,0.349416429293275,0.423083061972632,0.309577064503181,18.2727541809768,32.8749778974934,62.3371298018368,29.4702238903251,124.699034846457,229.778949120998,412.185074236458,216.486254284445,5.92468283171937,7.47555172373738,9.33069038980862,6.48862909391124,0.97710325,1.094995,1.25498625,1.16613,1.1162885,1.234205,1.428817,1.33343
LA,2020-05-31,152,92,247,3688.6345,7909.84,20199.03,8344.97,0.287461059793142,0.343201914302935,0.415063132502752,0.306382687638988,18.6710069321205,33.3739245060117,63.5788550751012,26.3216653609517,125.310032021208,232.148380848883,413.77613204629,160.44483795152,5.94227126433221,7.54050405330931,9.41642660440536,6.10758403147139,0.995089275,1.1118,1.2756575,1.11867,1.138206,1.255005,1.45818525,1.24914
LA,2020-06-01,153,93,217,3709.9255,7952.63,20253.3875,22301.8,0.281962590727832,0.337192828935849,0.406624546065065,0.301353426286473,19.0990862361292,33.9441799313973,64.943563857637,67.4542687845493,125.572788340374,233.114222742501,416.219400128291,349.95312762837,6.00079934709949,7.62704262653927,9.50092593907151,9.75283051905505,1.01176175,1.12918,1.29650325,1.13623,1.15664375,1.273845,1.47877825,1.51458
