date,numDate,location,areaCode,population,Cases_14,Tests_14,new_cases,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct
2020-09-05,249,England,E92000001,56287000,1182.28571428571,137267.142857143,1477,136157,0.861302777691051,2.4387006388179,2.10045963417079,2.62405173485885,2.41897773908718,0.868325326120372
2020-09-06,250,England,E92000001,56287000,1299.28571428571,137929.142857143,2576,144854,0.94199506164656,2.45046179148192,2.30832290632955,4.57654520582017,2.57348943805852,0.896962261508632
2020-09-07,251,England,E92000001,56287000,1425.71428571429,140691.928571429,2528,149606,1.01335897530928,2.4995456956567,2.53293706488938,4.49126796596017,2.65791390551992,0.952979349567722
2020-09-08,252,England,E92000001,56287000,1499.21428571429,142745.071428571,2094,158442,1.05027393990586,2.53602201980158,2.66351783842501,3.72021958889264,2.81489509122888,0.946222772821781
2020-09-09,253,England,E92000001,56287000,1600,144478.785714286,2286,172305,1.10742901948531,2.56682334667482,2.84257466200011,4.06132854833265,3.06118641959955,0.928585937726706
2020-09-10,254,England,E92000001,56287000,1687.71428571429,147431.071428571,2578,192852,1.14474802995104,2.61927392521491,2.9984086657919,4.58009842414767,3.42622630447528,0.875134448029725
2020-09-11,255,England,E92000001,56287000,1833.21428571429,152053.357142857,3143,201510,1.20563881006057,2.70139387678962,3.25690529911753,5.58388260166646,3.58004512587276,0.909738616304047
2020-09-12,256,England,E92000001,56287000,1984.42857142857,155837.857142857,3008,185402,1.27339313297246,2.76862965059174,3.52555398480745,5.3440403645602,3.2938689217759,1.07033827651728
2020-09-13,257,England,E92000001,56287000,2080.85714285714,159703.071428571,2837,185292,1.30295374049072,2.83729940179031,3.69686986845478,5.04024019755894,3.29191465169577,1.12301510203201
2020-09-14,258,England,E92000001,56287000,2160.14285714286,163322.428571429,2259,178344,1.32262474666676,2.90160123245916,3.83772959500925,4.0133601009114,3.16847584699842,1.21122261312007
2020-09-15,259,England,E92000001,56287000,2275,168290.785714286,2649,193840,1.35182683374143,2.98986952074699,4.0417858475314,4.70623767477393,3.44377920301313,1.17364836978952
2020-09-16,260,England,E92000001,56287000,2429.07142857143,172141.785714286,3396,201177,1.41108762087731,3.058286739643,4.31551055940347,6.03336472009523,3.57412901735747,1.20742998880162
2020-09-17,261,England,E92000001,56287000,2520.57142857143,175622.071428571,2788,198617,1.43522474599475,3.12011781456769,4.4780702978866,4.95318634853519,3.52864782276547,1.26906127298843
2020-09-18,262,England,E92000001,56287000,2670.71428571429,179139.428571429,3771,209554,1.49085787925766,3.18260750388951,4.74481547375821,6.6995931565015,3.72295556700481,1.2744754505828
2020-09-19,263,England,E92000001,56287000,2825.07142857143,184445.642857143,3638,210444,1.53165528055304,3.27687819313772,5.01904778824849,6.46330413772274,3.73876738856219,1.34243382019513
2020-09-20,264,England,E92000001,56287000,2875.28571428571,187750.714285714,3279,191125,1.5314379629524,3.33559639500621,5.10825894839966,5.82550144793647,3.39554426421732,1.50440063533589
2020-09-21,265,England,E92000001,56287000,2962.85714285714,188642.642857143,3754,162093,1.57061897457665,3.35144247974031,5.26383915088234,6.66939080071775,2.8797590917974,1.82787482670883
2020-09-22,266,England,E92000001,56287000,3112.35714285714,190805.571428571,4187,188723,1.63116680480279,3.38986926694568,5.52944222086298,7.43866256862153,3.35287011210404,1.64916684392318
2020-09-23,267,England,E92000001,56287000,3312.14285714286,192755.214285714,5083,199600,1.71831556900629,3.42450680060608,5.88438335164933,9.03050437934159,3.54611189084513,1.65939020898941
2020-09-24,268,England,E92000001,56287000,3530.28571428571,194006.857142857,5632,210375,1.81967058601758,3.4467436023035,6.27193795065595,10.0058628102404,3.7375415282392,1.67809184279773
2020-09-25,269,England,E92000001,56287000,3714.57142857143,195383.285714286,5723,220780,1.90117154340589,3.47119735843598,6.59934163940418,10.1675342441416,3.9223977117274,1.68247641478912
2020-09-26,270,England,E92000001,56287000,3831.07142857143,196445.071428571,4639,200267,1.95019981957879,3.49006114073536,6.80631660698106,8.24168991063656,3.55796187396735,1.91298188347128
2020-09-27,271,England,E92000001,56287000,3971.28571428571,197304.571428571,4800,197325,2.01276923567045,3.5053310964978,7.05542259186973,8.52772398600032,3.50569403236982,2.01256085862699
2020-09-28,272,England,E92000001,56287000,4046.78571428571,196720.428571429,3316,170166,2.05712530400285,3.4949531609684,7.18955658373286,5.89123598699522,3.02318474958694,2.37814000110816
2020-09-29,273,England,E92000001,56287000,4261.21428571429,195698.714285714,5651,179536,2.17743601498221,3.47680129134106,7.57051234870269,10.0396183843516,3.18965302823032,2.37345952105109
2020-09-30,274,England,E92000001,56287000,4422.64285714286,195926.5,5656,204366,2.25729692366416,3.48084815321477,7.85730782799378,10.0485014301704,3.63078508358946,2.16407957152504
2020-10-01,275,England,E92000001,56287000,4622.71428571429,196247.285714286,5589,203108,2.35555578202719,3.48654726161078,8.21275656139834,9.92946861619912,3.60843534030949,2.27598828490965
2020-10-02,276,England,E92000001,56287000,4696,196140.285714286,4797,208056,2.39420473101614,3.48464628980556,8.34295663297031,8.52239415850907,3.69634196173184,2.25708463106087
2020-10-03,277,England,E92000001,56287000,5208,197126.357142857,10806,224249,2.64196025102101,3.50216492516668,9.25258052481035,19.1980386234832,3.98402828361789,2.3224183831366
2020-10-04,278,England,E92000001,56287000,6495.85714285714,197056.785714286,21309,190151,3.29643920624766,3.50092891279133,11.5405993264113,37.8577646703502,3.37824009096239,3.4161572344385
2020-10-05,279,England,E92000001,56287000,6990.92857142857,199845.714285714,10685,201138,3.49816286849856,3.55047727336178,12.4201477631222,18.9830689146695,3.57343613978361,3.47568762313863
2020-10-06,280,England,E92000001,56287000,7595.28571428572,200826.928571429,12648,202460,3.7820056146426,3.5679096162778,13.4938542013,22.4705527031108,3.59692291292839,3.7514994143464
2020-10-07,281,England,E92000001,56287000,8055.64285714286,200838.928571429,11528,199768,4.0109967297888,3.56812280937745,14.3117289198978,20.4807504397108,3.54909659424023,4.0324991275594
2020-10-08,282,England,E92000001,56287000,8721.35714285714,202159.071428571,14952,228857,4.31410625366799,3.59157658835204,15.4944430203371,26.563860216391,4.06589443388349,3.81083259103158
2020-10-09,283,England,E92000001,56287000,9082,203356.857142857,10772,237549,4.46604069693108,3.61285655911413,16.1351644251781,19.1376339119157,4.22031730239665,3.82321121116064
2020-10-10,284,England,E92000001,56287000,9652.64285714286,204656.357142857,12628,218460,4.71651259306105,3.63594359519706,17.1489737544066,22.4350205198358,3.8811803791284,4.41849439583579
2020-10-11,285,England,E92000001,56287000,10051.4285714286,205315.214285714,10383,206549,4.89560825114554,3.64764891157309,17.8574601087792,18.4465329472169,3.66956846163413,4.86636515859606
2020-10-12,286,England,E92000001,56287000,10646.5,204694.714285714,11647,161479,5.20116019465923,3.63662505171202,18.9146694618651,20.692166930197,2.86885071153197,6.59311737129906
2020-10-13,287,England,E92000001,56287000,11265,206683.928571429,14310,207385,5.4503512091444,3.67196561499864,20.0135022296445,25.4232771332635,3.68442091424308,5.43192612773344
2020-10-14,288,England,E92000001,56287000,12013.2857142857,209131.642857143,16132,238634,5.74436539117705,3.71545193130106,21.3429134867478,28.6602590296161,4.23959351182333,5.03418863795005
2020-10-15,289,England,E92000001,56287000,12766.8571428571,211541,16139,236839,6.03516913641192,3.75825679108853,22.681715392288,28.6726952937623,4.20770337733402,5.39052146937673
2020-10-16,290,England,E92000001,56287000,13293.9285714286,215088.428571429,12176,257720,6.18068050416473,3.82128073216602,23.6181153222388,21.6319931778208,4.57867713681667,5.15828363007472
2020-10-17,291,England,E92000001,56287000,13472,216122.285714286,13299,238723,6.2335080139815,3.8396483329061,23.9344786540409,23.6271252687121,4.24117469397907,5.64336071513847
2020-10-18,292,England,E92000001,56287000,13000.2142857143,220177.785714286,14704,246928,5.90441685274465,3.91169871754199,23.0962998307145,26.123261143781,4.38694547586476,5.26477932260185
2020-10-19,293,England,E92000001,56287000,13405.9285714286,220128.214285714,16365,200444,6.09005465970319,3.91081802699938,23.8170955485788,29.0742089647698,3.56110647218718,6.68811666671418
2020-10-20,294,England,E92000001,56287000,13774.9285714286,221390.714285714,17814,220135,6.22199924503221,3.93324771769173,24.4726643300026,31.6485156430437,3.91093858262121,6.25749134459698
2020-10-21,295,England,E92000001,56287000,14590.6428571429,224483.142857143,22948,243062,6.4996608081294,3.98818808707415,25.9218698050045,40.7696270897365,4.31826176559419,6.00284818570688
2020-10-22,296,England,E92000001,56287000,14762.2142857143,227702.428571429,17354,273927,6.48311674949198,4.04538221208145,26.2266851772421,30.8312754277187,4.86661218398565,5.38910523085139
2020-10-23,297,England,E92000001,56287000,15215.3571428571,230153.5,17116,271864,6.61096057320751,4.08892817169151,27.03174292973,30.4084424467461,4.82996073693748,5.59667964234218
2020-10-24,298,England,E92000001,56287000,15694.2142857143,232078.785714286,19332,245414,6.76245105187493,4.12313297411988,27.8824849178572,34.3454083536163,4.36004761312559,6.39499551195706
2020-10-25,299,England,E92000001,56287000,16130.2142857143,235465.714285714,16487,253966,6.85034521252715,4.18330545748955,28.6570865132522,29.2909552827474,4.51198322880949,6.35132824303816
2020-10-26,300,England,E92000001,56287000,16575.6428571429,237302.857142857,17883,187199,6.98501613369293,4.21594430584073,29.4484389950483,31.7711016753424,3.32579458844849,8.85455737324604
2020-10-27,301,England,E92000001,56287000,16955.5714285714,238249.5,19629,220638,7.11672907123475,4.23276244958872,30.1234235766188,34.8730612752501,3.91987492671487,7.68479202520483
2020-10-28,302,England,E92000001,56287000,17320.7857142857,238962,21245,248609,7.24834313166349,4.24542078988043,30.7722666233512,37.7440616838702,4.4168102759074,6.96707911390405
2020-10-29,303,England,E92000001,56287000,17578,241510.357142857,19740,272516,7.27836280313326,4.29069513640551,31.2292358803987,35.0702648924263,4.84154422868513,6.45026347076869
2020-10-30,304,England,E92000001,56287000,18195.5,240073.785714286,20821,237608,7.57912820254963,4.2651728767617,32.3262920390143,36.9907793984401,4.22136550180326,7.65778088279856
2020-10-31,305,England,E92000001,56287000,18593,240483.285714286,18864,244456,7.73151445630614,4.27244809128726,33.032494181605,33.5139552649813,4.34302769733686,7.60586772261675
2020-11-01,306,England,E92000001,56287000,19014.2857142857,238135.214285714,20602,214055,7.98465937569082,4.23073203911586,33.780954242162,36.6017019915789,3.80292074546521,8.88289725270875
2020-11-02,307,England,E92000001,56287000,18978.2142857143,235370.571428571,15860,161739,8.06312113299757,4.1816151407709,33.7168694116124,28.1770213370761,2.87346989535772,11.7338516286822
2020-11-03,308,England,E92000001,56287000,18943.6428571429,235073.714285714,17330,215979,8.05859681704706,4.17634114956765,33.6554494948085,30.7886368077887,3.83710270577576,8.77105776818249
2020-11-04,309,England,E92000001,56287000,18866.1428571429,235494.571428571,21863,248954,8.0112856711286,4.18381813613395,33.5177622846179,38.8420061470677,4.42293957752234,7.57816418179377
2020-11-05,310,England,E92000001,56287000,19136.3571428571,236002.714285714,21137,281041,8.10853265004821,4.19284584869889,33.997827460794,37.5521878941852,4.99300015989483,6.80909801162718
2020-11-06,311,England,E92000001,56287000,19361.5,237565.357142857,20268,293741,8.14996775323482,4.22060790489557,34.3978183239469,36.0083145308864,5.21862952369108,6.59135088394198
2020-11-07,312,England,E92000001,56287000,19543.1428571429,239621.142857143,21875,274195,8.15585078349871,4.25713118228264,34.7205266884767,38.8633254570327,4.8713734965445,7.12746142604455
2020-11-08,313,England,E92000001,56287000,19672.1428571429,238284,18293,235246,8.25575483756478,4.23337537975021,34.9497092706004,32.49951143248,4.17940199335548,8.36237081911822
2020-11-09,314,England,E92000001,56287000,19754.5,239635.928571429,19036,206126,8.24354683279964,4.25739386663756,35.0960257253007,33.8195320411463,3.66205340487146,9.58370123128572
2020-11-10,315,England,E92000001,56287000,19682.5714285714,241418.5,18622,245594,8.1528844842344,4.28906319398795,34.9682367661652,33.0840158473537,4.36324550962034,8.01427210297134
2020-11-11,316,England,E92000001,56287000,19591.5,246078.857142857,19970,313854,7.96147228066265,4.37185952605144,34.8064384316094,35.4788850000888,5.57595892479613,6.2422336500411
2020-11-12,317,England,E92000001,56287000,20384.5714285714,249365.714285714,30843,318532,8.17456861981255,4.43025413125081,36.2154163991178,54.7959564375433,5.65906870147636,6.39953644486941
2020-11-13,318,England,E92000001,56287000,20650.2142857143,255380.571428571,24540,321816,8.08605532135793,4.53711463443729,36.6873599334025,43.5979888784266,5.71741254641391,6.41677675619431
2020-11-14,319,England,E92000001,56287000,21038.3571428571,258633.285714286,24298,289994,8.1344352428397,4.59490265450789,37.3769380902467,43.1680494607991,5.15205997832537,7.25475600973025
2020-11-15,320,England,E92000001,56287000,21138.0714285714,260303.928571429,21998,237444,8.12053492414773,4.62458344860143,37.5540914040035,39.081848384174,4.21845186277471,8.90233967949134
2020-11-16,321,England,E92000001,56287000,21392.5714285714,262008.642857143,19423,185605,8.1648342571033,4.65486955881718,38.0062384361779,34.5070797875175,3.29747543837831,11.5258594480598
2020-11-17,322,England,E92000001,56287000,21408.2142857143,263376.785714286,17549,235133,8.12836037453133,4.67917611019038,38.0340296795251,31.1777142146499,4.17739442500044,9.10472553223677
2020-11-18,323,England,E92000001,56287000,21074.3571428571,266234.928571429,17189,288968,7.91569958755546,4.72995413810344,37.4408960201417,30.5381349156999,5.13383196830529,7.29297262771557
2020-11-19,324,England,E92000001,56287000,21013.9285714286,268450.357142857,20291,312057,7.82786389076991,4.76931364511978,37.3335380663894,36.0491765416526,5.54403325812355,6.73400326588687
2020-11-20,325,England,E92000001,56287000,20840.8571428571,270062.571428571,17845,316312,7.71704758368167,4.79795639185907,37.026057780406,31.7035905271199,5.61962797804111,6.58870265524455
2020-11-21,326,England,E92000001,56287000,20536.5714285714,271273.428571429,17615,291147,7.57043236291902,4.81946859081899,36.4854609920078,31.2949704194574,5.17254428198341,7.05367784266073
2020-11-22,327,England,E92000001,56287000,20420.5,269043.5,16668,204027,7.59003655542691,4.77985147547391,36.2792474283582,29.6125215413861,3.62476237852435,10.0087243355046
2020-11-23,328,England,E92000001,56287000,20012.8571428571,266038.785714286,13329,164060,7.52253363701265,4.7264694461294,35.555025392821,23.6804235436246,2.91470499404836,12.1984988070567
2020-11-24,329,England,E92000001,56287000,19386.5714285714,266688.857142857,9854,254695,7.26935937116661,4.73801867470032,34.4423604536952,17.5067066995932,4.52493470961323,7.61168119852036
2020-11-25,330,England,E92000001,56287000,19095.3571428571,263710.285714286,15893,272154,7.2410361587283,4.68510110175148,33.9249864850803,28.2356494394798,4.83511290351236,7.01637938184158
2020-11-26,331,England,E92000001,56287000,17937.7857142857,262723.642857143,14637,304719,6.82762522596395,4.667572314338,31.868434477385,26.0042283298097,5.41366567768757,5.8866646695105
2020-11-27,332,England,E92000001,56287000,17153.2857142857,258418.214285714,13557,261540,6.63780057520271,4.59108167579928,30.4746845884231,24.0854904329597,4.64654360687193,6.55857066387004
2020-11-28,333,England,E92000001,56287000,16369.3571428571,255515.571428571,13323,249357,6.40640296453837,4.53951305680835,29.0819499046976,23.6697638886421,4.43009931245225,6.56462707798744
2020-11-29,334,England,E92000001,56287000,15516.2142857143,250717.571428571,10054,170272,6.18872231304091,4.45427134913162,27.5662484867097,17.8620285323432,3.02506795530051,9.11260470641931
2020-11-30,335,England,E92000001,56287000,14905.2142857143,249704.357142857,10869,171420,5.96914465420679,4.43627049128319,26.4807402876584,19.3099650007995,3.04546342850036,8.69514309048786
2020-12-01,336,England,E92000001,56287000,14481.5714285714,250723.857142857,11618,249406,5.7759048514957,4.45438302170763,25.7280925055012,20.6406452644483,4.43096985094249,5.80642463636457
2020-12-02,337,England,E92000001,56287000,14205.4285714286,250055,13323,279604,5.68092162581375,4.44250004441523,25.237494574997,23.6697638886421,4.96747028621174,5.08055270004312
2020-12-03,338,England,E92000001,56287000,13612.6428571429,250272.285714286,11992,315099,5.43913314983795,4.44636036232675,24.1843460428569,21.3050970916908,5.59807770888482,4.32011617210555
2020-12-04,339,England,E92000001,56287000,13296,250086.785714286,13412,313715,5.31655439611678,4.44306475232799,23.6217954412209,23.8278821042159,5.57348943805852,4.23824171620739
2020-12-05,340,England,E92000001,56287000,12942.5,250356.142857143,12666,294918,5.16963548499195,4.44785017601121,22.9937641018352,22.5025316680583,5.23954021354842,4.38850799205203
2020-12-06,341,England,E92000001,56287000,12772.9285714286,251800,14294,224241,5.07264836037672,4.47350187432267,22.6925019479251,25.3948513866435,3.98388615488479,5.69607189203962
2020-12-07,342,England,E92000001,56287000,12651.0714285714,252595.142857143,11623,175192,5.00843812176006,4.48762845518757,22.4760094312566,20.649528310267,3.11247712615702,7.22126091863295
2020-12-08,343,England,E92000001,56287000,12694.2857142857,251381.071428571,10459,237698,5.04981765020949,4.4660591509331,22.5527843272616,18.5815552436619,4.22296445005063,5.34051010706262
