date,numDate,location,areaCode,population,Cases_14,Tests_14,new_cases,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct
2020-05-10,131,England,E92000001,56287000,1857.78571428571,24929.7142857143,1007,21548,7.45209388681321,0.44290358849671,3.30055912428396,1.78904542789632,0.382823742604864,8.6216155294492
2020-05-11,132,England,E92000001,56287000,1759.71428571429,25479.6428571429,891,20796,6.90635381186662,0.452673669890789,3.1263245255819,1.58295876490131,0.369463641693464,8.46179210287693
2020-05-12,133,England,E92000001,56287000,1693.85714285714,25942.5,1067,26006,6.52927490741888,0.460896832305861,3.00932212208351,1.89564197772132,0.462024979124842,6.51333208819943
2020-05-13,134,England,E92000001,56287000,1675.5,25787.5714285714,1146,25114,6.4973159827824,0.458144357108594,2.97670865386324,2.03599410165758,0.446177625384192,6.67157760611611
2020-05-14,135,England,E92000001,56287000,1583,25169.8571428571,1189,26159,6.28926891009087,0.447169988502801,2.81237230621636,2.11238829569883,0.46474319114538,6.05145456630605
2020-05-15,136,England,E92000001,56287000,1483.78571428571,24878.9285714286,1112,29335,5.96402578200141,0.442001324842834,2.63610729704144,1.97558939009007,0.521168298186082,5.05807299909908
2020-05-16,137,England,E92000001,56287000,1405.78571428571,25009.6428571429,1136,25494,5.62097476687563,0.444323606821164,2.49753178226893,2.01822801002008,0.452928740206442,5.51418260879311
2020-05-17,138,England,E92000001,56287000,1317.85714285714,24900.8571428571,788,19574,5.29241678427593,0.442390909852313,2.34131707651348,1.39996802103505,0.347753477712438,6.73269205505846
2020-05-18,139,England,E92000001,56287000,1270.07142857143,24952.7142857143,816,23107,5.0899129210106,0.443312208604372,2.25642053861714,1.44971307762005,0.410521079467728,5.49647911269931
2020-05-19,140,England,E92000001,56287000,1199.71428571429,25048.5,857,28611,4.78956538600829,0.445013946381935,2.13142339388187,1.52255405333381,0.508305647840532,4.19319242848655
2020-05-20,141,England,E92000001,56287000,1143.5,25306.6428571429,824,30817,4.51857643250078,0.449600136037502,2.0315525787482,1.46392595093005,0.547497645992858,3.71061427134374
2020-05-21,142,England,E92000001,56287000,1052.14285714286,25510.2857142857,854,30671,4.12438680196223,0.453218073698824,1.86924664157418,1.51722422584256,0.544903796613783,3.43041588843812
2020-05-22,143,England,E92000001,56287000,1008.5,25603.5714285714,1083,28480,3.93890361277724,0.454875396247294,1.79171034164194,1.92406772434132,0.505978289836019,3.54108146067416
2020-05-23,144,England,E92000001,56287000,982.071428571429,25804.2857142857,979,25548,3.80584620494934,0.458441304640249,1.74475709945712,1.73930037131132,0.453888109154867,3.84402469301483
2020-05-24,145,England,E92000001,56287000,951.857142857143,25687.3571428571,584,19911,3.70554719803795,0.456363940925207,1.69107812258096,1.03753975163004,0.353740650594276,4.7805592027379
2020-05-25,146,England,E92000001,56287000,923.5,25619.4285714286,494,19845,3.60468617567025,0.455157115700403,1.64069856272319,0.877644926892533,0.352568088546201,4.65356512975561
2020-05-26,147,England,E92000001,56287000,882.428571428572,25369.7857142857,492,22511,3.47826576608283,0.450721937823755,1.56773068635488,0.874091708565033,0.399932488851778,3.91998832316899
2020-05-27,148,England,E92000001,56287000,844.071428571429,25657.9285714286,609,29148,3.28970994763523,0.455841110228447,1.49958503485961,1.08195498072379,0.517846039049869,2.89581250367582
2020-05-28,149,England,E92000001,56287000,796.214285714286,25904.3571428571,519,29609,3.073669349613,0.460219182810545,1.41456159630871,0.922060155986285,0.526036207294757,2.68909549702552
2020-05-29,150,England,E92000001,56287000,756.785714285714,25961.7857142857,560,30139,2.91499869313414,0.461239464073156,1.34451243499514,0.994901131700037,0.535452235862633,2.51098481796249
2020-05-30,151,England,E92000001,56287000,726.714285714286,25913.8571428571,715,24823,2.80434626813012,0.460387960681101,1.29108725942808,1.2702755520813,0.441007692717679,2.92758444069728
2020-05-31,152,England,E92000001,56287000,693.285714285714,26039.4285714286,320,21332,2.66244596107003,0.462618874188153,1.23169775309701,0.568514932400021,0.378986266811164,3.24997990945863
2020-06-01,153,England,E92000001,56287000,656,26048.9285714286,294,23240,2.51833774353209,0.462787652058709,1.16545561142004,0.52232309414252,0.412883969655516,2.82271944922547
2020-06-02,154,England,E92000001,56287000,626.5,26207.2857142857,444,30828,2.39055660639626,0.465601039570162,1.11304564108942,0.78881446870503,0.547693073000871,2.0322434150772
2020-06-03,155,England,E92000001,56287000,600.642857142857,26252,462,31443,2.28798894233909,0.466395437667668,1.06710760414102,0.820793433652531,0.558619219357933,1.91025938092058
2020-06-04,156,England,E92000001,56287000,570.428571428572,26268.8571428571,431,30907,2.17150128887004,0.466694923212414,1.01342862726486,0.765718549576279,0.549096594240233,1.84562905305779
2020-06-05,157,England,E92000001,56287000,525.285714285714,26339.5,451,29469,1.99428886002283,0.467949970685949,0.933227413586999,0.80125073285128,0.523548954465507,1.78250267835934
2020-06-06,158,England,E92000001,56287000,485.5,26492.7857142857,422,27694,1.83257436660654,0.470673258732669,0.862543749000657,0.749729067102528,0.492014141808943,1.75308731133097
2020-06-07,159,England,E92000001,56287000,460.071428571429,26752,228,23540,1.71976461038961,0.475278483486418,0.817367115979584,0.405066889335015,0.418213797146766,1.9544240805923
2020-06-08,160,England,E92000001,56287000,431.357142857143,27122.7142857143,92,25035,1.59039076367199,0.481864627457749,0.766353052849047,0.163448043065006,0.444774104144829,1.72301634854061
2020-06-09,161,England,E92000001,56287000,442.714285714286,28028.1428571429,651,35187,1.57953485527302,0.49795055442896,0.786530256923065,1.15657256560129,0.625135466448736,1.25817570612523
2020-06-10,162,England,E92000001,56287000,403.714285714286,28395.4285714286,63,34290,1.42175802946148,0.504475786086105,0.717242499536813,0.111926377316254,0.609199282249898,1.17735283089614
2020-06-11,163,England,E92000001,56287000,388.357142857143,28504.0714285714,304,31130,1.36246200417484,0.506405945041865,0.689958858807794,0.54008918578002,0.553058432675396,1.24753338534257
2020-06-12,164,England,E92000001,56287000,376.357142857143,28553.9285714286,392,30837,1.31805731010244,0.507291711610649,0.668639548842793,0.696430792190026,0.547852967825608,1.22047262333282
2020-06-13,165,England,E92000001,56287000,351.857142857143,28964.9285714286,372,30577,1.21476958587849,0.514593575273661,0.625112624330916,0.660898608915025,0.543233783999858,1.15072486789791
2020-06-14,166,England,E92000001,56287000,349.857142857143,29129.2142857143,292,23632,1.201052453477,0.517512290328394,0.621559406003416,0.518769875815019,0.419848277577416,1.48043814682271
2020-06-15,167,England,E92000001,56287000,344.5,29479.8571428571,219,28149,1.16859453670545,0.523741843460429,0.612041856911898,0.389077406861265,0.500097713504006,1.22384454154677
2020-06-16,168,England,E92000001,56287000,330.785714285714,29799.2857142857,252,35300,1.11004578249718,0.529416840732065,0.587676931237611,0.447705509265017,0.627143034803774,0.937070012140834
2020-06-17,169,England,E92000001,56287000,315.785714285714,30060.2857142857,252,35097,1.05050802672724,0.534053790649452,0.56102779378136,0.447705509265017,0.623536518201361,0.89975130149504
2020-06-18,170,England,E92000001,56287000,305.071428571429,30267.3571428571,281,33806,1.00792225476291,0.53773264062496,0.541992695598324,0.499227175013769,0.600600493897348,0.902417998495618
2020-06-19,171,England,E92000001,56287000,295.928571428571,30628.8571428571,323,34530,0.966175688659621,0.544155082751917,0.525749411815466,0.573844759891272,0.613463144242898,0.857018741467047
2020-06-20,172,England,E92000001,56287000,288.928571428571,30665.2142857143,324,28203,0.942203008061717,0.544801007083595,0.513313147669216,0.575621369055022,0.501057082452431,1.02446041707822
2020-06-21,173,England,E92000001,56287000,288,30640,215,23187,0.939947780678851,0.54435304777302,0.511663439160019,0.381970970206264,0.411942366798728,1.24207530081511
2020-06-22,174,England,E92000001,56287000,294.142857142857,30987,178,29893,0.94924599716932,0.550517881571233,0.522576895451627,0.316236431147512,0.531081777319808,0.983985739614148
2020-06-23,175,England,E92000001,56287000,262.642857142857,31194.7142857143,210,38095,0.841946666788788,0.554208152605651,0.4666137067935,0.373087924387514,0.676799260930588,0.689441809011306
2020-06-24,176,England,E92000001,56287000,265.785714285714,31307.5714285714,107,35870,0.848950276747295,0.556213182947598,0.472197335593857,0.190097180521257,0.637269707037149,0.740969373531403
2020-06-25,177,England,E92000001,56287000,262.714285714286,31497,261,33782,0.834093042874832,0.559578588306359,0.466740607448053,0.463694991738767,0.600174107698047,0.777675346972606
2020-06-26,178,England,E92000001,56287000,247.214285714286,31881.5714285714,175,36221,0.775414368354311,0.566410919547523,0.439203165409927,0.310906603656262,0.643505605201912,0.682516456514966
2020-06-27,179,England,E92000001,56287000,234.357142857143,32075.3571428571,192,33290,0.730645466590952,0.569853734305562,0.416361047590283,0.341108959440013,0.591433190612397,0.703986611165944
2020-06-28,180,England,E92000001,56287000,223.642857142857,32085.7857142857,142,23778,0.697015367285469,0.57003900926121,0.397325949407247,0.252278501252509,0.422442126956491,0.940545281953306
2020-06-29,181,England,E92000001,56287000,215.071428571429,32358.9285714286,99,31973,0.664643231609735,0.574891690291338,0.382097870860818,0.175884307211257,0.568035247925809,0.672665776034243
2020-06-30,182,England,E92000001,56287000,211.071428571429,32701.2857142857,196,40093,0.645452996605638,0.580974038664091,0.374991434205818,0.348215396095013,0.712295912022314,0.526454564565956
2020-07-01,183,England,E92000001,56287000,205.714285714286,33201.6428571429,177,42102,0.619590682905106,0.589863429515569,0.365473885114299,0.314459821983762,0.747987990122053,0.488609295791853
2020-07-02,184,England,E92000001,56287000,223,33603.7857142857,523,39436,0.663615706563674,0.597007936366936,0.396183843516265,0.929166592641285,0.700623589816476,0.56547317172127
2020-07-03,185,England,E92000001,56287000,235.785714285714,33979,502,39783,0.693915990128357,0.603674027750635,0.418899060681355,0.891857800202534,0.706788423614689,0.592679572394526
2020-07-04,186,England,E92000001,56287000,254,34404.2142857143,579,34156,0.738281647389543,0.611228423716209,0.451258727592517,1.02865670581129,0.606818625970473,0.743646797048835
2020-07-05,187,England,E92000001,56287000,273.785714285714,34806.0714285714,492,28813,0.786603322490945,0.618367854541394,0.486410208903858,0.874091708565033,0.511894398351307,0.95021592435954
2020-07-06,188,England,E92000001,56287000,284.714285714286,35078.5714285714,331,33708,0.81164732233761,0.623209114512613,0.505826009050555,0.588057633201272,0.598859416916873,0.844649002356371
2020-07-07,189,England,E92000001,56287000,310.571428571429,35303.9285714286,572,41250,0.879707843117419,0.627212830163778,0.551764045998949,1.01622044166504,0.732851280046902,0.752900432900433
2020-07-08,190,England,E92000001,56287000,346.214285714286,35836.2857142857,606,43323,0.966099803072704,0.636670735947656,0.615087472621184,1.07662515323254,0.769680388011441,0.799146609686046
2020-07-09,191,England,E92000001,56287000,371.642857142857,36243.2142857143,617,39479,1.02541362422522,0.643900266237573,0.660264105642257,1.09616785403379,0.701387531756889,0.941368467141663
2020-07-10,192,England,E92000001,56287000,393.428571428571,36596.2857142857,480,41164,1.07505055157822,0.650172965592157,0.698968805281098,0.852772398600032,0.731323396166077,0.955758846148507
2020-07-11,193,England,E92000001,56287000,437.285714285714,37075.2142857143,806,39995,1.17945566252387,0.658681654479974,0.776885807176994,1.43194698598255,0.710554835041839,1.09335095458361
2020-07-12,194,England,E92000001,56287000,471.071428571429,37344.8571428572,615,27553,1.26140910586273,0.663472154189371,0.836909816780835,1.09261463570629,0.489509122888056,1.70969197028065
2020-07-13,195,England,E92000001,56287000,499.5,39646.6428571429,497,64198,1.25987968716501,0.704365890119261,0.887416277293158,0.882974754383783,1.14054755094427,0.778061621857379
2020-07-14,196,England,E92000001,56287000,512.071428571429,43952.6428571429,372,100377,1.16505264594848,0.780866680710339,0.909750792494588,0.660898608915025,1.7833069802974,0.510148169970639
2020-07-15,197,England,E92000001,56287000,535.571428571429,49275.4285714286,506,116621,1.08689349661379,0.875431779477119,0.951501107842714,0.898964236857534,2.07189937285697,0.459240984532313
2020-07-16,198,England,E92000001,56287000,540.857142857143,55697.3571428572,597,129343,0.97106428491734,0.989524350966602,0.960891756279679,1.06063567075879,2.29791959066925,0.418157258496512
2020-07-17,199,England,E92000001,56287000,550.357142857143,62698.5,635,137799,0.87778358789627,1.11390729653384,0.977769543335305,1.12814681898129,2.44814966155595,0.39939124584151
2020-07-18,200,England,E92000001,56287000,565.857142857143,67920.5,796,107264,0.833116868776206,1.20668182706486,1.00530698537343,1.41418089434505,1.90566205340487,0.527536864984658
2020-07-19,201,England,E92000001,56287000,578.714285714286,72064.7857142857,672,86833,0.80304725807235,1.28030958683685,1.02814910319307,1.19388135804004,1.5426830351591,0.666468146573636
2020-07-20,202,England,E92000001,56287000,593.285714285714,74733.7142857143,535,71073,0.793866222167849,1.32772601641079,1.054036836722,0.950485902606286,1.26268943095208,0.834755412443142
2020-07-21,203,England,E92000001,56287000,580.928571428571,79480.2142857143,399,107701,0.730909669342685,1.41205277036819,1.03208302348424,0.708867056336277,1.91342583545046,0.53939013697976
2020-07-22,204,England,E92000001,56287000,574.714285714286,84516.2857142857,519,113828,0.680004191922436,1.50152407686119,1.02104266653807,0.922060155986285,2.02227867891343,0.504897112937314
2020-07-23,205,England,E92000001,56287000,580.785714285714,89541.9285714286,702,109838,0.648618723710441,1.59081010839854,1.03182922217513,1.24717963295255,1.9513919732798,0.528765740714247
2020-07-24,206,England,E92000001,56287000,595.642857142857,95183.0714285714,688,120140,0.62578654817821,1.69103116933877,1.05822455832227,1.22230710466005,2.13441824932933,0.495790625222954
2020-07-25,207,England,E92000001,56287000,588.785714285714,100759.857142857,710,118070,0.584345523089553,1.79010885538148,1.04604209548513,1.26139250626255,2.0976424396397,0.498675120086148
2020-07-26,208,England,E92000001,56287000,596.357142857143,105082,721,88063,0.5675159807171,1.86689644145185,1.05949356486781,1.2809352070638,1.56453532787322,0.677193762257864
2020-07-27,209,England,E92000001,56287000,604.857142857143,105426.357142857,616,69019,0.573724786902706,1.87301432200787,1.07459474275968,1.09439124487004,1.22619787872866,0.876363237452213
2020-07-28,210,England,E92000001,56287000,617.357142857143,106522.571428571,547,115724,0.579555238460528,1.89248976546221,1.09680235730656,0.971805212571286,2.05596318865813,0.533473733069323
2020-07-29,211,England,E92000001,56287000,631.214285714286,107000.785714286,700,123316,0.589915561367707,1.90098576428457,1.12142108428995,1.24362641462505,2.19084335637003,0.511867304903083
2020-07-30,212,England,E92000001,56287000,646.571428571429,107163.071428571,812,131615,0.603352834098633,1.90386894715603,1.14870472501897,1.44260664096505,2.33828415086965,0.491259680561812
2020-07-31,213,England,E92000001,56287000,659.357142857143,106132.714285714,814,123374,0.621257213004204,1.88556352773668,1.17141994218406,1.44615985929255,2.19187378968501,0.53443767962224
2020-08-01,214,England,E92000001,56287000,654.071428571429,106752.357142857,722,115939,0.612699753033222,1.8965721595192,1.1620292937471,1.28271181622755,2.05978289836019,0.564151345596761
2020-08-02,215,England,E92000001,56287000,654.357142857143,108090.285714286,676,105564,0.605380158386111,1.92034192112363,1.16253689636531,1.20098779469505,1.87545969762112,0.619867703816777
2020-08-03,216,England,E92000001,56287000,677.285714285714,110922.928571429,856,110730,0.610591266394105,1.97066691369994,1.20327200647701,1.52077744417006,1.96723932702045,0.611655119918463
2020-08-04,217,England,E92000001,56287000,692.857142857143,111989.5,617,122633,0.618680450271805,1.98961571943788,1.23093634916969,1.09616785403379,2.17870911578162,0.564984256160367
2020-08-05,218,England,E92000001,56287000,713.214285714286,113073.071428571,804,128998,0.630755206967934,2.00886654873366,1.26710303571746,1.42839376765505,2.29179028905431,0.552887863156239
2020-08-06,219,England,E92000001,56287000,722.071428571429,115319.214285714,826,141284,0.626150145961304,2.04877172856458,1.2828387168821,1.46747916925756,2.51006449091264,0.511077990835076
2020-08-07,220,England,E92000001,56287000,729.785714285714,116451.142857143,796,135987,0.626688322999958,2.06888167529168,1.29654398757389,1.41418089434505,2.4159575035088,0.536658441090482
2020-08-08,221,England,E92000001,56287000,727.571428571429,117156.785714286,679,127949,0.621023719740641,2.08141819095503,1.29261006728273,1.2063176221863,2.27315365892657,0.568641746767406
2020-08-09,222,England,E92000001,56287000,746.642857142857,120028.5,988,128267,0.622054642974674,2.13243733011175,1.32649254204853,1.75528985378507,2.2788032760673,0.582100506866815
2020-08-10,223,England,E92000001,56287000,752.571428571429,123317.642857143,699,115067,0.610270688877214,2.19087254352058,1.33702529637648,1.2418498054613,2.04429086645229,0.654028894966783
2020-08-11,224,England,E92000001,56287000,787.428571428572,124047.214285714,1035,125938,0.634781341896893,2.20383417637668,1.39895281579862,1.83879048448132,2.23742604864356,0.625250973835198
2020-08-12,225,England,E92000001,56287000,803.5,125882.142857143,925,149005,0.638295457769456,2.23643368552495,1.42750546307318,1.64336347646881,2.64723648444579,0.539243649541962
2020-08-13,226,England,E92000001,56287000,821.142857142857,126080.357142857,1059,134390,0.651285319736563,2.23995517868881,1.45884992474791,1.88142910441132,2.38758505516371,0.611014850169549
2020-08-14,227,England,E92000001,56287000,854.714285714286,127317.5,1284,140694,0.671325061923369,2.26193437205749,1.51849323238809,2.28116616625509,2.49958249684652,0.607498746012115
2020-08-15,228,England,E92000001,56287000,869.857142857143,129831.071428571,934,151129,0.669991499943608,2.30659071239489,1.54539617115345,1.65935295894256,2.68497166308384,0.575572618661635
2020-08-16,229,England,E92000001,56287000,889.571428571429,132410.571428571,952,141677,0.671828101770036,2.35241834577383,1.58042075181024,1.69133192389006,2.51704656492618,0.627886974294648
2020-08-17,230,England,E92000001,56287000,873.714285714286,133054.785714286,634,119749,0.656657542247635,2.36386351580802,1.55224880649934,1.12637020981754,2.12747170749907,0.729621362779051
2020-08-18,231,England,E92000001,56287000,899.285714285714,133833.857142857,975,133540,0.671941863952854,2.37770457020017,1.59767924082952,1.73219393465632,2.37248387727184,0.673420483964141
2020-08-19,232,England,E92000001,56287000,892.357142857143,135325.142857143,707,149876,0.659417107580051,2.40419888885787,1.58536987733783,1.2560626787713,2.66271075026205,0.595396956722319
2020-08-20,233,England,E92000001,56287000,907.285714285714,135762,1035,147400,0.668291358617076,2.41196013289037,1.61189211413952,1.83879048448132,2.6187219073676,0.615526264779996
2020-08-21,234,England,E92000001,56287000,915.285714285714,137072.714285714,908,154337,0.667737353167089,2.43524640300095,1.62610498744953,1.61316112068506,2.74196528505694,0.593043608652309
2020-08-22,235,England,E92000001,56287000,942.5,137927.928571429,1060,139922,0.683327887079743,2.45044021837065,1.67445413683444,1.88320571357507,2.48586707410237,0.6735895713326
2020-08-23,236,England,E92000001,56287000,938.928571428571,138450.714285714,938,135586,0.678168094886783,2.45972807727742,1.66810910410676,1.66645939559756,2.40883330076217,0.69249669687768
2020-08-24,237,England,E92000001,56287000,943.142857142857,138155,758,110927,0.682670085876629,2.4544743901789,1.67559624272542,1.34666974612255,1.97073924707304,0.850237414824936
2020-08-25,238,England,E92000001,56287000,945.285714285714,138423.571428571,1065,129698,0.682893602968116,2.45924585479012,1.67940326236203,1.89208875939382,2.30422655320056,0.728835999233384
2020-08-26,239,England,E92000001,56287000,941.714285714286,138354.142857143,875,148033,0.680654923854828,2.45801238042786,1.67305822963435,1.55453301828131,2.62996784337414,0.636151591681778
2020-08-27,240,England,E92000001,56287000,962.5,139577.714285714,1350,151520,0.689579998444287,2.47975046255289,1.70998632010944,2.39842237106259,2.6919182049141,0.635229672650475
2020-08-28,241,England,E92000001,56287000,949.785714285714,139299.428571429,1106,136798,0.681830301836947,2.47480641305148,1.6873980035989,1.96492973510757,2.43036580382682,0.694297953395309
2020-08-29,242,England,E92000001,56287000,946.714285714286,137963,891,132419,0.686208828246911,2.4510633005845,1.6819412754531,1.58295876490131,2.3525680885462,0.714938404393845
2020-08-30,243,England,E92000001,56287000,984.928571428572,137213.142857143,1487,131179,0.717809206115199,2.43774126986947,1.74983312563926,2.64181782649635,2.3305381349157,0.75082793086437
2020-08-31,244,England,E92000001,56287000,1021.71428571429,137779.142857143,1149,127673,0.741559473028263,2.4477968777363,1.81518696273435,2.04132392914883,2.26825021763462,0.800258696603265
2020-09-01,245,England,E92000001,56287000,1026.42857142857,137117.928571429,1041,124283,0.74857356884142,2.43604968414427,1.82356240593489,1.84945013946382,2.2080231669835,0.82588010542759
2020-09-02,246,England,E92000001,56287000,1064.42857142857,136931.285714286,1239,147263,0.777345050019874,2.43273377004079,1.89107355415739,2.20121875388633,2.61628795281326,0.72280788210791
2020-09-03,247,England,E92000001,56287000,1098.14285714286,137109.357142857,1507,149893,0.800924809237256,2.43589740335881,1.95097066310668,2.67735000977135,2.66301277381989,0.732617838820263
2020-09-04,248,England,E92000001,56287000,1152.5,137536.071428571,1669,160311,0.837961989192446,2.44347844846184,2.04754206122195,2.96516069429886,2.84809991649937,0.718915108757353
