date,numDate,location,areaCode,population,Cases_14,Tests_14,new_cases,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct,CumulPos,CumulPosPct
2020-05-05,126,England,E92000001,56287000,2307.214286,21624,1842,27270,10.66969241,0.384173966,4.099018043,3.27251408,0.484481319,8.460631777,109824,0.195114325
2020-05-06,127,England,E92000001,56287000,2206.571429,22407.57143,1611,27203,9.847436772,0.398094967,3.92021502,2.862117363,0.483290991,8.111500307,111435,0.197976442
2020-05-07,128,England,E92000001,56287000,2138.642857,23184.21429,2133,27820,9.224564744,0.411892876,3.799532498,3.789507346,0.494252669,7.687429393,113568,0.20176595
2020-05-08,129,England,E92000001,56287000,2045.071429,23876,1694,27174,8.565385444,0.424183204,3.633292641,3.009575923,0.482775774,7.525838774,115262,0.204775525
2020-05-09,130,England,E92000001,56287000,1939.571429,24440.5,1349,22738,7.935890954,0.434212163,3.445860374,2.396645762,0.403965392,8.530088084,116611,0.207172171
2020-05-10,131,England,E92000001,56287000,1857.785714,24929.71429,1007,21548,7.452093887,0.442903588,3.300559124,1.789045428,0.382823743,8.621615529,117618,0.208961217
2020-05-11,132,England,E92000001,56287000,1759.714286,25479.64286,891,20796,6.906353812,0.45267367,3.126324526,1.582958765,0.369463642,8.461792103,118509,0.210544175
2020-05-12,133,England,E92000001,56287000,1693.857143,25942.5,1067,26006,6.529274907,0.460896832,3.009322122,1.895641978,0.462024979,6.513332088,119576,0.212439817
2020-05-13,134,England,E92000001,56287000,1675.5,25787.57143,1146,25114,6.497315983,0.458144357,2.976708654,2.035994102,0.446177625,6.671577606,120722,0.214475811
2020-05-14,135,England,E92000001,56287000,1583,25169.85714,1189,26159,6.28926891,0.447169989,2.812372306,2.112388296,0.464743191,6.051454566,121911,0.2165882
2020-05-15,136,England,E92000001,56287000,1483.785714,24878.92857,1112,29335,5.964025782,0.442001325,2.636107297,1.97558939,0.521168298,5.058072999,123023,0.218563789
2020-05-16,137,England,E92000001,56287000,1405.785714,25009.64286,1136,25494,5.620974767,0.444323607,2.497531782,2.01822801,0.45292874,5.514182609,124159,0.220582017
2020-05-17,138,England,E92000001,56287000,1317.857143,24900.85714,788,19574,5.292416784,0.44239091,2.341317077,1.399968021,0.347753478,6.732692055,124947,0.221981985
2020-05-18,139,England,E92000001,56287000,1270.071429,24952.71429,816,23107,5.089912921,0.443312209,2.256420539,1.449713078,0.410521079,5.496479113,125763,0.223431698
2020-05-19,140,England,E92000001,56287000,1199.714286,25048.5,857,28611,4.789565386,0.445013946,2.131423394,1.522554053,0.508305648,4.193192428,126620,0.224954252
2020-05-20,141,England,E92000001,56287000,1143.5,25306.64286,824,30817,4.518576433,0.449600136,2.031552579,1.463925951,0.547497646,3.710614271,127444,0.226418178
2020-05-21,142,England,E92000001,56287000,1052.142857,25510.28571,854,30671,4.124386802,0.453218074,1.869246642,1.517224226,0.544903797,3.430415888,128298,0.227935402
2020-05-22,143,England,E92000001,56287000,1008.5,25603.57143,1083,28480,3.938903613,0.454875396,1.791710342,1.924067724,0.50597829,3.541081461,129381,0.22985947
2020-05-23,144,England,E92000001,56287000,982.0714286,25804.28571,979,25548,3.805846205,0.458441305,1.744757099,1.739300371,0.453888109,3.844024693,130360,0.231598771
2020-05-24,145,England,E92000001,56287000,951.8571429,25687.35714,584,19911,3.705547198,0.456363941,1.691078123,1.037539752,0.353740651,4.780559203,130944,0.23263631
2020-05-25,146,England,E92000001,56287000,923.5,25619.42857,494,19845,3.604686176,0.455157116,1.640698563,0.877644927,0.352568089,4.65356513,131438,0.233513955
2020-05-26,147,England,E92000001,56287000,882.4285714,25369.78571,492,22511,3.478265766,0.450721938,1.567730686,0.874091709,0.399932489,3.919988323,131930,0.234388047
2020-05-27,148,England,E92000001,56287000,844.0714286,25657.92857,609,29148,3.289709948,0.45584111,1.499585035,1.081954981,0.517846039,2.895812504,132539,0.235470002
2020-05-28,149,England,E92000001,56287000,796.2142857,25904.35714,519,29609,3.07366935,0.460219183,1.414561596,0.922060156,0.526036207,2.689095497,133058,0.236392062
2020-05-29,150,England,E92000001,56287000,756.7857143,25961.78571,560,30139,2.914998693,0.461239464,1.344512435,0.994901132,0.535452236,2.510984818,133618,0.237386963
2020-05-30,151,England,E92000001,56287000,726.7142857,25913.85714,715,24823,2.804346268,0.460387961,1.291087259,1.270275552,0.441007693,2.927584441,134333,0.238657239
2020-05-31,152,England,E92000001,56287000,693.2857143,26039.42857,320,21332,2.662445961,0.462618874,1.231697753,0.568514932,0.378986267,3.249979909,134653,0.239225754
2020-06-01,153,England,E92000001,56287000,656,26048.92857,294,23240,2.518337744,0.462787652,1.165455611,0.522323094,0.41288397,2.822719449,134947,0.239748077
2020-06-02,154,England,E92000001,56287000,626.5,26207.28571,444,30828,2.390556606,0.46560104,1.113045641,0.788814469,0.547693073,2.032243415,135391,0.240536891
2020-06-03,155,England,E92000001,56287000,600.6428571,26252,462,31443,2.287988942,0.466395438,1.067107604,0.820793434,0.558619219,1.910259381,135853,0.241357685
2020-06-04,156,England,E92000001,56287000,570.4285714,26268.85714,431,30907,2.171501289,0.466694923,1.013428627,0.76571855,0.549096594,1.845629053,136284,0.242123403
2020-06-05,157,England,E92000001,56287000,525.2857143,26339.5,451,29469,1.99428886,0.467949971,0.933227414,0.801250733,0.523548954,1.782502678,136735,0.242924654
2020-06-06,158,England,E92000001,56287000,485.5,26492.78571,422,27694,1.832574367,0.470673259,0.862543749,0.749729067,0.492014142,1.753087311,137157,0.243674383
2020-06-07,159,England,E92000001,56287000,460.0714286,26752,228,23540,1.71976461,0.475278483,0.817367116,0.405066889,0.418213797,1.954424081,137385,0.24407945
2020-06-08,160,England,E92000001,56287000,431.3571429,27122.71429,92,25035,1.590390764,0.481864627,0.766353053,0.163448043,0.444774104,1.723016349,137477,0.244242898
2020-06-09,161,England,E92000001,56287000,442.7142857,28028.14286,651,35187,1.579534855,0.497950554,0.786530257,1.156572566,0.625135466,1.258175706,138128,0.245399471
2020-06-10,162,England,E92000001,56287000,403.7142857,28395.42857,63,34290,1.421758029,0.504475786,0.7172425,0.111926377,0.609199282,1.177352831,138191,0.245511397
2020-06-11,163,England,E92000001,56287000,388.3571429,28504.07143,304,31130,1.362462004,0.506405945,0.689958859,0.540089186,0.553058433,1.247533385,138495,0.246051486
2020-06-12,164,England,E92000001,56287000,376.3571429,28553.92857,392,30837,1.31805731,0.507291712,0.668639549,0.696430792,0.547852968,1.220472623,138887,0.246747917
2020-06-13,165,England,E92000001,56287000,351.8571429,28964.92857,372,30577,1.214769586,0.514593575,0.625112624,0.660898609,0.543233784,1.150724868,139259,0.247408816
2020-06-14,166,England,E92000001,56287000,349.8571429,29129.21429,292,23632,1.201052453,0.51751229,0.621559406,0.518769876,0.419848278,1.480438147,139551,0.247927585
2020-06-15,167,England,E92000001,56287000,344.5,29479.85714,219,28149,1.168594537,0.523741843,0.612041857,0.389077407,0.500097714,1.223844542,139770,0.248316663
2020-06-16,168,England,E92000001,56287000,330.7857143,29799.28571,252,35300,1.110045782,0.529416841,0.587676931,0.447705509,0.627143035,0.937070012,140022,0.248764368
2020-06-17,169,England,E92000001,56287000,315.7857143,30060.28571,252,35097,1.050508027,0.534053791,0.561027794,0.447705509,0.623536518,0.899751301,140274,0.249212074
2020-06-18,170,England,E92000001,56287000,305.0714286,30267.35714,281,33806,1.007922255,0.537732641,0.541992696,0.499227175,0.600600494,0.902417998,140555,0.249711301
2020-06-19,171,England,E92000001,56287000,295.9285714,30628.85714,323,34530,0.966175689,0.544155083,0.525749412,0.57384476,0.613463144,0.857018741,140878,0.250285146
2020-06-20,172,England,E92000001,56287000,288.9285714,30665.21429,324,28203,0.942203008,0.544801007,0.513313148,0.575621369,0.501057082,1.024460417,141202,0.250860767
2020-06-21,173,England,E92000001,56287000,288,30640,215,23187,0.939947781,0.544353048,0.511663439,0.38197097,0.411942367,1.242075301,141417,0.251242738
2020-06-22,174,England,E92000001,56287000,294.1428571,30987,178,29893,0.949245997,0.550517882,0.522576895,0.316236431,0.531081777,0.98398574,141595,0.251558975
2020-06-23,175,England,E92000001,56287000,262.6428571,31194.71429,210,38095,0.841946667,0.554208153,0.466613707,0.373087924,0.676799261,0.689441809,141805,0.251932062
2020-06-24,176,England,E92000001,56287000,265.7857143,31307.57143,107,35870,0.848950277,0.556213183,0.472197336,0.190097181,0.637269707,0.740969374,141912,0.25212216
2020-06-25,177,England,E92000001,56287000,262.7142857,31497,261,33782,0.834093043,0.559578588,0.466740607,0.463694992,0.600174108,0.777675347,142173,0.252585855
2020-06-26,178,England,E92000001,56287000,247.2142857,31881.57143,175,36221,0.775414368,0.56641092,0.439203165,0.310906604,0.643505605,0.682516457,142348,0.252896761
2020-06-27,179,England,E92000001,56287000,234.3571429,32075.35714,192,33290,0.730645467,0.569853734,0.416361048,0.341108959,0.591433191,0.703986611,142540,0.25323787
2020-06-28,180,England,E92000001,56287000,223.6428571,32085.78571,142,23778,0.697015367,0.570039009,0.397325949,0.252278501,0.422442127,0.940545282,142682,0.253490149
2020-06-29,181,England,E92000001,56287000,215.0714286,32358.92857,99,31973,0.664643232,0.57489169,0.382097871,0.175884307,0.568035248,0.672665776,142781,0.253666033
2020-06-30,182,England,E92000001,56287000,211.0714286,32701.28571,196,40093,0.645452997,0.580974039,0.374991434,0.348215396,0.712295912,0.526454565,142977,0.254014248
2020-07-01,183,England,E92000001,56287000,205.7142857,33201.64286,177,42102,0.619590683,0.58986343,0.365473885,0.314459822,0.74798799,0.488609296,143154,0.254328708
2020-07-02,184,England,E92000001,56287000,223,33603.78571,523,39436,0.663615707,0.597007936,0.396183844,0.929166593,0.70062359,0.565473172,143677,0.255257875
2020-07-03,185,England,E92000001,56287000,235.7857143,33979,502,39783,0.69391599,0.603674028,0.418899061,0.8918578,0.706788424,0.592679572,144179,0.256149733
2020-07-04,186,England,E92000001,56287000,254,34404.21429,579,34156,0.738281647,0.611228424,0.451258728,1.028656706,0.606818626,0.743646797,144758,0.257178389
2020-07-05,187,England,E92000001,56287000,273.7857143,34806.07143,492,28813,0.786603322,0.618367855,0.486410209,0.874091709,0.511894398,0.950215924,145250,0.258052481
2020-07-06,188,England,E92000001,56287000,284.7142857,35078.57143,331,33708,0.811647322,0.623209115,0.505826009,0.588057633,0.598859417,0.844649002,145581,0.258640539
2020-07-07,189,England,E92000001,56287000,310.5714286,35303.92857,572,41250,0.879707843,0.62721283,0.551764046,1.016220442,0.73285128,0.752900433,146153,0.259656759
2020-07-08,190,England,E92000001,56287000,346.2142857,35836.28571,606,43323,0.966099803,0.636670736,0.615087473,1.076625153,0.769680388,0.79914661,146759,0.260733384
2020-07-09,191,England,E92000001,56287000,371.6428571,36243.21429,617,39479,1.025413624,0.643900266,0.660264106,1.096167854,0.701387532,0.941368467,147376,0.261829552
2020-07-10,192,England,E92000001,56287000,393.4285714,36596.28571,480,41164,1.075050552,0.650172966,0.698968805,0.852772399,0.731323396,0.955758846,147856,0.262682325
2020-07-11,193,England,E92000001,56287000,437.2857143,37075.21429,806,39995,1.179455663,0.658681654,0.776885807,1.431946986,0.710554835,1.093350955,148662,0.264114272
2020-07-12,194,England,E92000001,56287000,471.0714286,37344.85714,615,27553,1.261409106,0.663472154,0.836909817,1.092614636,0.489509123,1.70969197,149277,0.265206886
2020-07-13,195,England,E92000001,56287000,499.5,39646.64286,497,64198,1.259879687,0.70436589,0.887416277,0.882974754,1.140547551,0.778061622,149774,0.266089861
2020-07-14,196,England,E92000001,56287000,512.0714286,43952.64286,372,100377,1.165052646,0.780866681,0.909750792,0.660898609,1.78330698,0.51014817,150146,0.26675076
2020-07-15,197,England,E92000001,56287000,535.5714286,49275.42857,506,116621,1.086893497,0.875431779,0.951501108,0.898964237,2.071899373,0.459240985,150652,0.267649724
2020-07-16,198,England,E92000001,56287000,540.8571429,55697.35714,597,129343,0.971064285,0.989524351,0.960891756,1.060635671,2.297919591,0.418157258,151249,0.268710359
2020-07-17,199,England,E92000001,56287000,550.3571429,62698.5,635,137799,0.877783588,1.113907297,0.977769543,1.128146819,2.448149662,0.399391246,151884,0.269838506
2020-07-18,200,England,E92000001,56287000,565.8571429,67920.5,796,107264,0.833116869,1.206681827,1.005306985,1.414180894,1.905662053,0.527536865,152680,0.271252687
2020-07-19,201,England,E92000001,56287000,578.7142857,72064.78571,672,86833,0.803047258,1.280309587,1.028149103,1.193881358,1.542683035,0.666468147,153352,0.272446568
2020-07-20,202,England,E92000001,56287000,593.2857143,74733.71429,535,71073,0.793866222,1.327726016,1.054036837,0.950485903,1.262689431,0.834755412,153887,0.273397054
2020-07-21,203,England,E92000001,56287000,580.9285714,79480.21429,399,107701,0.730909669,1.41205277,1.032083023,0.708867056,1.913425835,0.539390137,154286,0.274105921
2020-07-22,204,England,E92000001,56287000,574.7142857,84516.28571,519,113828,0.680004192,1.501524077,1.021042667,0.922060156,2.022278679,0.504897113,154805,0.275027982
2020-07-23,205,England,E92000001,56287000,580.7857143,89541.92857,702,109838,0.648618724,1.590810108,1.031829222,1.247179633,1.951391973,0.528765741,155507,0.276275161
2020-07-24,206,England,E92000001,56287000,595.6428571,95183.07143,688,120140,0.625786548,1.691031169,1.058224558,1.222307105,2.134418249,0.495790625,156195,0.277497468
2020-07-25,207,England,E92000001,56287000,588.7857143,100759.8571,710,118070,0.584345523,1.790108855,1.046042095,1.261392506,2.09764244,0.49867512,156905,0.278758861
2020-07-26,208,England,E92000001,56287000,596.3571429,105082,721,88063,0.567515981,1.866896441,1.059493565,1.280935207,1.564535328,0.677193762,157626,0.280039796
2020-07-27,209,England,E92000001,56287000,604.8571429,105426.3571,616,69019,0.573724787,1.873014322,1.074594743,1.094391245,1.226197879,0.876363237,158242,0.281134187
2020-07-28,210,England,E92000001,56287000,617.3571429,106522.5714,547,115724,0.579555238,1.892489765,1.096802357,0.971805213,2.055963189,0.533473733,158789,0.282105993
2020-07-29,211,England,E92000001,56287000,631.2142857,107000.7857,700,123316,0.589915561,1.900985764,1.121421084,1.243626415,2.190843356,0.511867305,159489,0.283349619
2020-07-30,212,England,E92000001,56287000,646.5714286,107163.0714,812,131615,0.603352834,1.903868947,1.148704725,1.442606641,2.338284151,0.491259681,160301,0.284792226
2020-07-31,213,England,E92000001,56287000,659.3571429,106132.7143,814,123374,0.621257213,1.885563528,1.171419942,1.446159859,2.19187379,0.53443768,161115,0.286238385
2020-08-01,214,England,E92000001,56287000,654.0714286,106752.3571,722,115939,0.612699753,1.89657216,1.162029294,1.282711816,2.059782898,0.564151346,161837,0.287521097
2020-08-02,215,England,E92000001,56287000,654.3571429,108090.2857,676,105564,0.605380158,1.920341921,1.162536896,1.200987795,1.875459698,0.619867704,162513,0.288722085
2020-08-03,216,England,E92000001,56287000,677.2857143,110922.9286,856,110730,0.610591266,1.970666914,1.203272006,1.520777444,1.967239327,0.61165512,163369,0.290242862
2020-08-04,217,England,E92000001,56287000,692.8571429,111989.5,617,122633,0.61868045,1.989615719,1.230936349,1.096167854,2.178709116,0.564984256,163986,0.29133903
2020-08-05,218,England,E92000001,56287000,713.2142857,113073.0714,804,128998,0.630755207,2.008866549,1.267103036,1.428393768,2.291790289,0.552887863,164790,0.292767424
2020-08-06,219,England,E92000001,56287000,722.0714286,115319.2143,826,141284,0.626150146,2.048771729,1.282838717,1.467479169,2.510064491,0.511077991,165616,0.294234903
2020-08-07,220,England,E92000001,56287000,729.7857143,116451.1429,796,135987,0.626688323,2.068881675,1.296543988,1.414180894,2.415957504,0.536658441,166412,0.295649084
2020-08-08,221,England,E92000001,56287000,727.5714286,117156.7857,679,127949,0.62102372,2.081418191,1.292610067,1.206317622,2.273153659,0.568641747,167091,0.296855402
2020-08-09,222,England,E92000001,56287000,746.6428571,120028.5,988,128267,0.622054643,2.13243733,1.326492542,1.755289854,2.278803276,0.582100507,168079,0.298610692
2020-08-10,223,England,E92000001,56287000,752.5714286,123317.6429,699,115067,0.610270689,2.190872544,1.337025296,1.241849805,2.044290866,0.654028895,168778,0.299852541
2020-08-11,224,England,E92000001,56287000,787.4285714,124047.2143,1035,125938,0.634781342,2.203834176,1.398952816,1.838790484,2.237426049,0.625250974,169813,0.301691332
2020-08-12,225,England,E92000001,56287000,803.5,125882.1429,925,149005,0.638295458,2.236433686,1.427505463,1.643363476,2.647236484,0.53924365,170738,0.303334695
2020-08-13,226,England,E92000001,56287000,821.1428571,126080.3571,1059,134390,0.65128532,2.239955179,1.458849925,1.881429104,2.387585055,0.61101485,171797,0.305216125
2020-08-14,227,England,E92000001,56287000,854.7142857,127317.5,1284,140694,0.671325062,2.261934372,1.518493232,2.281166166,2.499582497,0.607498746,173081,0.307497291
2020-08-15,228,England,E92000001,56287000,869.8571429,129831.0714,934,151129,0.6699915,2.306590712,1.545396171,1.659352959,2.684971663,0.575572619,174015,0.309156644
2020-08-16,229,England,E92000001,56287000,889.5714286,132410.5714,952,141677,0.671828102,2.352418346,1.580420752,1.691331924,2.517046565,0.627886974,174967,0.310847976
2020-08-17,230,England,E92000001,56287000,873.7142857,133054.7857,634,119749,0.656657542,2.363863516,1.552248806,1.12637021,2.127471707,0.729621363,175601,0.311974346
2020-08-18,231,England,E92000001,56287000,899.2857143,133833.8571,975,133540,0.671941864,2.37770457,1.597679241,1.732193935,2.372483877,0.673420484,176576,0.31370654
2020-08-19,232,England,E92000001,56287000,892.3571429,135325.1429,707,149876,0.659417108,2.404198889,1.585369877,1.256062679,2.66271075,0.595396957,177283,0.314962602
2020-08-20,233,England,E92000001,56287000,907.2857143,135762,1035,147400,0.668291359,2.411960133,1.611892114,1.838790484,2.618721907,0.615526265,178318,0.316801393
2020-08-21,234,England,E92000001,56287000,915.2857143,137072.7143,908,154337,0.667737353,2.435246403,1.626104987,1.613161121,2.741965285,0.593043609,179226,0.318414554
2020-08-22,235,England,E92000001,56287000,942.5,137927.9286,1060,139922,0.683327887,2.450440218,1.674454137,1.883205714,2.485867074,0.673589571,180286,0.32029776
2020-08-23,236,England,E92000001,56287000,938.9285714,138450.7143,938,135586,0.678168095,2.459728077,1.668109104,1.666459396,2.408833301,0.692496697,181224,0.321964219
2020-08-24,237,England,E92000001,56287000,943.1428571,138155,758,110927,0.682670086,2.45447439,1.675596243,1.346669746,1.970739247,0.850237415,181982,0.323310889
2020-08-25,238,England,E92000001,56287000,945.2857143,138423.5714,1065,129698,0.682893603,2.459245855,1.679403262,1.892088759,2.304226553,0.728835999,183047,0.325202978
2020-08-26,239,England,E92000001,56287000,941.7142857,138354.1429,875,148033,0.680654924,2.45801238,1.67305823,1.554533018,2.629967843,0.636151592,183922,0.326757511
2020-08-27,240,England,E92000001,56287000,962.5,139577.7143,1350,151520,0.689579998,2.479750463,1.70998632,2.398422371,2.691918205,0.635229673,185272,0.329155933
2020-08-28,241,England,E92000001,56287000,949.7857143,139299.4286,1106,136798,0.681830302,2.474806413,1.687398004,1.964929735,2.430365804,0.694297953,186378,0.331120863
2020-08-29,242,England,E92000001,56287000,946.7142857,137963,891,132419,0.686208828,2.451063301,1.681941275,1.582958765,2.352568089,0.714938404,187269,0.332703821
2020-08-30,243,England,E92000001,56287000,984.9285714,137213.1429,1487,131179,0.717809206,2.43774127,1.749833126,2.641817826,2.330538135,0.750827931,188756,0.335345639
2020-08-31,244,England,E92000001,56287000,1021.714286,137779.1429,1149,127673,0.741559473,2.447796878,1.815186963,2.041323929,2.268250218,0.800258697,189905,0.337386963
2020-09-01,245,England,E92000001,56287000,1026.428571,137117.9286,1041,124283,0.748573569,2.436049684,1.823562406,1.849450139,2.208023167,0.825880105,190946,0.339236413
2020-09-02,246,England,E92000001,56287000,1064.428571,136931.2857,1239,147263,0.77734505,2.43273377,1.891073554,2.201218754,2.616287953,0.722807882,192185,0.341437632
2020-09-03,247,England,E92000001,56287000,1098.142857,137109.3571,1507,149893,0.800924809,2.435897403,1.950970663,2.67735001,2.663012774,0.732617839,193692,0.344114982
2020-09-04,248,England,E92000001,56287000,1152.5,137536.0714,1669,160311,0.837961989,2.443478448,2.047542061,2.965160694,2.848099916,0.718915109,195361,0.347080143
2020-09-05,249,England,E92000001,56287000,1182.285714,137267.1429,1477,136157,0.861302778,2.438700639,2.100459634,2.624051735,2.418977739,0.868325326,196838,0.349704195
2020-09-06,250,England,E92000001,56287000,1299.285714,137929.1429,2576,144854,0.941995062,2.450461791,2.308322906,4.576545206,2.573489438,0.896962262,199414,0.35428074
2020-09-07,251,England,E92000001,56287000,1425.714286,140691.9286,2528,149606,1.013358975,2.499545696,2.532937065,4.491267966,2.657913906,0.95297935,201942,0.358772008
2020-09-08,252,England,E92000001,56287000,1499.214286,142745.0714,2094,158442,1.05027394,2.53602202,2.663517838,3.720219589,2.814895091,0.946222773,204036,0.362492227
2020-09-09,253,England,E92000001,56287000,1600,144478.7857,2286,172305,1.107429019,2.566823347,2.842574662,4.061328548,3.06118642,0.928585938,206322,0.366553556
2020-09-10,254,England,E92000001,56287000,1687.714286,147431.0714,2578,192852,1.14474803,2.619273925,2.998408666,4.580098424,3.426226304,0.875134448,208900,0.371133654
2020-09-11,255,England,E92000001,56287000,1833.214286,152053.3571,3143,201510,1.20563881,2.701393877,3.256905299,5.583882602,3.580045126,0.909738616,212043,0.376717537
2020-09-12,256,England,E92000001,56287000,1984.428571,155837.8571,3008,185402,1.273393133,2.768629651,3.525553985,5.344040365,3.293868922,1.070338277,215051,0.382061577
2020-09-13,257,England,E92000001,56287000,2080.857143,159703.0714,2837,185292,1.30295374,2.837299402,3.696869868,5.040240198,3.291914652,1.123015102,217888,0.387101817
2020-09-14,258,England,E92000001,56287000,2160.142857,163322.4286,2259,178344,1.322624747,2.901601232,3.837729595,4.013360101,3.168475847,1.211222613,220147,0.391115178
2020-09-15,259,England,E92000001,56287000,2275,168290.7857,2649,193840,1.351826834,2.989869521,4.041785848,4.706237675,3.443779203,1.17364837,222796,0.395821415
