date,numDate,location,areaCode,population,Cases_14,Tests_14,new_cases,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct,CumulPos,CumulPosPct
2020-09-16,260,England,E92000001,56287000,2429.071429,172141.7857,3396,201177,1.411087621,3.05828674,4.315510559,6.03336472,3.574129017,1.207429989,226192,0.40185478
2020-09-17,261,England,E92000001,56287000,2520.571429,175622.0714,2788,198617,1.435224746,3.120117815,4.478070298,4.953186349,3.528647823,1.269061273,228980,0.406807966
2020-09-18,262,England,E92000001,56287000,2670.714286,179139.4286,3771,209554,1.490857879,3.182607504,4.744815474,6.699593157,3.722955567,1.274475451,232751,0.413507559
2020-09-19,263,England,E92000001,56287000,2825.071429,184445.6429,3638,210444,1.531655281,3.276878193,5.019047788,6.463304138,3.738767389,1.34243382,236389,0.419970864
2020-09-20,264,England,E92000001,56287000,2875.285714,187750.7143,3279,191125,1.531437963,3.335596395,5.108258948,5.825501448,3.395544264,1.504400635,239668,0.425796365
2020-09-21,265,England,E92000001,56287000,2962.857143,188642.6429,3754,162093,1.570618975,3.35144248,5.263839151,6.669390801,2.879759092,1.827874827,243422,0.432465756
2020-09-22,266,England,E92000001,56287000,3112.357143,190805.5714,4187,188723,1.631166805,3.389869267,5.529442221,7.438662569,3.352870112,1.649166844,247609,0.439904418
2020-09-23,267,England,E92000001,56287000,3312.142857,192755.2143,5083,199600,1.718315569,3.424506801,5.884383352,9.030504379,3.546111891,1.659390209,252692,0.448934923
2020-09-24,268,England,E92000001,56287000,3530.285714,194006.8571,5632,210375,1.819670586,3.446743602,6.271937951,10.00586281,3.737541528,1.678091843,258324,0.458940786
2020-09-25,269,England,E92000001,56287000,3714.571429,195383.2857,5723,220780,1.901171543,3.471197358,6.599341639,10.16753424,3.922397712,1.682476415,264047,0.46910832
2020-09-26,270,England,E92000001,56287000,3831.071429,196445.0714,4639,200267,1.95019982,3.490061141,6.806316607,8.241689911,3.557961874,1.912981883,268686,0.47735001
2020-09-27,271,England,E92000001,56287000,3971.285714,197304.5714,4800,197325,2.012769236,3.505331096,7.055422592,8.527723986,3.505694032,2.012560859,273486,0.485877734
2020-09-28,272,England,E92000001,56287000,4046.785714,196720.4286,3316,170166,2.057125304,3.494953161,7.189556584,5.891235987,3.02318475,2.378140001,276802,0.49176897
2020-09-29,273,England,E92000001,56287000,4261.214286,195698.7143,5651,179536,2.177436015,3.476801291,7.570512349,10.03961838,3.189653028,2.373459521,282453,0.501808588
2020-09-30,274,England,E92000001,56287000,4422.642857,195926.5,5656,204366,2.257296924,3.480848153,7.857307828,10.04850143,3.630785084,2.164079572,288109,0.51185709
2020-10-01,275,England,E92000001,56287000,4622.714286,196247.2857,5589,203108,2.355555782,3.486547262,8.212756561,9.929468616,3.60843534,2.275988285,293698,0.521786558
2020-10-02,276,England,E92000001,56287000,4696,196140.2857,4797,208056,2.394204731,3.48464629,8.342956633,8.522394159,3.696341962,2.257084631,298495,0.530308952
2020-10-03,277,England,E92000001,56287000,5208,197126.3571,10806,224249,2.641960251,3.502164925,9.252580525,19.19803862,3.984028284,2.322418383,309301,0.549506991
2020-10-04,278,England,E92000001,56287000,6495.857143,197056.7857,21309,190151,3.296439206,3.500928913,11.54059933,37.85776467,3.378240091,3.416157234,330610,0.587364756
2020-10-05,279,England,E92000001,56287000,6990.928571,199845.7143,10685,201138,3.498162868,3.550477273,12.42014776,18.98306891,3.57343614,3.475687623,341295,0.606347825
2020-10-06,280,England,E92000001,56287000,7595.285714,200826.9286,12648,202460,3.782005615,3.567909616,13.4938542,22.4705527,3.596922913,3.751499414,353943,0.628818377
2020-10-07,281,England,E92000001,56287000,8055.642857,200838.9286,11528,199768,4.01099673,3.568122809,14.31172892,20.48075044,3.549096594,4.032499128,365471,0.649299128
2020-10-08,282,England,E92000001,56287000,8721.357143,202159.0714,14952,228857,4.314106254,3.591576588,15.49444302,26.56386022,4.065894434,3.810832591,380423,0.675862988
2020-10-09,283,England,E92000001,56287000,9082,203356.8571,10772,237549,4.466040697,3.612856559,16.13516443,19.13763391,4.220317302,3.823211211,391195,0.695000622
2020-10-10,284,England,E92000001,56287000,9652.642857,204656.3571,12628,218460,4.716512593,3.635943595,17.14897375,22.43502052,3.881180379,4.418494396,403823,0.717435642
2020-10-11,285,England,E92000001,56287000,10051.42857,205315.2143,10383,206549,4.895608251,3.647648912,17.85746011,18.44653295,3.669568462,4.866365159,414206,0.735882175
2020-10-12,286,England,E92000001,56287000,10646.5,204694.7143,11647,161479,5.201160195,3.636625052,18.91466946,20.69216693,2.868850712,6.593117371,425853,0.756574342
2020-10-13,287,England,E92000001,56287000,11265,206683.9286,14310,207385,5.450351209,3.671965615,20.01350223,25.42327713,3.684420914,5.431926128,440163,0.781997619
2020-10-14,288,England,E92000001,56287000,12013.28571,209131.6429,16132,238634,5.744365391,3.715451931,21.34291349,28.66025903,4.239593512,5.034188638,456295,0.810657878
2020-10-15,289,England,E92000001,56287000,12766.85714,211541,16139,236839,6.035169136,3.758256791,22.68171539,28.67269529,4.207703377,5.390521469,472434,0.839330574
2020-10-16,290,England,E92000001,56287000,13293.92857,215088.4286,12176,257720,6.180680504,3.821280732,23.61811532,21.63199318,4.578677137,5.15828363,484610,0.860962567
2020-10-17,291,England,E92000001,56287000,13472,216122.2857,13299,238723,6.233508014,3.839648333,23.93447865,23.62712527,4.241174694,5.643360715,497909,0.884589692
2020-10-18,292,England,E92000001,56287000,13000.21429,220177.7857,14704,246928,5.904416853,3.911698718,23.09629983,26.12326114,4.386945476,5.264779323,512613,0.910712953
2020-10-19,293,England,E92000001,56287000,13405.92857,220128.2143,16365,200444,6.09005466,3.910818027,23.81709555,29.07420896,3.561106472,6.688116667,528978,0.939787162
2020-10-20,294,England,E92000001,56287000,13774.92857,221390.7143,17814,220135,6.221999245,3.933247718,24.47266433,31.64851564,3.910938583,6.257491345,546792,0.971435678
2020-10-21,295,England,E92000001,56287000,14590.64286,224483.1429,22948,243062,6.499660808,3.988188087,25.92186981,40.76962709,4.318261766,6.002848186,569740,1.012205305
2020-10-22,296,England,E92000001,56287000,14762.21429,227702.4286,17354,273927,6.483116749,4.045382212,26.22668518,30.83127543,4.866612184,5.389105231,587094,1.04303658
2020-10-23,297,England,E92000001,56287000,15215.35714,230153.5,17116,271864,6.610960573,4.088928172,27.03174293,30.40844245,4.829960737,5.596679642,604210,1.073445023
2020-10-24,298,England,E92000001,56287000,15694.21429,232078.7857,19332,245414,6.762451052,4.123132974,27.88248492,34.34540835,4.360047613,6.394995512,623542,1.107790431
2020-10-25,299,England,E92000001,56287000,16130.21429,235465.7143,16487,253966,6.850345213,4.183305457,28.65708651,29.29095528,4.511983229,6.351328243,640029,1.137081386
2020-10-26,300,England,E92000001,56287000,16575.64286,237302.8571,17883,187199,6.985016134,4.215944306,29.448439,31.77110168,3.325794588,8.854557373,657912,1.168852488
2020-10-27,301,England,E92000001,56287000,16955.57143,238249.5,19629,220638,7.116729071,4.23276245,30.12342358,34.87306128,3.919874927,7.684792025,677541,1.203725549
2020-10-28,302,England,E92000001,56287000,17320.78571,238962,21245,248609,7.248343132,4.24542079,30.77226662,37.74406168,4.416810276,6.967079114,698786,1.241469611
2020-10-29,303,England,E92000001,56287000,17578,241510.3571,19740,272516,7.278362803,4.290695136,31.22923588,35.07026489,4.841544229,6.450263471,718526,1.276539876
2020-10-30,304,England,E92000001,56287000,18195.5,240073.7857,20821,237608,7.579128203,4.265172877,32.32629204,36.9907794,4.221365502,7.657780883,739347,1.313530655
2020-10-31,305,England,E92000001,56287000,18593,240483.2857,18864,244456,7.731514456,4.272448091,33.03249418,33.51395526,4.343027697,7.605867723,758211,1.347044611
2020-11-01,306,England,E92000001,56287000,19014.28571,238135.2143,20602,214055,7.984659376,4.230732039,33.78095424,36.60170199,3.802920745,8.882897253,778813,1.383646313
2020-11-02,307,England,E92000001,56287000,18978.21429,235370.5714,15860,161739,8.063121133,4.181615141,33.71686941,28.17702134,2.873469895,11.73385163,794673,1.411823334
2020-11-03,308,England,E92000001,56287000,18943.64286,235073.7143,17330,215979,8.058596817,4.17634115,33.65544949,30.78863681,3.837102706,8.771057768,812003,1.442611971
2020-11-04,309,England,E92000001,56287000,18866.14286,235494.5714,21863,248954,8.011285671,4.183818136,33.51776228,38.84200615,4.422939578,7.578164182,833866,1.481453977
2020-11-05,310,England,E92000001,56287000,19136.35714,236002.7143,21137,281041,8.10853265,4.192845849,33.99782746,37.55218789,4.99300016,6.809098012,855003,1.519006165
2020-11-06,311,England,E92000001,56287000,19361.5,237565.3571,20268,293741,8.149967753,4.220607905,34.39781832,36.00831453,5.218629524,6.591350884,875271,1.555014479
2020-11-07,312,England,E92000001,56287000,19543.14286,239621.1429,21875,274195,8.155850783,4.257131182,34.72052669,38.86332546,4.871373497,7.127461426,897146,1.593877805
2020-11-08,313,England,E92000001,56287000,19672.14286,238284,18293,235246,8.255754838,4.23337538,34.94970927,32.49951143,4.179401993,8.362370819,915439,1.626377316
2020-11-09,314,England,E92000001,56287000,19754.5,239635.9286,19036,206126,8.243546833,4.257393867,35.09602573,33.81953204,3.662053405,9.583701231,934475,1.660196848
2020-11-10,315,England,E92000001,56287000,19682.57143,241418.5,18622,245594,8.152884484,4.289063194,34.96823677,33.08401585,4.36324551,8.014272103,953097,1.693280864
2020-11-11,316,England,E92000001,56287000,19591.5,246078.8571,19970,313854,7.961472281,4.371859526,34.80643843,35.478885,5.575958925,6.24223365,973067,1.728759749
2020-11-12,317,England,E92000001,56287000,20384.57143,249365.7143,30843,318532,8.17456862,4.430254131,36.2154164,54.79595644,5.659068701,6.399536445,1003910,1.783555706
2020-11-13,318,England,E92000001,56287000,20650.21429,255380.5714,24540,321816,8.086055321,4.537114634,36.68735993,43.59798888,5.717412546,6.416776756,1028450,1.827153694
2020-11-14,319,England,E92000001,56287000,21038.35714,258633.2857,24298,289994,8.134435243,4.594902655,37.37693809,43.16804946,5.152059978,7.25475601,1052748,1.870321744
2020-11-15,320,England,E92000001,56287000,21138.07143,260303.9286,21998,237444,8.120534924,4.624583449,37.5540914,39.08184838,4.218451863,8.902339679,1074746,1.909403592
2020-11-16,321,England,E92000001,56287000,21392.57143,262008.6429,19423,185605,8.164834257,4.654869559,38.00623844,34.50707979,3.297475438,11.52585945,1094169,1.943910672
2020-11-17,322,England,E92000001,56287000,21408.21429,263376.7857,17549,235133,8.128360375,4.67917611,38.03402968,31.17771421,4.177394425,9.104725532,1111718,1.975088386
2020-11-18,323,England,E92000001,56287000,21074.35714,266234.9286,17189,288968,7.915699588,4.729954138,37.44089602,30.53813492,5.133831968,7.292972628,1128907,2.005626521
2020-11-19,324,England,E92000001,56287000,21013.92857,268450.3571,20291,312057,7.827863891,4.769313645,37.33353807,36.04917654,5.544033258,6.734003266,1149198,2.041675698
2020-11-20,325,England,E92000001,56287000,20840.85714,270062.5714,17845,316312,7.717047584,4.797956392,37.02605778,31.70359053,5.619627978,6.588702655,1167043,2.073379288
2020-11-21,326,England,E92000001,56287000,20536.57143,271273.4286,17615,291147,7.570432363,4.819468591,36.48546099,31.29497042,5.172544282,7.053677843,1184658,2.104674259
2020-11-22,327,England,E92000001,56287000,20420.5,269043.5,16668,204027,7.590036555,4.779851475,36.27924743,29.61252154,3.624762379,10.00872434,1201326,2.13428678
2020-11-23,328,England,E92000001,56287000,20012.85714,266038.7857,13329,164060,7.522533637,4.726469446,35.55502539,23.68042354,2.914704994,12.19849881,1214655,2.157967204
2020-11-24,329,England,E92000001,56287000,19386.57143,266688.8571,9854,254695,7.269359371,4.738018675,34.44236045,17.5067067,4.52493471,7.611681199,1224509,2.17547391
2020-11-25,330,England,E92000001,56287000,19095.35714,263710.2857,15893,272154,7.241036159,4.685101102,33.92498649,28.23564944,4.835112904,7.016379382,1240402,2.20370956
2020-11-26,331,England,E92000001,56287000,17937.78571,262723.6429,14637,304719,6.827625226,4.667572314,31.86843448,26.00422833,5.413665678,5.88666467,1255039,2.229713788
2020-11-27,332,England,E92000001,56287000,17153.28571,258418.2143,13557,261540,6.637800575,4.591081676,30.47468459,24.08549043,4.646543607,6.558570664,1268596,2.253799279
2020-11-28,333,England,E92000001,56287000,16369.35714,255515.5714,13323,249357,6.406402965,4.539513057,29.0819499,23.66976389,4.430099312,6.564627078,1281919,2.277469043
2020-11-29,334,England,E92000001,56287000,15516.21429,250717.5714,10054,170272,6.188722313,4.454271349,27.56624849,17.86202853,3.025067955,9.112604706,1291973,2.295331071
2020-11-30,335,England,E92000001,56287000,14905.21429,249704.3571,10869,171420,5.969144654,4.436270491,26.48074029,19.309965,3.045463429,8.69514309,1302842,2.314641036
2020-12-01,336,England,E92000001,56287000,14481.57143,250723.8571,11618,249406,5.775904851,4.454383022,25.72809251,20.64064526,4.430969851,5.806424636,1314460,2.335281681
2020-12-02,337,England,E92000001,56287000,14205.42857,250055,13323,279604,5.680921626,4.442500044,25.23749457,23.66976389,4.967470286,5.0805527,1327783,2.358951445
2020-12-03,338,England,E92000001,56287000,13612.64286,250272.2857,11992,315099,5.43913315,4.446360362,24.18434604,21.30509709,5.598077709,4.320116172,1339775,2.380256542
2020-12-04,339,England,E92000001,56287000,13296,250086.7857,13412,313715,5.316554396,4.443064752,23.62179544,23.8278821,5.573489438,4.238241716,1353187,2.404084424
2020-12-05,340,England,E92000001,56287000,12942.5,250356.1429,12666,294918,5.169635485,4.447850176,22.9937641,22.50253167,5.239540214,4.388507992,1365853,2.426586956
2020-12-06,341,England,E92000001,56287000,12772.92857,251800,14294,224241,5.07264836,4.473501874,22.69250195,25.39485139,3.983886155,5.696071892,1380147,2.451981808
2020-12-07,342,England,E92000001,56287000,12651.07143,252595.1429,11623,175192,5.008438122,4.487628455,22.47600943,20.64952831,3.112477126,7.221260919,1391770,2.472631336
2020-12-08,343,England,E92000001,56287000,12694.28571,251381.0714,10459,237698,5.04981765,4.466059151,22.55278433,18.58155524,4.22296445,5.340510107,1402229,2.491212891
