date,numDate,location,areaCode,population,Cases_14,meannew_casesCumul,Tests_14,new_cases,new_tests,PositivePct_14,TestsPer1000_14,Cases_14_pop,Cases_pop,TestsPer1000,PositivePct,CumulPosPct
2020-03-31,91,England,E92000001,56287000,1389.35714285714,9310.78571428571,10412,2414,10412,13.3438065967839,0.184980546129657,2.46834463172161,4.28873452129266,0.184980546129657,13.3438065967839,0.0165416272217132
2020-04-01,92,England,E92000001,56287000,1604,10914.7857142857,10363,3630,10314,15.4781433947699,0.184110007639419,2.84968109865511,6.44909126441274,0.183239469149182,15.551677331782,0.0193913083203683
2020-04-02,93,England,E92000001,56287000,1818.92857142857,12733.7142857143,10830,3583,11764,16.7952776678538,0.192406772434132,3.23152516820682,6.36559063371649,0.209000302023558,15.4618205663768,0.0226228334885751
2020-04-03,94,England,E92000001,56287000,2029.5,14763.2142857143,10868.5,3576,10984,18.6732299765377,0.193090766962176,3.60562829783076,6.35315436957024,0.195142750546307,18.4768754552076,0.0262284617864059
2020-04-04,95,England,E92000001,56287000,2175,16938.2142857143,10911.8,2910,11085,19.932550083396,0.19386003873008,3.8641249311564,5.16993266651269,0.196937125801695,19.6211096075778,0.0300925867175623
2020-04-05,96,England,E92000001,56287000,2501.57142857143,19439.7857142857,10717.6666666667,5107,9747,23.3406347330398,0.190411048140186,4.44431472377535,9.07314299927159,0.173166095190719,25.6650397924636,0.0345369014413376
2020-04-06,97,England,E92000001,56287000,2671.78571428571,22111.5714285714,10767.2857142857,3176,11065,24.8139204733916,0.191292584687152,4.74671898357652,5.64251070407021,0.196581803968945,24.1462784842812,0.0392836204249142
2020-04-07,98,England,E92000001,56287000,2794.64285714286,24906.2142857143,10786,2978,10917,25.909909671267,0.191625064402082,4.96498810940867,5.2907420896477,0.193952422406595,25.5990002486293,0.0442486085343228
2020-04-08,99,England,E92000001,56287000,3055.92857142857,27962.1428571429,11090.7777777778,4788,13529,27.5537805612843,0.197039774331156,5.42919070376565,8.50640467603532,0.240357453763747,22.5879855970772,0.0496777992380885
2020-04-09,100,England,E92000001,56287000,3198,31160.1428571429,11436,3798,14543,27.9643231899266,0.203173023966458,5.68159610567271,6.74756160392275,0.258372270684172,21.989960805886,0.0553593953437612
2020-04-10,101,England,E92000001,56287000,3323.5,34483.6428571429,11614.5454545455,4263,13400,28.6149812147777,0.206345078873371,5.90456055572335,7.57368486506653,0.238065627942509,24.8022388059702,0.0612639558994845
2020-04-11,102,England,E92000001,56287000,3445.07142857143,37928.7142857143,11691.6666666667,3841,12540,29.4660421545667,0.207715221395112,6.12054546977353,6.82395579796401,0.222786789134258,27.4726589200273,0.0673845013692581
2020-04-12,103,England,E92000001,56287000,3560.21428571429,41488.9285714286,11590.3076923077,3672,10374,30.7171680013046,0.205914468568367,6.3251093249139,6.52370884929024,0.184305434647432,34.3186262359195,0.073709610694172
2020-04-13,104,England,E92000001,56287000,3623.92857142857,45112.8571428572,11479.0714285714,2999,10033,31.5698756121389,0.203938234913416,6.43830470877569,5.32805088208645,0.178247197399044,36.1200894192024,0.0801479154029476
2020-04-14,105,England,E92000001,56287000,3726.78571428571,48839.6428571429,11566.5714285714,3854,11637,32.2203146999975,0.205492767931697,6.62104165133284,6.84705171709276,0.206744008385595,32.0253133478192,0.0867689570542805
2020-04-15,106,England,E92000001,56287000,3695.21428571429,52534.8571428572,11808.7142857143,3188,13704,31.292266002105,0.209794700121063,6.56495156202016,5.66383001403521,0.243466519800309,26.9644942039863,0.0933339086163006
2020-04-16,107,England,E92000001,56287000,3662,56196.8571428572,12076.7857142857,3118,15517,30.3226378825965,0.214557281686459,6.50594275765274,5.53946737257271,0.275676443939098,23.5999226654637,0.0998398513739534
2020-04-17,108,England,E92000001,56287000,3691.21428571429,59888.0714285714,12336.3571428571,3985,14618,29.9214285300708,0.219168851472936,6.55784512536516,7.07978751754402,0.259704727556985,25.2511580634443,0.106397696499319
2020-04-18,109,England,E92000001,56287000,3736.78571428571,63624.8571428572,12533.7857142857,3548,13849,29.8137035327372,0.222676385564797,6.63880774297034,6.30340931298524,0.246042603087747,26.9823504533592,0.113036504242289
2020-04-19,110,England,E92000001,56287000,3629.64285714286,67254.5,12643.5714285714,3607,11284,28.7074176600192,0.224626848625285,6.44845676113997,6.40822925364649,0.200472578037558,32.1662784220388,0.119484961003429
