date,location,I.pct.2.5.,I.pct.25.,I.pct.50.,I.pct.75.,I.pct.97.5.,SP.pct.2.5.,SP.pct.25.,SP.pct.50.,SP.pct.75.,SP.pct.97.5.,dI.pct.2.5.,dI.pct.25.,dI.pct.50.,dI.pct.75.,dI.pct.97.5.,Itot.pct.2.5.,Itot.pct.25.,Itot.pct.50.,Itot.pct.75.,Itot.pct.97.5.
2020-02-23,Belgium,3.03389430542132e-05,8.44135918226148e-05,0.000134141341068373,0.000188863069994154,0.000338280867250959,0,0,0,0,0,0.000133969048069734,0.000333359894513082,0.00050670769019396,0.000688368485621036,0.00115857874792473,3.03389430542132e-05,8.44135918226148e-05,0.000134141341068373,0.000188863069994154,0.000338280867250959
2020-02-23,Canada,0.000245317435918614,0.000765682170747569,0.001281706012123,0.00187524933530423,0.0035860511824337,0,0,0,0,0,0.000295286665553078,0.000786733315316002,0.0012597142033165,0.00175018738450493,0.00312158666192821,0.000245317435918614,0.000765682170747569,0.001281706012123,0.00187524933530423,0.0035860511824337
2020-02-23,Denmark,0.000931504101102518,0.00265495571997736,0.00426522797063333,0.00605374353767757,0.0109929086781664,0,0,0,0,0,-0.00243408778093366,-0.00117904211835858,-0.000740986118532846,-0.000397396383868492,-3.75911978723125e-05,0.000931504101102518,0.00265495571997736,0.00426522797063333,0.00605374353767757,0.0109929086781664
2020-02-23,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,Belgium,0.000158573154965011,0.000408623002446847,0.000627180023027636,0.000860670416548679,0.0014756702309075,5.15343045500064e-06,9.39255045112859e-06,1.22071840946063e-05,1.46255699656037e-05,2.11866836481038e-05,0.000109855303042376,0.000221727355539846,0.000314978885295947,0.000403952679128699,0.000611327351139121,0.000158573154965011,0.000408623002446847,0.000627180023027636,0.000860670416548679,0.0014756702309075
2020-02-24,Denmark,0.000695890999769575,0.00194807194564461,0.00310424178421527,0.00437952038516855,0.00787167937243623,0.000160329811715881,0.000298283463321693,0.000389468969624733,0.000470587029110072,0.000686481103878592,0.000283152678156573,0.000595791910648978,0.000851935361642216,0.00112684693165993,0.00177553561625277,0.000695890999769575,0.00194807194564461,0.00310424178421527,0.00437952038516855,0.00787167937243623
2020-02-24,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
